"X","goal","keyword","pattern","weight","color"
1149,5,"gender equality","\b(\d*)gender equality(\d*)\b",0.76,"#FF3A21"
1150,5,"racial prejudice","\b(\d*)racial prejudice(\d*)\b",0.76,"#FF3A21"
1151,5,"racial bias","\b(\d*)racial bias(\d*)\b",0.76,"#FF3A21"
1152,5,"ignorance","\b(\d*)ignorance(\d*)\b",0.76,"#FF3A21"
1153,5,"bullying","\b(\d*)bullying(\d*)\b",0.7,"#FF3A21"
1154,5,"feminists","\b(\d*)feminists(\d*)\b",0.7,"#FF3A21"
1155,5,"prejudices","\b(\d*)prejudices(\d*)\b",0.7,"#FF3A21"
1156,5,"men","\b(\d*)men(\d*)\b",0.7,"#FF3A21"
1157,5,"minorities","\b(\d*)minorities(\d*)\b",0.7,"#FF3A21"
1158,5,"sexually","\b(\d*)sexually(\d*)\b",0.67,"#FF3A21"
1159,5,"diversity","\b(\d*)diversity(\d*)\b",0.66,"#FF3A21"
1160,5,"girl","\b(\d*)girl(\d*)\b",0.64,"#FF3A21"
1161,5,"masturbation","\b(\d*)masturbation(\d*)\b",0.64,"#FF3A21"
1162,5,"sexually active","\b(\d*)sexually active(\d*)\b",0.64,"#FF3A21"
1163,5,"homosexual","\b(\d*)homosexual(\d*)\b",0.64,"#FF3A21"
1164,5,"elitism","\b(\d*)elitism(\d*)\b",0.64,"#FF3A21"
1165,5,"intolerance","\b(\d*)intolerance(\d*)\b",0.64,"#FF3A21"
1166,5,"empowerment","\b(\d*)empowerment(\d*)\b",0.6,"#FF3A21"
1167,5,"religion","\b(\d*)religion(\d*)\b",0.59,"#FF3A21"
1168,5,"bisexual","\b(\d*)bisexual(\d*)\b",0.59,"#FF3A21"
1169,5,"misogynistic","\b(\d*)misogynistic(\d*)\b",0.59,"#FF3A21"
1170,5,"hateful","\b(\d*)hateful(\d*)\b",0.59,"#FF3A21"
1171,5,"masculine","\b(\d*)masculine(\d*)\b",0.59,"#FF3A21"
1172,5,"civil rights","\b(\d*)civil rights(\d*)\b",0.59,"#FF3A21"
1173,5,"male","\b(\d*)male(\d*)\b",0.59,"#FF3A21"
1174,5,"sexes","\b(\d*)sexes(\d*)\b",0.59,"#FF3A21"
1175,5,"males","\b(\d*)males(\d*)\b",0.59,"#FF3A21"
1176,5,"snobbery","\b(\d*)snobbery(\d*)\b",0.59,"#FF3A21"
1177,5,"racial discrimination","\b(\d*)racial discrimination(\d*)\b",0.59,"#FF3A21"
1178,5,"islamophobia","\b(\d*)islamophobia(\d*)\b",0.59,"#FF3A21"
1179,5,"negativity","\b(\d*)negativity(\d*)\b",0.59,"#FF3A21"
1180,5,"bigots","\b(\d*)bigots(\d*)\b",0.59,"#FF3A21"
1181,5,"hatred","\b(\d*)hatred(\d*)\b",0.59,"#FF3A21"
1182,5,"patriarchal","\b(\d*)patriarchal(\d*)\b",0.59,"#FF3A21"
1183,5,"boys","\b(\d*)boys(\d*)\b",0.58,"#FF3A21"
1184,5,"abortion","\b(\d*)abortion(\d*)\b",0.57,"#FF3A21"
1185,5,"morality","\b(\d*)morality(\d*)\b",0.53,"#FF3A21"
1186,5,"adolescent","\b(\d*)adolescent(\d*)\b",0.53,"#FF3A21"
1187,5,"adolescents","\b(\d*)adolescents(\d*)\b",0.53,"#FF3A21"
1188,5,"lgbt","\b(\d*)lgbt(\d*)\b",0.53,"#FF3A21"
1189,5,"prostitution","\b(\d*)prostitution(\d*)\b",0.53,"#FF3A21"
1190,5,"homosexuals","\b(\d*)homosexuals(\d*)\b",0.53,"#FF3A21"
1191,5,"bigoted","\b(\d*)bigoted(\d*)\b",0.53,"#FF3A21"
1192,5,"femininity","\b(\d*)femininity(\d*)\b",0.53,"#FF3A21"
1193,5,"heterosexuals","\b(\d*)heterosexuals(\d*)\b",0.53,"#FF3A21"
1194,5,"monogamous","\b(\d*)monogamous(\d*)\b",0.53,"#FF3A21"
1195,5,"anal sex","\b(\d*)anal sex(\d*)\b",0.53,"#FF3A21"
1196,5,"intercourse","\b(\d*)intercourse(\d*)\b",0.53,"#FF3A21"
1197,5,"sexual intercourse","\b(\d*)sexual intercourse(\d*)\b",0.53,"#FF3A21"
1198,5,"oral sex","\b(\d*)oral sex(\d*)\b",0.53,"#FF3A21"
1199,5,"gender discrimination","\b(\d*)gender discrimination(\d*)\b",0.53,"#FF3A21"
1200,5,"condescension","\b(\d*)condescension(\d*)\b",0.53,"#FF3A21"
1201,5,"cynicism","\b(\d*)cynicism(\d*)\b",0.53,"#FF3A21"
1202,5,"inequality","\b(\d*)inequality(\d*)\b",0.53,"#FF3A21"
1203,5,"religious intolerance","\b(\d*)religious intolerance(\d*)\b",0.53,"#FF3A21"
1204,5,"ladies","\b(\d*)ladies(\d*)\b",0.53,"#FF3A21"
1205,5,"teens","\b(\d*)teens(\d*)\b",0.53,"#FF3A21"
1206,5,"youths","\b(\d*)youths(\d*)\b",0.53,"#FF3A21"
1207,5,"teenagers","\b(\d*)teenagers(\d*)\b",0.53,"#FF3A21"
1208,5,"mothers","\b(\d*)mothers(\d*)\b",0.53,"#FF3A21"
1209,5,"adult","\b(\d*)adult(\d*)\b",0.53,"#FF3A21"
1210,5,"inequalities","\b(\d*)inequalities(\d*)\b",0.53,"#FF3A21"
1211,5,"ethnicity","\b(\d*)ethnicity(\d*)\b",0.53,"#FF3A21"
1212,5,"blacks","\b(\d*)blacks(\d*)\b",0.53,"#FF3A21"
1213,5,"biases","\b(\d*)biases(\d*)\b",0.47,"#FF3A21"
1214,5,"spirituality","\b(\d*)spirituality(\d*)\b",0.47,"#FF3A21"
1215,5,"stds","\b(\d*)stds(\d*)\b",0.47,"#FF3A21"
1216,5,"gender identity","\b(\d*)gender identity(\d*)\b",0.47,"#FF3A21"
1217,5,"premarital sex","\b(\d*)premarital sex(\d*)\b",0.47,"#FF3A21"
1218,5,"sexual orientation","\b(\d*)sexual orientation(\d*)\b",0.47,"#FF3A21"
1219,5,"slurs","\b(\d*)slurs(\d*)\b",0.47,"#FF3A21"
1220,5,"racists","\b(\d*)racists(\d*)\b",0.47,"#FF3A21"
1221,5,"sexual assault","\b(\d*)sexual assault(\d*)\b",0.47,"#FF3A21"
1222,5,"unprotected sex","\b(\d*)unprotected sex(\d*)\b",0.47,"#FF3A21"
1223,5,"sexual encounters","\b(\d*)sexual encounters(\d*)\b",0.47,"#FF3A21"
1224,5,"promiscuity","\b(\d*)promiscuity(\d*)\b",0.47,"#FF3A21"
1225,5,"injustice","\b(\d*)injustice(\d*)\b",0.47,"#FF3A21"
1226,5,"negative stereotypes","\b(\d*)negative stereotypes(\d*)\b",0.47,"#FF3A21"
1227,5,"harassment","\b(\d*)harassment(\d*)\b",0.47,"#FF3A21"
1228,5,"animus","\b(\d*)animus(\d*)\b",0.47,"#FF3A21"
1229,5,"male counterparts","\b(\d*)male counterparts(\d*)\b",0.47,"#FF3A21"
1230,5,"husbands","\b(\d*)husbands(\d*)\b",0.47,"#FF3A21"
1231,5,"violence","\b(\d*)violence(\d*)\b",0.46,"#FF3A21"
1232,5,"stereotype","\b(\d*)stereotype(\d*)\b",0.41,"#FF3A21"
1233,5,"slavery","\b(\d*)slavery(\d*)\b",0.41,"#FF3A21"
1234,5,"nudity","\b(\d*)nudity(\d*)\b",0.41,"#FF3A21"
1235,5,"sexually transmitted diseases","\b(\d*)sexually transmitted diseases(\d*)\b",0.41,"#FF3A21"
1236,5,"politically correct","\b(\d*)politically correct(\d*)\b",0.41,"#FF3A21"
1237,5,"sexy","\b(\d*)sexy(\d*)\b",0.41,"#FF3A21"
1238,5,"human rights","\b(\d*)human rights(\d*)\b",0.41,"#FF3A21"
1239,5,"transgendered","\b(\d*)transgendered(\d*)\b",0.41,"#FF3A21"
1240,5,"promiscuous","\b(\d*)promiscuous(\d*)\b",0.41,"#FF3A21"
1241,5,"consensual sex","\b(\d*)consensual sex(\d*)\b",0.41,"#FF3A21"
1242,5,"homosexual acts","\b(\d*)homosexual acts(\d*)\b",0.41,"#FF3A21"
1243,5,"anti americanism","\b(\d*)anti americanism(\d*)\b",0.41,"#FF3A21"
1244,5,"teen","\b(\d*)teen(\d*)\b",0.41,"#FF3A21"
1245,5,"erotic","\b(\d*)erotic(\d*)\b",0.41,"#FF3A21"
1246,5,"racial profiling","\b(\d*)racial profiling(\d*)\b",0.41,"#FF3A21"
1247,5,"segregation","\b(\d*)segregation(\d*)\b",0.41,"#FF3A21"
1248,5,"self loathing","\b(\d*)self loathing(\d*)\b",0.41,"#FF3A21"
1249,5,"xenophobia","\b(\d*)xenophobia(\d*)\b",0.41,"#FF3A21"
1250,5,"injustices","\b(\d*)injustices(\d*)\b",0.41,"#FF3A21"
1251,5,"marginalization","\b(\d*)marginalization(\d*)\b",0.39,"#FF3A21"
1252,5,"marginalized","\b(\d*)marginalized(\d*)\b",0.37,"#FF3A21"
1253,5,"genital","\b(\d*)genital(\d*)\b",0.36,"#FF3A21"
1254,5,"erotica","\b(\d*)erotica(\d*)\b",0.35,"#FF3A21"
1255,5,"pregnancy","\b(\d*)pregnancy(\d*)\b",0.35,"#FF3A21"
1256,5,"condoms","\b(\d*)condoms(\d*)\b",0.35,"#FF3A21"
1257,5,"abstinence","\b(\d*)abstinence(\d*)\b",0.35,"#FF3A21"
1258,5,"religious","\b(\d*)religious(\d*)\b",0.35,"#FF3A21"
1259,5,"tolerance","\b(\d*)tolerance(\d*)\b",0.35,"#FF3A21"
1260,5,"vulgar","\b(\d*)vulgar(\d*)\b",0.35,"#FF3A21"
1261,5,"discriminatory","\b(\d*)discriminatory(\d*)\b",0.35,"#FF3A21"
1262,5,"slut","\b(\d*)slut(\d*)\b",0.35,"#FF3A21"
1263,5,"narrow minded","\b(\d*)narrow minded(\d*)\b",0.35,"#FF3A21"
1264,5,"anti semitic","\b(\d*)anti semitic(\d*)\b",0.35,"#FF3A21"
1265,5,"sexually transmitted disease","\b(\d*)sexually transmitted disease(\d*)\b",0.35,"#FF3A21"
1266,5,"couples","\b(\d*)couples(\d*)\b",0.35,"#FF3A21"
1267,5,"procreation","\b(\d*)procreation(\d*)\b",0.35,"#FF3A21"
1268,5,"stis","\b(\d*)stis(\d*)\b",0.35,"#FF3A21"
1269,5,"hypocrisy","\b(\d*)hypocrisy(\d*)\b",0.35,"#FF3A21"
1270,5,"sexual harassment","\b(\d*)sexual harassment(\d*)\b",0.35,"#FF3A21"
1271,5,"hate speech","\b(\d*)hate speech(\d*)\b",0.35,"#FF3A21"
1272,5,"tribalism","\b(\d*)tribalism(\d*)\b",0.35,"#FF3A21"
1273,5,"machismo","\b(\d*)machismo(\d*)\b",0.35,"#FF3A21"
1274,5,"hostility","\b(\d*)hostility(\d*)\b",0.35,"#FF3A21"
1275,5,"inferiority","\b(\d*)inferiority(\d*)\b",0.35,"#FF3A21"
1276,5,"victimization","\b(\d*)victimization(\d*)\b",0.35,"#FF3A21"
1277,5,"youth","\b(\d*)youth(\d*)\b",0.35,"#FF3A21"
1278,5,"moms","\b(\d*)moms(\d*)\b",0.35,"#FF3A21"
1279,5,"babies","\b(\d*)babies(\d*)\b",0.35,"#FF3A21"
1280,5,"sexual abuse","\b(\d*)sexual abuse(\d*)\b",0.35,"#FF3A21"
1281,5,"sexual misconduct","\b(\d*)sexual misconduct(\d*)\b",0.35,"#FF3A21"
1282,5,"materialism","\b(\d*)materialism(\d*)\b",0.35,"#FF3A21"
1283,5,"womanhood","\b(\d*)womanhood(\d*)\b",0.35,"#FF3A21"
1284,5,"multiculturalism","\b(\d*)multiculturalism(\d*)\b",0.35,"#FF3A21"
1285,5,"marry","\b(\d*)marry(\d*)\b",0.35,"#FF3A21"
1286,5,"spouses","\b(\d*)spouses(\d*)\b",0.35,"#FF3A21"
1287,5,"chastity","\b(\d*)chastity(\d*)\b",0.35,"#FF3A21"
1288,5,"bestiality","\b(\d*)bestiality(\d*)\b",0.35,"#FF3A21"
1289,5,"lovemaking","\b(\d*)lovemaking(\d*)\b",0.35,"#FF3A21"
1290,5,"sexually explicit","\b(\d*)sexually explicit(\d*)\b",0.35,"#FF3A21"
1291,5,"biased","\b(\d*)biased(\d*)\b",0.32,"#FF3A21"
1292,5,"std","\b(\d*)std(\d*)\b",0.31,"#FF3A21"
1293,5,"contraception","\b(\d*)contraception(\d*)\b",0.29,"#FF3A21"
1294,5,"globalization","\b(\d*)globalization(\d*)\b",0.29,"#FF3A21"
1295,5,"romance","\b(\d*)romance(\d*)\b",0.29,"#FF3A21"
1296,5,"multicultural","\b(\d*)multicultural(\d*)\b",0.29,"#FF3A21"
1297,5,"demeaning","\b(\d*)demeaning(\d*)\b",0.29,"#FF3A21"
1298,5,"stereotypical","\b(\d*)stereotypical(\d*)\b",0.29,"#FF3A21"
1299,5,"macho","\b(\d*)macho(\d*)\b",0.29,"#FF3A21"
1300,5,"lewd","\b(\d*)lewd(\d*)\b",0.29,"#FF3A21"
1301,5,"abusive","\b(\d*)abusive(\d*)\b",0.29,"#FF3A21"
1302,5,"progressives","\b(\d*)progressives(\d*)\b",0.29,"#FF3A21"
1303,5,"heterosexual couples","\b(\d*)heterosexual couples(\d*)\b",0.29,"#FF3A21"
1304,5,"unmarried","\b(\d*)unmarried(\d*)\b",0.29,"#FF3A21"
1305,5,"circumcised","\b(\d*)circumcised(\d*)\b",0.29,"#FF3A21"
1306,5,"gay lesbian","\b(\d*)gay lesbian(\d*)\b",0.29,"#FF3A21"
1307,5,"consensual","\b(\d*)consensual(\d*)\b",0.29,"#FF3A21"
1308,5,"interracial","\b(\d*)interracial(\d*)\b",0.29,"#FF3A21"
1309,5,"sex marriage","\b(\d*)sex marriage(\d*)\b",0.29,"#FF3A21"
1310,5,"glbt","\b(\d*)glbt(\d*)\b",0.29,"#FF3A21"
1311,5,"herpes","\b(\d*)herpes(\d*)\b",0.29,"#FF3A21"
1312,5,"consenting adults","\b(\d*)consenting adults(\d*)\b",0.29,"#FF3A21"
1313,5,"meanness","\b(\d*)meanness(\d*)\b",0.29,"#FF3A21"
1314,5,"unfairness","\b(\d*)unfairness(\d*)\b",0.29,"#FF3A21"
1315,5,"narcissism","\b(\d*)narcissism(\d*)\b",0.29,"#FF3A21"
1316,5,"immorality","\b(\d*)immorality(\d*)\b",0.29,"#FF3A21"
1317,5,"ugliness","\b(\d*)ugliness(\d*)\b",0.29,"#FF3A21"
1318,5,"judicial activism","\b(\d*)judicial activism(\d*)\b",0.29,"#FF3A21"
1319,5,"sectarianism","\b(\d*)sectarianism(\d*)\b",0.29,"#FF3A21"
1320,5,"kids","\b(\d*)kids(\d*)\b",0.29,"#FF3A21"
1321,5,"mens","\b(\d*)mens(\d*)\b",0.29,"#FF3A21"
1322,5,"wives","\b(\d*)wives(\d*)\b",0.29,"#FF3A21"
1323,5,"youngsters","\b(\d*)youngsters(\d*)\b",0.29,"#FF3A21"
1324,5,"athletes","\b(\d*)athletes(\d*)\b",0.29,"#FF3A21"
1325,5,"abuse","\b(\d*)abuse(\d*)\b",0.29,"#FF3A21"
1326,5,"incest","\b(\d*)incest(\d*)\b",0.29,"#FF3A21"
1327,5,"pedophilia","\b(\d*)pedophilia(\d*)\b",0.29,"#FF3A21"
1328,5,"domestic violence","\b(\d*)domestic violence(\d*)\b",0.29,"#FF3A21"
1329,5,"maternal","\b(\d*)maternal(\d*)\b",0.29,"#FF3A21"
1330,5,"child","\b(\d*)child(\d*)\b",0.29,"#FF3A21"
1331,5,"poverty","\b(\d*)poverty(\d*)\b",0.29,"#FF3A21"
1332,5,"hate crimes","\b(\d*)hate crimes(\d*)\b",0.29,"#FF3A21"
1333,5,"oppression","\b(\d*)oppression(\d*)\b",0.29,"#FF3A21"
1334,5,"disparities","\b(\d*)disparities(\d*)\b",0.29,"#FF3A21"
1335,5,"fundamentalism","\b(\d*)fundamentalism(\d*)\b",0.29,"#FF3A21"
1336,5,"atheism","\b(\d*)atheism(\d*)\b",0.29,"#FF3A21"
1337,5,"societal","\b(\d*)societal(\d*)\b",0.29,"#FF3A21"
1338,5,"fascism","\b(\d*)fascism(\d*)\b",0.29,"#FF3A21"
1339,5,"hiv aids","\b(\d*)hiv aids(\d*)\b",0.29,"#FF3A21"
1340,5,"title ix","\b(\d*)title ix(\d*)\b",0.29,"#FF3A21"
1341,5,"porn","\b(\d*)porn(\d*)\b",0.29,"#FF3A21"
1342,5,"pregnant","\b(\d*)pregnant(\d*)\b",0.29,"#FF3A21"
1343,5,"kissing","\b(\d*)kissing(\d*)\b",0.29,"#FF3A21"
1344,5,"racial equality","\b(\d*)racial equality(\d*)\b",0.29,"#FF3A21"
1345,5,"fathers","\b(\d*)fathers(\d*)\b",0.29,"#FF3A21"
1346,5,"racial hatred","\b(\d*)racial hatred(\d*)\b",0.29,"#FF3A21"
1347,5,"inequities","\b(\d*)inequities(\d*)\b",0.29,"#FF3A21"
1348,5,"adults","\b(\d*)adults(\d*)\b",0.29,"#FF3A21"
1349,5,"masturbate","\b(\d*)masturbate(\d*)\b",0.29,"#FF3A21"
1350,5,"genitals","\b(\d*)genitals(\d*)\b",0.29,"#FF3A21"
1351,5,"sodomy","\b(\d*)sodomy(\d*)\b",0.29,"#FF3A21"
1352,5,"genitalia","\b(\d*)genitalia(\d*)\b",0.29,"#FF3A21"
1353,5,"masturbating","\b(\d*)masturbating(\d*)\b",0.29,"#FF3A21"
1354,5,"virginity","\b(\d*)virginity(\d*)\b",0.29,"#FF3A21"
1355,5,"kinky","\b(\d*)kinky(\d*)\b",0.29,"#FF3A21"
1356,6,"wastewater","\b(\d*)wastewater(\d*)\b",53.88,"#26BDE2"
1357,6,"water","\b(\d*)water(\d*)\b",14.02,"#26BDE2"
1358,6,"groundwater","\b(\d*)groundwater(\d*)\b",11.18,"#26BDE2"
1359,6,"water quality","\b(\d*)water quality(\d*)\b",9.82,"#26BDE2"
1360,6,"sewage","\b(\d*)sewage(\d*)\b",9.28,"#26BDE2"
1361,6,"effluent","\b(\d*)effluent(\d*)\b",7.38,"#26BDE2"
1362,6,"wastewater treatment","\b(\d*)wastewater treatment(\d*)\b",7.28,"#26BDE2"
1363,6,"irrigation","\b(\d*)irrigation(\d*)\b",6.86,"#26BDE2"
1364,6,"sewage treatment","\b(\d*)sewage treatment(\d*)\b",6.75,"#26BDE2"
1365,6,"desalination","\b(\d*)desalination(\d*)\b",6.39,"#26BDE2"
1366,6,"sanitation","\b(\d*)sanitation(\d*)\b",4.79,"#26BDE2"
1367,6,"sewer","\b(\d*)sewer(\d*)\b",4.44,"#26BDE2"
1368,6,"contamination","\b(\d*)contamination(\d*)\b",3.89,"#26BDE2"
1369,6,"drainage","\b(\d*)drainage(\d*)\b",3.42,"#26BDE2"
1370,6,"stormwater","\b(\d*)stormwater(\d*)\b",3.18,"#26BDE2"
1371,6,"water supply","\b(\d*)water supply(\d*)\b",3.09,"#26BDE2"
1372,6,"arsenic","\b(\d*)arsenic(\d*)\b",2.96,"#26BDE2"
1373,6,"pollution","\b(\d*)pollution(\d*)\b",2.79,"#26BDE2"
1374,6,"sewerage","\b(\d*)sewerage(\d*)\b",2.68,"#26BDE2"
1375,6,"contaminants","\b(\d*)contaminants(\d*)\b",2.21,"#26BDE2"
1376,6,"landfill","\b(\d*)landfill(\d*)\b",2.14,"#26BDE2"
1377,6,"raw sewage","\b(\d*)raw sewage(\d*)\b",2.08,"#26BDE2"
1378,6,"reservoir","\b(\d*)reservoir(\d*)\b",2.01,"#26BDE2"
1379,6,"waterworks","\b(\d*)waterworks(\d*)\b",1.88,"#26BDE2"
1380,6,"contaminated","\b(\d*)contaminated(\d*)\b",1.86,"#26BDE2"
1381,6,"potable water","\b(\d*)potable water(\d*)\b",1.82,"#26BDE2"
1382,6,"contaminated soil","\b(\d*)contaminated soil(\d*)\b",1.81,"#26BDE2"
1383,6,"aquifer","\b(\d*)aquifer(\d*)\b",1.74,"#26BDE2"
1384,6,"septic systems","\b(\d*)septic systems(\d*)\b",1.74,"#26BDE2"
1385,6,"septic tanks","\b(\d*)septic tanks(\d*)\b",1.74,"#26BDE2"
1386,6,"sanitary sewer","\b(\d*)sanitary sewer(\d*)\b",1.68,"#26BDE2"
1387,6,"sludge","\b(\d*)sludge(\d*)\b",1.62,"#26BDE2"
1388,6,"stormwater runoff","\b(\d*)stormwater runoff(\d*)\b",1.61,"#26BDE2"
1389,6,"chlorine","\b(\d*)chlorine(\d*)\b",1.61,"#26BDE2"
1390,6,"pollutants","\b(\d*)pollutants(\d*)\b",1.61,"#26BDE2"
1391,6,"septic","\b(\d*)septic(\d*)\b",1.54,"#26BDE2"
1392,6,"aquifers","\b(\d*)aquifers(\d*)\b",1.54,"#26BDE2"
1393,6,"sanitary","\b(\d*)sanitary(\d*)\b",1.51,"#26BDE2"
1394,6,"storm drains","\b(\d*)storm drains(\d*)\b",1.47,"#26BDE2"
1395,6,"pesticides","\b(\d*)pesticides(\d*)\b",1.47,"#26BDE2"
1396,6,"water resources","\b(\d*)water resources(\d*)\b",1.43,"#26BDE2"
1397,6,"sediment","\b(\d*)sediment(\d*)\b",1.41,"#26BDE2"
1398,6,"nitrates","\b(\d*)nitrates(\d*)\b",1.41,"#26BDE2"
1399,6,"contaminant","\b(\d*)contaminant(\d*)\b",1.35,"#26BDE2"
1400,6,"biosolids","\b(\d*)biosolids(\d*)\b",1.34,"#26BDE2"
1401,6,"water mains","\b(\d*)water mains(\d*)\b",1.34,"#26BDE2"
1402,6,"lagoons","\b(\d*)lagoons(\d*)\b",1.34,"#26BDE2"
1403,6,"hazardous waste","\b(\d*)hazardous waste(\d*)\b",1.34,"#26BDE2"
1404,6,"polluted","\b(\d*)polluted(\d*)\b",1.27,"#26BDE2"
1405,6,"septic tank","\b(\d*)septic tank(\d*)\b",1.27,"#26BDE2"
1406,6,"waste","\b(\d*)waste(\d*)\b",1.25,"#26BDE2"
1407,6,"fluoride","\b(\d*)fluoride(\d*)\b",1.21,"#26BDE2"
1408,6,"wetlands","\b(\d*)wetlands(\d*)\b",1.21,"#26BDE2"
1409,6,"pollutant","\b(\d*)pollutant(\d*)\b",1.21,"#26BDE2"
1410,6,"hazardous chemicals","\b(\d*)hazardous chemicals(\d*)\b",1.21,"#26BDE2"
1411,6,"reverse osmosis","\b(\d*)reverse osmosis(\d*)\b",1.14,"#26BDE2"
1412,6,"watershed","\b(\d*)watershed(\d*)\b",1.14,"#26BDE2"
1413,6,"sewers","\b(\d*)sewers(\d*)\b",1.14,"#26BDE2"
1414,6,"reservoirs","\b(\d*)reservoirs(\d*)\b",1.14,"#26BDE2"
1415,6,"fire hydrants","\b(\d*)fire hydrants(\d*)\b",1.14,"#26BDE2"
1416,6,"waterways","\b(\d*)waterways(\d*)\b",1.14,"#26BDE2"
1417,6,"rainwater","\b(\d*)rainwater(\d*)\b",1.14,"#26BDE2"
1418,6,"dams","\b(\d*)dams(\d*)\b",1.14,"#26BDE2"
1419,6,"toxic chemicals","\b(\d*)toxic chemicals(\d*)\b",1.14,"#26BDE2"
1420,6,"waste disposal","\b(\d*)waste disposal(\d*)\b",1.07,"#26BDE2"
1421,6,"phosphorus","\b(\d*)phosphorus(\d*)\b",1.07,"#26BDE2"
1422,6,"phosphorous","\b(\d*)phosphorous(\d*)\b",1.07,"#26BDE2"
1423,6,"toxins","\b(\d*)toxins(\d*)\b",1.07,"#26BDE2"
1424,6,"disinfection","\b(\d*)disinfection(\d*)\b",1.02,"#26BDE2"
1425,6,"water works","\b(\d*)water works(\d*)\b",1,"#26BDE2"
1426,6,"watersheds","\b(\d*)watersheds(\d*)\b",1,"#26BDE2"
1427,6,"silt","\b(\d*)silt(\d*)\b",1,"#26BDE2"
1428,6,"seepage","\b(\d*)seepage(\d*)\b",1,"#26BDE2"
1429,6,"chloride","\b(\d*)chloride(\d*)\b",1,"#26BDE2"
1430,6,"pcbs","\b(\d*)pcbs(\d*)\b",1,"#26BDE2"
1431,6,"bacteria","\b(\d*)bacteria(\d*)\b",1,"#26BDE2"
1432,6,"solid waste","\b(\d*)solid waste(\d*)\b",0.94,"#26BDE2"
1433,6,"solid waste management","\b(\d*)solid waste management(\d*)\b",0.94,"#26BDE2"
1434,6,"public works","\b(\d*)public works(\d*)\b",0.94,"#26BDE2"
1435,6,"desalination plant","\b(\d*)desalination plant(\d*)\b",0.94,"#26BDE2"
1436,6,"filtration","\b(\d*)filtration(\d*)\b",0.94,"#26BDE2"
1437,6,"dredging","\b(\d*)dredging(\d*)\b",0.94,"#26BDE2"
1438,6,"toxic waste","\b(\d*)toxic waste(\d*)\b",0.94,"#26BDE2"
1439,6,"hydrants","\b(\d*)hydrants(\d*)\b",0.94,"#26BDE2"
1440,6,"nitrate","\b(\d*)nitrate(\d*)\b",0.94,"#26BDE2"
1441,6,"landfills","\b(\d*)landfills(\d*)\b",0.94,"#26BDE2"
1442,6,"dioxins","\b(\d*)dioxins(\d*)\b",0.94,"#26BDE2"
1443,6,"toxic substances","\b(\d*)toxic substances(\d*)\b",0.94,"#26BDE2"
1444,6,"solvents","\b(\d*)solvents(\d*)\b",0.94,"#26BDE2"
1445,6,"toxic","\b(\d*)toxic(\d*)\b",0.94,"#26BDE2"
1446,6,"reclamation","\b(\d*)reclamation(\d*)\b",0.87,"#26BDE2"
1447,6,"dam","\b(\d*)dam(\d*)\b",0.87,"#26BDE2"
1448,6,"culverts","\b(\d*)culverts(\d*)\b",0.87,"#26BDE2"
1449,6,"manure","\b(\d*)manure(\d*)\b",0.87,"#26BDE2"
1450,6,"ponds","\b(\d*)ponds(\d*)\b",0.87,"#26BDE2"
1451,6,"toxin","\b(\d*)toxin(\d*)\b",0.87,"#26BDE2"
1452,6,"benzene","\b(\d*)benzene(\d*)\b",0.87,"#26BDE2"
1453,6,"hydrogen sulfide","\b(\d*)hydrogen sulfide(\d*)\b",0.87,"#26BDE2"
1454,6,"deq","\b(\d*)deq(\d*)\b",0.8,"#26BDE2"
1455,6,"garbage","\b(\d*)garbage(\d*)\b",0.8,"#26BDE2"
1456,6,"drains","\b(\d*)drains(\d*)\b",0.8,"#26BDE2"
1457,6,"aqueduct","\b(\d*)aqueduct(\d*)\b",0.8,"#26BDE2"
1458,6,"storage tanks","\b(\d*)storage tanks(\d*)\b",0.8,"#26BDE2"
1459,6,"perchlorate","\b(\d*)perchlorate(\d*)\b",0.8,"#26BDE2"
1460,6,"wetland","\b(\d*)wetland(\d*)\b",0.8,"#26BDE2"
1461,6,"methane","\b(\d*)methane(\d*)\b",0.8,"#26BDE2"
1462,6,"tritium","\b(\d*)tritium(\d*)\b",0.8,"#26BDE2"
1463,6,"nitrogen","\b(\d*)nitrogen(\d*)\b",0.8,"#26BDE2"
1464,6,"ammonia","\b(\d*)ammonia(\d*)\b",0.8,"#26BDE2"
1465,6,"pesticide","\b(\d*)pesticide(\d*)\b",0.8,"#26BDE2"
1466,6,"harmful chemicals","\b(\d*)harmful chemicals(\d*)\b",0.8,"#26BDE2"
1467,6,"volatile organic compounds","\b(\d*)volatile organic compounds(\d*)\b",0.8,"#26BDE2"
1468,6,"chemicals","\b(\d*)chemicals(\d*)\b",0.8,"#26BDE2"
1469,6,"trace amounts","\b(\d*)trace amounts(\d*)\b",0.8,"#26BDE2"
1470,6,"particulates","\b(\d*)particulates(\d*)\b",0.8,"#26BDE2"
1471,6,"chromium","\b(\d*)chromium(\d*)\b",0.8,"#26BDE2"
1472,6,"pfoa","\b(\d*)pfoa(\d*)\b",0.8,"#26BDE2"
1473,6,"dioxin","\b(\d*)dioxin(\d*)\b",0.8,"#26BDE2"
1474,6,"water conservation","\b(\d*)water conservation(\d*)\b",0.74,"#26BDE2"
1475,6,"flood control","\b(\d*)flood control(\d*)\b",0.74,"#26BDE2"
1476,6,"floodplain","\b(\d*)floodplain(\d*)\b",0.74,"#26BDE2"
