"course_title","all_goals","sustainability_classification"
"CBG-580","3,17","Inclusive"
"CBY-575","3","Inclusive"
"CBY-582","9,17","Inclusive"
"CBY-583","11","Inclusive"
"CBY-585","9,17","Inclusive"
"CBY-590","17","Inclusive"
"CBY-671","9,11","Inclusive"
"CBY-673","6,9,14","Focused"
"CE-106","9,11","Inclusive"
"CE-108","9","Inclusive"
"CE-110","2,6,8,9,11,12,13,14,15","Focused"
"CE-205","9","Inclusive"
"CE-207","9,17","Inclusive"
"CE-210","2,6,8,9,11,12,13,14,15","Focused"
"CE-225","7,13","Focused"
"CE-235","7,8,9,13","Focused"
"CE-309","2,7,8,9,12,13,14,15","Focused"
"CE-334","","Not Related"
"CE-358","9","Inclusive"
"CE-402","9","Inclusive"
"CE-408","9","Inclusive"
"CE-451","1,6,8,9,12,17","Inclusive"
"CE-453","6,9,11,12,14","Focused"
"CE-456","9,17","Inclusive"
"CE-457","8,9,17","Inclusive"
"CE-458","","Not Related"
"CE-460","8,9","Inclusive"
"CE-462","8,9","Inclusive"
"CE-463","6,8,9,11,12,13,14,15","Focused"
"CE-465","6,9,11,12","Inclusive"
"CE-466","6,9,10,11,15","Focused"
"CE-467","2,6,8,9","Inclusive"
"CE-469","2,4,7,8,9,12,13,15","Focused"
"CE-470","9,17","Inclusive"
"CE-471","6,9,11,12","Inclusive"
"CE-476","6,7,9,12","Inclusive"
"CE-478","9,11,15","Focused"
"CE-480","7,9,11","Inclusive"
"CE-482","9","Inclusive"
"CE-484","6,9,12","Inclusive"
"CE-485","6,9,12,13,14","Focused"
"CE-501","9","Inclusive"
"CE-502","8,9","Inclusive"
"CE-505","8,9,12,13,15","Focused"
"CE-506","8,9","Inclusive"
"CE-507","6,7,13","Focused"
"CE-516","6,9,12,14,15","Focused"
"CE-523","6,8,9,12,13,15","Focused"
"CE-526","8,9","Inclusive"
"CE-529A","","Not Related"
"CE-529B","","Not Related"
"CE-533","2,9,11","Inclusive"
"CE-537","","Not Related"
"CE-539","9,11,12","Inclusive"
"CE-541A","7,9,13","Focused"
"CE-542","7,13","Focused"
"CE-543","","Not Related"
"CE-546","8,9","Inclusive"
"CE-547","2,8,9,11","Inclusive"
"CE-553","2,6,8,9,12,13,14,15","Focused"
"CE-556","17","Inclusive"
"CE-557","","Not Related"
"CE-566","8,17","Inclusive"
"CE-570","9,17","Inclusive"
"CE-582","8,9,11","Inclusive"
"CE-583","6,9,11,12","Inclusive"
"CE-584","8,9,11,17","Inclusive"
"CE-585","9,11","Inclusive"
"CE-589","9,12,14","Focused"
"CE-590","17","Inclusive"
"CE-603","","Not Related"
"CHE-120","6,7,9,13","Focused"
"CHE-205","6,9","Inclusive"
"CHE-330","6,9","Inclusive"
"CHE-350","7,9,13","Focused"
"CHE-405","6,9","Inclusive"
"CHE-442","6,9","Inclusive"
"CHE-443","6,9","Inclusive"
"CHE-444A","6,9","Inclusive"
"CHE-444B","6,9","Inclusive"
"CHE-445","6,8,9","Inclusive"
"CHE-446","6,9","Inclusive"
"CHE-450","2,7,8,9,12,13,15","Focused"
"CHE-460","6","Inclusive"
"CHE-472","9","Inclusive"
"CHE-475","9,11","Inclusive"
"CHE-476","6,8,9","Inclusive"
"CHE-480","1,2,6,7,8,9,12,13,14,15","Focused"
"CHE-485","6,9","Inclusive"
"CHE-489","6,9","Inclusive"
"CHE-501","6,9","Inclusive"
"CHE-510","7,8,9,12,13","Focused"
"CHE-530","6,9","Inclusive"
"CHE-540","6","Inclusive"
"CHE-541","","Not Related"
"CHE-542","6,9","Inclusive"
"CHE-544","6,9","Inclusive"
"CHE-550A","6,9","Inclusive"
"CHE-550B","6,9","Inclusive"
"CHE-586","6,9","Inclusive"
"CHE-590","17","Inclusive"
"CHEM-050","6,8","Inclusive"
"CHEM-051","6","Inclusive"
"CHEM-102","9,13","Focused"
"CHEM-103","2,8,9,12,13,15","Focused"
"CHEM-105A","","Not Related"
"CHEM-105B","4","Inclusive"
"CHEM-107","8","Inclusive"
"CHEM-108","","Not Related"
"CHEM-115A","4","Inclusive"
"CHEM-115B","4","Inclusive"
"CHEM-203","3,8,17","Inclusive"
"CHEM-205","6,8,16","Inclusive"
"CHEM-221","2,6,8,12,17","Inclusive"
"CHEM-250","2,8,12","Inclusive"
"CHEM-251","2,8,12","Inclusive"
"CHEM-294","6,17","Inclusive"
"CHEM-300","6,7","Inclusive"
"CHEM-322A","2,12,13","Focused"
"CHEM-322B","2,12,13","Focused"
"CHEM-325A","2,12","Inclusive"
"CHEM-325B","2,12","Inclusive"
"CHEM-332","6,17","Inclusive"
"CHEM-350","","Not Related"
"CHEM-426","2,12","Inclusive"
"CHEM-430","6,7","Inclusive"
"CHEM-431","6,7","Inclusive"
"CHEM-432","6,8","Inclusive"
"CHEM-453","","Not Related"
"CHEM-455","6,7,9","Inclusive"
"CHEM-463","6,7,9","Inclusive"
"CHEM-515","","Not Related"
"CHEM-516","","Not Related"
"CHEM-520A","6","Inclusive"
"CHEM-520B","6","Inclusive"
"CHEM-521","17","Inclusive"
"CHEM-526","2,6,12","Inclusive"
"CHEM-527","2,12","Inclusive"
"CHEM-535","7","Inclusive"
"CHEM-538","6,7","Inclusive"
"CHEM-540","7,9,13,17","Focused"
"CHEM-544","","Not Related"
"CHEM-561","2,9,12","Inclusive"
"CHEM-570","6,17","Inclusive"
"CHEM-575","17","Inclusive"
"CHEM-577A","9","Inclusive"
"CHEM-577B","9","Inclusive"
"CHEM-580","17","Inclusive"
"CHEM-588","","Not Related"
"CHEM-589","","Not Related"
"CHEM-593","17","Inclusive"
"CHEM-625","2,6,12","Inclusive"
"CHEM-630","7,9,13","Focused"
"CHEM-632","6","Inclusive"
"CLAS-151","11","Inclusive"
"CLAS-160","11","Inclusive"
"CLAS-280","11","Inclusive"
"CLAS-320","5,10,16","Inclusive"
"CLAS-338","10,11","Inclusive"
"CLAS-349","11","Inclusive"
"CLAS-380","5,10,17","Inclusive"
"CLAS-420","17","Inclusive"
"CLAS-465","11,16,17","Inclusive"
"CLAS-540","17","Inclusive"
"CLAS-550","17","Inclusive"
"CMGT-500","9","Inclusive"
"CMGT-501","17","Inclusive"
"CMGT-502","9","Inclusive"
"CMGT-503","17","Inclusive"
"CMGT-505","1,9","Inclusive"
"CMGT-506","1","Inclusive"
"CMGT-507","","Not Related"
"CMGT-508","8","Inclusive"
"CMGT-510","17","Inclusive"
"CMGT-520","1,7,16","Inclusive"
"CMGT-528","9","Inclusive"
"CMGT-529","1,9","Inclusive"
"CMGT-530","1,9,11","Inclusive"
"CMGT-531","1,8,9,16","Inclusive"
"CMGT-537","1,9,11","Inclusive"
"CMGT-540","17","Inclusive"
"CMGT-541","","Not Related"
"CMGT-542","8,9","Inclusive"
"CMGT-544","","Not Related"
"CMGT-549","","Not Related"
"CMGT-552","4","Inclusive"
"CMGT-553","17","Inclusive"
"CMGT-554","9","Inclusive"
"CMGT-555","1,8,17","Inclusive"
"CMGT-556","12,15","Focused"
"CMGT-558","9","Inclusive"
"CMGT-559","9","Inclusive"
"CMGT-576","9","Inclusive"
"CMGT-578","16","Inclusive"
"CMGT-580","8,16,17","Inclusive"
"CMGT-581","1,9,17","Inclusive"
"CMGT-582","8,9,17","Inclusive"
"CMGT-583","1,4,9,10,16","Inclusive"
"CMGT-584","5,10,11,16","Inclusive"
"CMGT-586","1,9,17","Inclusive"
"CMGT-587","17","Inclusive"
"CMGT-588","7","Inclusive"
"CMGT-590","4,17","Inclusive"
"CMGT-591","","Not Related"
"CMGT-597A","2,8,9,17","Inclusive"
"CMGT-597B","2,8,9,17","Inclusive"
"CMPP-541A","8","Inclusive"
"CMPP-541B","8","Inclusive"
"CMPP-548","8","Inclusive"
"CMPP-550","","Not Related"
"CMPP-560","8,17","Inclusive"
"CMPP-561","","Not Related"
"CMPP-563","","Not Related"
"CMPP-564","","Not Related"
"CMPP-565","","Not Related"
"CMPP-566","8,9,10,17","Inclusive"
"CMPP-568","8,10","Inclusive"
"CMPP-569","8,17","Inclusive"
"CMPP-570","1,8,9","Inclusive"
"CMPP-571","8,17","Inclusive"
"CMPP-589A","8,9,16,17","Inclusive"
"CMPP-589B","1,8,9,11,17","Inclusive"
"CMPP-592","17","Inclusive"
"CNB-501A","5,8,17","Inclusive"
"CNB-501B","5,8,17","Inclusive"
"CNB-502","17","Inclusive"
"CNB-503","17","Inclusive"
"CNB-504","5,8,16,17","Inclusive"
"CNB-511A","","Not Related"
"CNB-511B","","Not Related"
"CNB-521","","Not Related"
"CNB-550","17","Inclusive"
"CNB-580","17","Inclusive"
"CNB-590","17","Inclusive"
"CNTV-101","9","Inclusive"
"CNTV-325","","Not Related"
"CNTV-332","","Not Related"
"CNTV-375","8,9","Inclusive"
"CNTV-392","","Not Related"
"CNTV-405","","Not Related"
"CNTV-410","17","Inclusive"
"CNTV-411","17","Inclusive"
"CNTV-413","15","Inclusive"
"CNTV-415","9,17","Inclusive"
"CNTV-419","8,17","Inclusive"
"CNTV-420","8,17","Inclusive"
"CNTV-440","8,9,11","Inclusive"
"CNTV-441","8,9,17","Inclusive"
"CNTV-457","9,17","Inclusive"
"CNTV-458","8,9","Inclusive"
"CNTV-463","8,9","Inclusive"
"CNTV-467","9","Inclusive"
"CNTV-495","8,9","Inclusive"
"CNTV-501","9,17","Inclusive"
"CNTV-521","","Not Related"
"CNTV-522","8,9","Inclusive"
"CNTV-523","8","Inclusive"
"CNTV-524","9","Inclusive"
"CNTV-525","8,9,12,15","Focused"
"CNTV-530","","Not Related"
"CNTV-590","17","Inclusive"
"CNTV-595","8,9,17","Inclusive"
"COLT-101","","Not Related"
"COLT-102","11,17","Inclusive"
"COLT-251","1,11","Inclusive"
"COLT-264","11,17","Inclusive"
"COLT-302","","Not Related"
"COLT-303","7,8,9,10,11,12,13,15,16","Focused"
"COLT-365","17","Inclusive"
"COLT-374","1,5,11","Inclusive"
"COLT-375","11","Inclusive"
"COLT-420","","Not Related"
"COLT-462","11","Inclusive"
"COLT-475","1,5,16","Inclusive"
"COLT-510","17","Inclusive"
"COLT-511","5,10,11","Inclusive"
"COLT-620","1,11,16,17","Inclusive"
"COMM-200","1","Inclusive"
"COMM-204","9","Inclusive"
"COMM-205","8,17","Inclusive"
"COMM-206","7,11","Inclusive"
"COMM-209","1,8,9,16","Inclusive"
"COMM-300","8,12,15","Focused"
"COMM-301","17","Inclusive"
"COMM-302","1,8,17","Inclusive"
"COMM-304","8,17","Inclusive"
"COMM-305","1,17","Inclusive"
"COMM-306","1,8,9,17","Inclusive"
"COMM-309","1,8,9,11,16","Inclusive"
"COMM-310","5,10,16","Inclusive"
"COMM-311","1,8,16,17","Inclusive"
"COMM-312","8","Inclusive"
"COMM-313","8,11,17","Inclusive"
"COMM-320","4","Inclusive"
"COMM-321","1,8,11,16","Inclusive"
"COMM-322","16,17","Inclusive"
"COMM-324","1,4,8,11","Inclusive"
"COMM-336","4,5,16,17","Inclusive"
"COMM-339","9","Inclusive"
"COMM-340","8,9,11,17","Inclusive"
"COMM-345","1,8,9,16","Inclusive"
"COMM-355","1,8,11","Inclusive"
"COMM-363","17","Inclusive"
"COMM-364","9,17","Inclusive"
"COMM-365","11,17","Inclusive"
"COMM-366","1","Inclusive"
"COMM-367","17","Inclusive"
"COMM-371","11,16,17","Inclusive"
"COMM-375","8","Inclusive"
"COMM-380","17","Inclusive"
"COMM-381","1,16","Inclusive"
"COMM-383","5,10","Inclusive"
"COMM-384","11","Inclusive"
"COMM-385","4,7,9,17","Inclusive"
"COMM-387","1","Inclusive"
"COMM-391","8,9,11","Inclusive"
"COMM-392","10","Inclusive"
"COMM-393","11,17","Inclusive"
"COMM-395","5,10,11","Inclusive"
"COMM-396","","Not Related"
"COMM-400","17","Inclusive"
"COMM-402","9,11,17","Inclusive"
"COMM-405","2,11","Inclusive"
"COMM-412","1,5,10,16","Inclusive"
"COMM-413","8,17","Inclusive"
"COMM-421","","Not Related"
"COMM-422","8,9,17","Inclusive"
"COMM-427","8","Inclusive"
"COMM-429","1,8,9,11,16","Inclusive"
"COMM-430","1,8,9,11,16","Inclusive"
"COMM-431","8,9","Inclusive"
"COMM-434","16","Inclusive"
"COMM-443","1,9","Inclusive"
"COMM-444","1,16","Inclusive"
"COMM-450","8,9,11","Inclusive"
"COMM-451","1","Inclusive"
"COMM-454","1,8,10","Inclusive"
"COMM-457","1","Inclusive"
"COMM-458","1,5,9,10","Inclusive"
"COMM-465","5,9,10,11","Inclusive"
"COMM-480","8,12,13,15,17","Focused"
"COMM-487","9","Inclusive"
"COMM-489","16","Inclusive"
"COMM-494","8,9,17","Inclusive"
"COMM-495","17","Inclusive"
"COMM-497","8,17","Inclusive"
"COMM-498","1,9,16","Inclusive"
"COMM-502","1,2,8,9,17","Inclusive"
"COMM-509","","Not Related"
"COMM-525","1,17","Inclusive"
"COMM-526","1,17","Inclusive"
"COMM-550","9,17","Inclusive"
"COMM-552","17","Inclusive"
"COMM-559","1,8,9,11,16","Inclusive"
"COMM-576","16","Inclusive"
"COMM-580","16","Inclusive"
"COMM-585","17","Inclusive"
"COMM-598","8,17","Inclusive"
"COMM-602","11,17","Inclusive"
"COMM-612","10","Inclusive"
"COMM-620","17","Inclusive"
"COMM-647","8,9,11,17","Inclusive"
"COMM-650","5,10","Inclusive"
"COMM-653","1,16,17","Inclusive"
"COMM-654","10,11","Inclusive"
"COMM-670","1,8","Inclusive"
"CORE-101","5,9,17","Inclusive"
"CORE-102","","Not Related"
"CORE-103","8,17","Inclusive"
"CORE-104","1,11,16","Inclusive"
"CORE-111","17","Inclusive"
"CORE-112","17","Inclusive"
"CORE-195","1,4,17","Inclusive"
"CORE-200","17","Inclusive"
"CORE-301","11","Inclusive"
"CORE-400","17","Inclusive"
"CORE-401","4,11","Inclusive"
"CORE-450","17","Inclusive"
"CORE-601","4,17","Inclusive"
"CRIT-150","9","Inclusive"
"CRIT-160","9","Inclusive"
"CRIT-350","9,11","Inclusive"
"CRIT-410","9","Inclusive"
"CRIT-415","9","Inclusive"
"CRIT-425","9,17","Inclusive"
"CRIT-445","1,9","Inclusive"
"CRIT-510","8,11,17","Inclusive"
"CRIT-512","11","Inclusive"
"CRIT-525","4,11","Inclusive"
"CRIT-555","8,11,17","Inclusive"
"CRIT-556","8,11,17","Inclusive"
"CRIT-557","8,11,17","Inclusive"
"CSCI-100","1,9","Inclusive"
"CSCI-102","","Not Related"
"CSCI-103","","Not Related"
"CSCI-104","9,15","Focused"
"CSCI-109","","Not Related"
"CSCI-170","","Not Related"
"CSCI-201","8,17","Inclusive"
"CSCI-270","9,10","Inclusive"
"CSCI-281","8,9,17","Inclusive"
"CSCI-310","8,9,17","Inclusive"
"CSCI-350","8,9","Inclusive"
"CSCI-353","8,9,11","Inclusive"
"CSCI-356","9","Inclusive"
"CSCI-360","8,9","Inclusive"
"CSCI-401","8,9,17","Inclusive"
"CSCI-402","9","Inclusive"
"CSCI-404","9,17","Inclusive"
"CSCI-420","","Not Related"
"CSCI-423","8,9,17","Inclusive"
"CSCI-426","9","Inclusive"
"CSCI-430","9","Inclusive"
"CSCI-445","9,17","Inclusive"
"CSCI-455","8,9","Inclusive"
"CSCI-467","9","Inclusive"
"CSCI-485","","Not Related"
"CSCI-491A","8,9,17","Inclusive"
"CSCI-491B","8,9,17","Inclusive"
"CSCI-510","1,8,9","Inclusive"
"CSCI-520","9","Inclusive"
"CSCI-522","8,17","Inclusive"
"CSCI-526","9","Inclusive"
"CSCI-529A","8,17","Inclusive"
"CSCI-529B","8,9,17","Inclusive"
"CSCI-530","9","Inclusive"
"CSCI-531","9,11","Inclusive"
"CSCI-534","9","Inclusive"
"CSCI-538","9","Inclusive"
"CSCI-544","9","Inclusive"
"CSCI-548","","Not Related"
"CSCI-550","","Not Related"
"CSCI-551","9,11","Inclusive"
"CSCI-555","9,17","Inclusive"
"CSCI-561","9","Inclusive"
"CSCI-567","9","Inclusive"
"CSCI-570","","Not Related"
"CSCI-571","9,17","Inclusive"
"CSCI-572","","Not Related"
"CSCI-576","9","Inclusive"
"CSCI-577A","8,9,17","Inclusive"
"CSCI-577B","8,9,17","Inclusive"
"CSCI-580","","Not Related"
"CSCI-585","9","Inclusive"
"CSCI-590","17","Inclusive"
"CSCI-591","9,17","Inclusive"
"CSCI-610","9","Inclusive"
"CSCI-621","","Not Related"
"CSCI-644","9","Inclusive"
"CSCI-670","9","Inclusive"
"CSCI-671","9","Inclusive"
"CSCI-677","","Not Related"
"CSCI-697","8,17","Inclusive"
"CSCI-698","8,17","Inclusive"
"CSLC-501","10,11","Inclusive"
"CSLC-502","8","Inclusive"
"CSLC-503","1","Inclusive"
"CSLC-600","2,8,17","Inclusive"
"CSLC-601","17","Inclusive"
"CSLC-700","8,12,15,17","Focused"
"CTAN-101","2,12","Inclusive"
"CTAN-102","","Not Related"
"CTAN-200","","Not Related"
"CTAN-201","17","Inclusive"
"CTAN-202","","Not Related"
"CTAN-301","","Not Related"
"CTAN-305","1,4,8,9,10","Inclusive"
"CTAN-330","","Not Related"
"CTAN-336","","Not Related"
"CTAN-401A","17","Inclusive"
"CTAN-401B","17","Inclusive"
"CTAN-410","9,17","Inclusive"
"CTAN-420","9","Inclusive"
"CTAN-432","17","Inclusive"
"CTAN-435","8,17","Inclusive"
"CTAN-436","17","Inclusive"
"CTAN-443","8,17","Inclusive"
"CTAN-448","","Not Related"
"CTAN-450A","9","Inclusive"
"CTAN-450B","8,17","Inclusive"
"CTAN-451","11","Inclusive"
"CTAN-452","9","Inclusive"
"CTAN-455","2,12","Inclusive"
"CTAN-460","8,9,17","Inclusive"
"CTAN-462","","Not Related"
"CTAN-464","","Not Related"
"CTAN-465","6,12","Inclusive"
"CTAN-470","11,17","Inclusive"
"CTAN-485","","Not Related"
"CTAN-495","2","Inclusive"
"CTAN-496","17","Inclusive"
"CTAN-497","9","Inclusive"
"CTAN-502","8,9","Inclusive"
"CTAN-503","","Not Related"
"CTAN-504","","Not Related"
"CTAN-505","8,9","Inclusive"
"CTAN-508","12","Inclusive"
"CTAN-522","17","Inclusive"
"CTAN-525","","Not Related"
"CTAN-536","8","Inclusive"
"CTAN-544","","Not Related"
"CTAN-547","17","Inclusive"
"CTAN-550","9","Inclusive"
"CTAN-555","9","Inclusive"
"CTAN-564","9","Inclusive"
"CTAN-565","9","Inclusive"
"CTAN-577A","","Not Related"
"CTAN-577B","","Not Related"
"CTAN-579","9","Inclusive"
"CTAN-591","8,17","Inclusive"
"CTAN-592","2","Inclusive"
"CTCS-190","1","Inclusive"
"CTCS-191","1,8,9,11,17","Inclusive"
"CTCS-192","5,10","Inclusive"
"CTCS-200","8,11,17","Inclusive"
"CTCS-201","8,11,17","Inclusive"
"CTCS-367","9","Inclusive"
"CTCS-392","11","Inclusive"
"CTCS-393","11,17","Inclusive"
"CTCS-394","11,17","Inclusive"
"CTCS-400","17","Inclusive"
"CTCS-402","17","Inclusive"
"CTCS-403","","Not Related"
"CTCS-411","11","Inclusive"
"CTCS-412","5,8,10,16,17","Inclusive"
"CTCS-464","1,11","Inclusive"
"CTCS-466","9","Inclusive"
"CTCS-467","9,11,17","Inclusive"
"CTCS-469","17","Inclusive"
"CTCS-473","17","Inclusive"
"CTCS-494","9,11,17","Inclusive"
"CTCS-500","17","Inclusive"
"CTCS-502","11","Inclusive"
"CTCS-503","1,8,9,11","Inclusive"
"CTCS-504","8,9,11","Inclusive"
"CTCS-505","8,9,11","Inclusive"
"CTCS-506","8,17","Inclusive"
"CTCS-510","10,11,17","Inclusive"
"CTCS-511","17","Inclusive"
"CTCS-517","11","Inclusive"
"CTCS-518","11,17","Inclusive"
"CTCS-520","11","Inclusive"
"CTCS-564","11,17","Inclusive"
"CTCS-569","17","Inclusive"
"CTCS-587","9,17","Inclusive"
"CTCS-677","11,17","Inclusive"
"CTCS-678","17","Inclusive"
"CTIN-101","","Not Related"
"CTIN-190","11","Inclusive"
"CTIN-191","4,9,11","Inclusive"
"CTIN-290","","Not Related"
"CTIN-404","","Not Related"
"CTIN-444","9","Inclusive"
"CTIN-452","9","Inclusive"
"CTIN-458","8,9","Inclusive"
"CTIN-463","9","Inclusive"
"CTIN-464","1,11,17","Inclusive"
"CTIN-482","1,9","Inclusive"
"CTIN-483","8,17","Inclusive"
"CTIN-484","8,9,17","Inclusive"
"CTIN-485","8,17","Inclusive"
"CTIN-488","9","Inclusive"
"CTIN-489","9","Inclusive"
"CTIN-491","8,17","Inclusive"
"CTIN-492","8,9,17","Inclusive"
"CTIN-493","17","Inclusive"
"CTIN-497","8","Inclusive"
"CTIN-503","1,8,9,17","Inclusive"
"CTIN-511","8,9,17","Inclusive"
"CTIN-532","8,9,17","Inclusive"
"CTIN-534","9","Inclusive"
"CTIN-541","9,17","Inclusive"
"CTIN-542","9","Inclusive"
"CTIN-544","9","Inclusive"
"CTIN-548","9,17","Inclusive"
"CTIN-583","8,17","Inclusive"
"CTIN-590","17","Inclusive"
"CTPR-240","8,9,17","Inclusive"
"CTPR-285","","Not Related"
"CTPR-288","","Not Related"
"CTPR-290","","Not Related"
"CTPR-294","","Not Related"
"CTPR-295","","Not Related"
"CTPR-310","8,17","Inclusive"
"CTPR-327","9","Inclusive"
"CTPR-335","9","Inclusive"
"CTPR-340","","Not Related"
"CTPR-371","17","Inclusive"
"CTPR-385","","Not Related"
"CTPR-386","9","Inclusive"
"CTPR-409","2,17","Inclusive"
"CTPR-410","8,9,17","Inclusive"
"CTPR-421","9,17","Inclusive"
"CTPR-422","","Not Related"
"CTPR-423","","Not Related"
"CTPR-424","17","Inclusive"
"CTPR-425","","Not Related"
"CTPR-426","","Not Related"
"CTPR-427","","Not Related"
"CTPR-428","17","Inclusive"
"CTPR-431","17","Inclusive"
"CTPR-438","17","Inclusive"
"CTPR-440","17","Inclusive"
"CTPR-441","9,11","Inclusive"
"CTPR-447","8,10,16","Inclusive"
"CTPR-448","9,12","Inclusive"
"CTPR-450","","Not Related"
"CTPR-454","","Not Related"
"CTPR-456","9","Inclusive"
"CTPR-457","","Not Related"
"CTPR-458","4,9,17","Inclusive"
"CTPR-460","8","Inclusive"
"CTPR-461","","Not Related"
"CTPR-464","","Not Related"
"CTPR-465","9,17","Inclusive"
"CTPR-470","17","Inclusive"
"CTPR-473","","Not Related"
"CTPR-474","2","Inclusive"
"CTPR-476","","Not Related"
"CTPR-477","","Not Related"
"CTPR-478","17","Inclusive"
"CTPR-480","2","Inclusive"
"CTPR-484","8,17","Inclusive"
"CTPR-486","","Not Related"
"CTPR-487","","Not Related"
"CTPR-496","5,8,9","Inclusive"
"CTPR-497","8,17","Inclusive"
"CTPR-506","","Not Related"
"CTPR-507","","Not Related"
"CTPR-508","17","Inclusive"
"CTPR-515","11","Inclusive"
"CTPR-522","","Not Related"
"CTPR-523","","Not Related"
"CTPR-531","17","Inclusive"
"CTPR-532","","Not Related"
"CTPR-533","17","Inclusive"
"CTPR-534","9,17","Inclusive"
"CTPR-535","","Not Related"
"CTPR-537","17","Inclusive"
"CTPR-538","","Not Related"
"CTPR-540","9","Inclusive"
"CTPR-546","","Not Related"
"CTPR-547","","Not Related"
"CTPR-551","","Not Related"
"CTPR-552","","Not Related"
"CTPR-553","17","Inclusive"
"CTPR-554","9,17","Inclusive"
"CTPR-555","9","Inclusive"
"CTPR-556","","Not Related"
"CTPR-557","","Not Related"
"CTPR-558","","Not Related"
"CTPR-562","8,17","Inclusive"
"CTPR-563","8,9","Inclusive"
"CTPR-565","1,2","Inclusive"
"CTPR-566","","Not Related"
"CTPR-572","8,17","Inclusive"
"CTPR-573","17","Inclusive"
"CTPR-581A","","Not Related"
"CTPR-581B","","Not Related"
"CTPR-581C","","Not Related"
"CTPR-582A","9,17","Inclusive"
"CTPR-585A","8,17","Inclusive"
"CTPR-585B","8,17","Inclusive"
"CTWR-100","8,17","Inclusive"
"CTWR-206A","8,17","Inclusive"
"CTWR-206B","17","Inclusive"
"CTWR-211","1,5,10","Inclusive"
"CTWR-212","17","Inclusive"
"CTWR-250","","Not Related"
"CTWR-305","17","Inclusive"
"CTWR-321","17","Inclusive"
"CTWR-324","17","Inclusive"
"CTWR-401","17","Inclusive"
"CTWR-404","1,17","Inclusive"
"CTWR-407","","Not Related"
"CTWR-410","8,17","Inclusive"
"CTWR-411","17","Inclusive"
"CTWR-412","17","Inclusive"
"CTWR-413","17","Inclusive"
"CTWR-414","17","Inclusive"
"CTWR-415A","17","Inclusive"
"CTWR-415B","17","Inclusive"
"CTWR-416","","Not Related"
"CTWR-417","","Not Related"
"CTWR-418A","9,17","Inclusive"
"CTWR-418B","9,17","Inclusive"
"CTWR-419A","17","Inclusive"
"CTWR-419B","17","Inclusive"
"CTWR-421","17","Inclusive"
"CTWR-422","17","Inclusive"
"CTWR-431","","Not Related"
"CTWR-434","17","Inclusive"
"CTWR-435","17","Inclusive"
"CTWR-437","17","Inclusive"
"CTWR-438","","Not Related"
"CTWR-439","17","Inclusive"
"CTWR-453","","Not Related"
"CTWR-459A","8,9,17","Inclusive"
"CTWR-477","16,17","Inclusive"
"CTWR-487","2,17","Inclusive"
"CTWR-489","8,17","Inclusive"
"CTWR-502","17","Inclusive"
"CTWR-505","8","Inclusive"
"CTWR-513","17","Inclusive"
"CTWR-514A","8,17","Inclusive"
"CTWR-514B","8,17","Inclusive"
"CTWR-515A","17","Inclusive"
"CTWR-515B","17","Inclusive"
"CTWR-516","","Not Related"
"CTWR-517A","17","Inclusive"
"CTWR-517B","8,17","Inclusive"
"CTWR-518","17","Inclusive"
"CTWR-519A","17","Inclusive"
"CTWR-519B","17","Inclusive"
"CTWR-520","17","Inclusive"
"CTWR-521","17","Inclusive"
"CTWR-523","","Not Related"
"CTWR-526","17","Inclusive"
"CTWR-529","","Not Related"
"CTWR-533A","8,17","Inclusive"
"CTWR-533B","17","Inclusive"
"CTWR-534","17","Inclusive"
"CTWR-537","8,17","Inclusive"
"CTWR-539","8,17","Inclusive"
"CTWR-541","","Not Related"
"CTWR-543","","Not Related"
"CTWR-549","17","Inclusive"
"CTWR-550","8,17","Inclusive"
"CTWR-553","","Not Related"
"CTWR-555","8,9,17","Inclusive"
"CTWR-559","8,17","Inclusive"
"CTWR-572","17","Inclusive"
"CTWR-585","8,17","Inclusive"
"CXPT-609","6,8,17","Inclusive"
"CXPT-610","6,11","Inclusive"
"DBIO-310","","Not Related"
"DES-102","9","Inclusive"
"DES-123","9","Inclusive"
"DES-202","9","Inclusive"
"DES-203","9","Inclusive"
"DES-213","8,9,12,13,15","Focused"
"DES-230","8,9,12,13,15,17","Focused"
"DES-302","9","Inclusive"
"DES-303","9","Inclusive"
"DES-313","9","Inclusive"
"DES-322","9","Inclusive"
"DES-323","9,11,16,17","Inclusive"
"DES-332A","11,17","Inclusive"
"DES-332B","","Not Related"
"DES-333","9,11,17","Inclusive"
"DES-402","9","Inclusive"
"DES-413","9","Inclusive"
"DES-432","9","Inclusive"
"DES-503","9,17","Inclusive"
"DES-513","9","Inclusive"
"DES-514","9,17","Inclusive"
"DES-520","9","Inclusive"
"DES-523","9","Inclusive"
"DES-530","9,17","Inclusive"
"DES-540","9","Inclusive"
"DHIS-310","","Not Related"
"DHIS-701","","Not Related"
"DHYG-311A","","Not Related"
"DHYG-311B","","Not Related"
"DHYG-314","","Not Related"
"DHYG-316","4","Inclusive"
"DHYG-318","","Not Related"
"DHYG-320","3,17","Inclusive"
"DHYG-401","","Not Related"
"DHYG-410A","","Not Related"
"DHYG-410B","","Not Related"
"DHYG-410C","","Not Related"
"DHYG-412","8,17","Inclusive"
"DHYG-414A","","Not Related"
"DHYG-414B","","Not Related"
"DHYG-422","1,8","Inclusive"
"DHYG-424","8,9,17","Inclusive"
"DHYG-516A","","Not Related"
"DHYG-516B","","Not Related"
"DIAG-415","","Not Related"
