"goal","keyword","pattern","color","weight"
4,"small island developing states","\b(\d*)small island developing states(\d*)\b","#C5192D",1
4,"sociology program","\b(\d*)sociology program(\d*)\b","#C5192D",1
4,"standardized tests","\b(\d*)standardized tests(\d*)\b","#C5192D",1
4,"stem","\b(\d*)stem(\d*)\b","#C5192D",1
4,"student loan","\b(\d*)student loan(\d*)\b","#C5192D",1
4,"superintendents","\b(\d*)superintendents(\d*)\b","#C5192D",1
4,"teach for america","\b(\d*)teach for america(\d*)\b","#C5192D",1
4,"teach grammar","\b(\d*)teach grammar(\d*)\b","#C5192D",1
4,"teach reading comprehension","\b(\d*)teach reading comprehension(\d*)\b","#C5192D",1
4,"teacher","\b(\d*)teacher(\d*)\b","#C5192D",1
4,"teachers","\b(\d*)teachers(\d*)\b","#C5192D",1
4,"technology internship","\b(\d*)technology internship(\d*)\b","#C5192D",1
4,"technology internships","\b(\d*)technology internships(\d*)\b","#C5192D",1
4,"tertiary education","\b(\d*)tertiary education(\d*)\b","#C5192D",1
4,"textbook access","\b(\d*)textbook access(\d*)\b","#C5192D",1
4,"trained and skilled","\b(\d*)trained and skilled(\d*)\b","#C5192D",1
4,"trainee","\b(\d*)trainee(\d*)\b","#C5192D",1
4,"trainees","\b(\d*)trainees(\d*)\b","#C5192D",1
4,"tutor","\b(\d*)tutor(\d*)\b","#C5192D",1
4,"tutors","\b(\d*)tutors(\d*)\b","#C5192D",1
4,"undergraduate degree","\b(\d*)undergraduate degree(\d*)\b","#C5192D",1
4,"university level","\b(\d*)university level(\d*)\b","#C5192D",1
4,"unskilled","\b(\d*)unskilled(\d*)\b","#C5192D",1
4,"vocational training","\b(\d*)vocational training(\d*)\b","#C5192D",1
4,"youth build","\b(\d*)youth build(\d*)\b","#C5192D",1
4,"youthbuild","\b(\d*)youthbuild(\d*)\b","#C5192D",1
5,"abortion","\b(\d*)abortion(\d*)\b","#FF3A21",1
5,"abortions","\b(\d*)abortions(\d*)\b","#FF3A21",1
5,"abstinence","\b(\d*)abstinence(\d*)\b","#FF3A21",1
5,"abuse","\b(\d*)abuse(\d*)\b","#FF3A21",1
5,"abusive","\b(\d*)abusive(\d*)\b","#FF3A21",1
5,"affirmative action","\b(\d*)affirmative action(\d*)\b","#FF3A21",1
5,"animus","\b(\d*)animus(\d*)\b","#FF3A21",1
5,"atheism","\b(\d*)atheism(\d*)\b","#FF3A21",1
5,"babies","\b(\d*)babies(\d*)\b","#FF3A21",1
5,"bestiality","\b(\d*)bestiality(\d*)\b","#FF3A21",1
5,"bigamy","\b(\d*)bigamy(\d*)\b","#FF3A21",1
5,"bisexual","\b(\d*)bisexual(\d*)\b","#FF3A21",1
5,"breast","\b(\d*)breast(\d*)\b","#FF3A21",1
5,"chastity","\b(\d*)chastity(\d*)\b","#FF3A21",1
5,"childcare","\b(\d*)childcare(\d*)\b","#FF3A21",1
5,"circumcised","\b(\d*)circumcised(\d*)\b","#FF3A21",1
5,"condescension","\b(\d*)condescension(\d*)\b","#FF3A21",1
5,"condom","\b(\d*)condom(\d*)\b","#FF3A21",1
5,"condoms","\b(\d*)condoms(\d*)\b","#FF3A21",1
5,"consensual sex","\b(\d*)consensual sex(\d*)\b","#FF3A21",1
5,"consent","\b(\d*)consent(\d*)\b","#FF3A21",1
5,"consenting adults","\b(\d*)consenting adults(\d*)\b","#FF3A21",1
5,"contraception","\b(\d*)contraception(\d*)\b","#FF3A21",1
5,"couples","\b(\d*)couples(\d*)\b","#FF3A21",1
5,"demeaning","\b(\d*)demeaning(\d*)\b","#FF3A21",1
5,"domestic abuse","\b(\d*)domestic abuse(\d*)\b","#FF3A21",1
5,"domestic violence","\b(\d*)domestic violence(\d*)\b","#FF3A21",1
5,"education gap","\b(\d*)education gap(\d*)\b","#FF3A21",1
5,"empowerment","\b(\d*)empowerment(\d*)\b","#FF3A21",1
5,"environmental studies","\b(\d*)environmental studies(\d*)\b","#FF3A21",1
5,"erotic","\b(\d*)erotic(\d*)\b","#FF3A21",1
5,"erotica","\b(\d*)erotica(\d*)\b","#FF3A21",1
5,"fascism","\b(\d*)fascism(\d*)\b","#FF3A21",1
5,"female","\b(\d*)female(\d*)\b","#FF3A21",1
5,"females","\b(\d*)females(\d*)\b","#FF3A21",1
5,"femininity","\b(\d*)femininity(\d*)\b","#FF3A21",1
5,"feminism","\b(\d*)feminism(\d*)\b","#FF3A21",1
5,"feminist","\b(\d*)feminist(\d*)\b","#FF3A21",1
5,"feminists","\b(\d*)feminists(\d*)\b","#FF3A21",1
5,"fgm","\b(\d*)fgm(\d*)\b","#FF3A21",1
5,"gbv","\b(\d*)gbv(\d*)\b","#FF3A21",1
5,"gender","\b(\d*)gender(\d*)\b","#FF3A21",1
5,"gender pay gap","\b(\d*)gender pay gap(\d*)\b","#FF3A21",1
5,"gender rights","\b(\d*)gender rights(\d*)\b","#FF3A21",1
5,"gender-based violence","\b(\d*)gender-based violence(\d*)\b","#FF3A21",1
5,"genital mutilation","\b(\d*)genital mutilation(\d*)\b","#FF3A21",1
5,"girl","\b(\d*)girl(\d*)\b","#FF3A21",1
5,"girls","\b(\d*)girls(\d*)\b","#FF3A21",1
5,"harassment","\b(\d*)harassment(\d*)\b","#FF3A21",1
5,"hate crimes","\b(\d*)hate crimes(\d*)\b","#FF3A21",1
5,"hate speech","\b(\d*)hate speech(\d*)\b","#FF3A21",1
5,"heterosexual","\b(\d*)heterosexual(\d*)\b","#FF3A21",1
5,"heterosexual couples","\b(\d*)heterosexual couples(\d*)\b","#FF3A21",1
5,"heterosexuals","\b(\d*)heterosexuals(\d*)\b","#FF3A21",1
5,"homophobia","\b(\d*)homophobia(\d*)\b","#FF3A21",1
5,"homophobic","\b(\d*)homophobic(\d*)\b","#FF3A21",1
5,"human rights","\b(\d*)human rights(\d*)\b","#FF3A21",1
5,"husbands","\b(\d*)husbands(\d*)\b","#FF3A21",1
5,"incest","\b(\d*)incest(\d*)\b","#FF3A21",1
5,"income inequality","\b(\d*)income inequality(\d*)\b","#FF3A21",1
5,"inequalities","\b(\d*)inequalities(\d*)\b","#FF3A21",1
5,"inequality","\b(\d*)inequality(\d*)\b","#FF3A21",1
5,"inequities","\b(\d*)inequities(\d*)\b","#FF3A21",1
5,"inequity","\b(\d*)inequity(\d*)\b","#FF3A21",1
5,"inferiority","\b(\d*)inferiority(\d*)\b","#FF3A21",1
5,"injustice","\b(\d*)injustice(\d*)\b","#FF3A21",1
5,"injustices","\b(\d*)injustices(\d*)\b","#FF3A21",1
5,"intercourse","\b(\d*)intercourse(\d*)\b","#FF3A21",1
5,"interracial","\b(\d*)interracial(\d*)\b","#FF3A21",1
5,"intolerance","\b(\d*)intolerance(\d*)\b","#FF3A21",1
5,"judicial activism","\b(\d*)judicial activism(\d*)\b","#FF3A21",1
5,"ladies","\b(\d*)ladies(\d*)\b","#FF3A21",1
5,"lady","\b(\d*)lady(\d*)\b","#FF3A21",1
5,"lesbian","\b(\d*)lesbian(\d*)\b","#FF3A21",1
5,"lesbians","\b(\d*)lesbians(\d*)\b","#FF3A21",1
5,"lewd","\b(\d*)lewd(\d*)\b","#FF3A21",1
5,"lovemaking","\b(\d*)lovemaking(\d*)\b","#FF3A21",1
5,"machismo","\b(\d*)machismo(\d*)\b","#FF3A21",1
5,"macho","\b(\d*)macho(\d*)\b","#FF3A21",1
5,"male","\b(\d*)male(\d*)\b","#FF3A21",1
5,"male counterparts","\b(\d*)male counterparts(\d*)\b","#FF3A21",1
5,"males","\b(\d*)males(\d*)\b","#FF3A21",1
5,"marginalization","\b(\d*)marginalization(\d*)\b","#FF3A21",1
5,"marginalized","\b(\d*)marginalized(\d*)\b","#FF3A21",1
5,"marriage equality","\b(\d*)marriage equality(\d*)\b","#FF3A21",1
5,"marriage rights","\b(\d*)marriage rights(\d*)\b","#FF3A21",1
5,"masculine","\b(\d*)masculine(\d*)\b","#FF3A21",1
5,"masculinity","\b(\d*)masculinity(\d*)\b","#FF3A21",1
5,"masturbate","\b(\d*)masturbate(\d*)\b","#FF3A21",1
5,"masturbating","\b(\d*)masturbating(\d*)\b","#FF3A21",1
5,"masturbation","\b(\d*)masturbation(\d*)\b","#FF3A21",1
5,"maternal","\b(\d*)maternal(\d*)\b","#FF3A21",1
5,"maternity","\b(\d*)maternity(\d*)\b","#FF3A21",1
5,"men","\b(\d*)men(\d*)\b","#FF3A21",1
5,"misogynistic","\b(\d*)misogynistic(\d*)\b","#FF3A21",1
5,"misogyny","\b(\d*)misogyny(\d*)\b","#FF3A21",1
5,"mom","\b(\d*)mom(\d*)\b","#FF3A21",1
5,"moms","\b(\d*)moms(\d*)\b","#FF3A21",1
5,"monogamous","\b(\d*)monogamous(\d*)\b","#FF3A21",1
5,"monogamy","\b(\d*)monogamy(\d*)\b","#FF3A21",1
5,"mother","\b(\d*)mother(\d*)\b","#FF3A21",1
5,"motherhood","\b(\d*)motherhood(\d*)\b","#FF3A21",1
5,"mothers","\b(\d*)mothers(\d*)\b","#FF3A21",1
5,"nudity","\b(\d*)nudity(\d*)\b","#FF3A21",1
5,"oral sex","\b(\d*)oral sex(\d*)\b","#FF3A21",1
5,"patriarchal","\b(\d*)patriarchal(\d*)\b","#FF3A21",1
5,"pedophilia","\b(\d*)pedophilia(\d*)\b","#FF3A21",1
5,"pregnancies","\b(\d*)pregnancies(\d*)\b","#FF3A21",1
5,"pregnancy","\b(\d*)pregnancy(\d*)\b","#FF3A21",1
5,"pregnant","\b(\d*)pregnant(\d*)\b","#FF3A21",1
5,"premarital sex","\b(\d*)premarital sex(\d*)\b","#FF3A21",1
5,"procreation","\b(\d*)procreation(\d*)\b","#FF3A21",1
5,"promiscuity","\b(\d*)promiscuity(\d*)\b","#FF3A21",1
5,"promiscuous","\b(\d*)promiscuous(\d*)\b","#FF3A21",1
5,"prostitution","\b(\d*)prostitution(\d*)\b","#FF3A21",1
5,"queer","\b(\d*)queer(\d*)\b","#FF3A21",1
5,"rape","\b(\d*)rape(\d*)\b","#FF3A21",1
5,"rapes","\b(\d*)rapes(\d*)\b","#FF3A21",1
5,"rapist","\b(\d*)rapist(\d*)\b","#FF3A21",1
5,"roe v. wade","\b(\d*)roe v. wade(\d*)\b","#FF3A21",1
5,"roe versus wade","\b(\d*)roe versus wade(\d*)\b","#FF3A21",1
5,"roe vs. wade","\b(\d*)roe vs. wade(\d*)\b","#FF3A21",1
5,"romance","\b(\d*)romance(\d*)\b","#FF3A21",1
5,"sex","\b(\d*)sex(\d*)\b","#FF3A21",1
5,"sexes","\b(\d*)sexes(\d*)\b","#FF3A21",1
5,"sexism","\b(\d*)sexism(\d*)\b","#FF3A21",1
5,"sexist","\b(\d*)sexist(\d*)\b","#FF3A21",1
5,"sexual","\b(\d*)sexual(\d*)\b","#FF3A21",1
5,"sexuality","\b(\d*)sexuality(\d*)\b","#FF3A21",1
5,"sexually","\b(\d*)sexually(\d*)\b","#FF3A21",1
5,"sexy","\b(\d*)sexy(\d*)\b","#FF3A21",1
5,"slut","\b(\d*)slut(\d*)\b","#FF3A21",1
5,"sodomy","\b(\d*)sodomy(\d*)\b","#FF3A21",1
5,"spouses","\b(\d*)spouses(\d*)\b","#FF3A21",1
5,"std","\b(\d*)std(\d*)\b","#FF3A21",1
5,"stds","\b(\d*)stds(\d*)\b","#FF3A21",1
5,"sti","\b(\d*)sti(\d*)\b","#FF3A21",1
5,"title 9","\b(\d*)title 9(\d*)\b","#FF3A21",1
5,"title ix","\b(\d*)title ix(\d*)\b","#FF3A21",1
5,"title nine","\b(\d*)title nine(\d*)\b","#FF3A21",1
5,"trans","\b(\d*)trans(\d*)\b","#FF3A21",1
5,"transgender","\b(\d*)transgender(\d*)\b","#FF3A21",1
5,"transgendered","\b(\d*)transgendered(\d*)\b","#FF3A21",1
5,"underage girls","\b(\d*)underage girls(\d*)\b","#FF3A21",1
5,"unmarried","\b(\d*)unmarried(\d*)\b","#FF3A21",1
5,"unprotected sex","\b(\d*)unprotected sex(\d*)\b","#FF3A21",1
5,"victimization","\b(\d*)victimization(\d*)\b","#FF3A21",1
5,"virgin","\b(\d*)virgin(\d*)\b","#FF3A21",1
5,"virginity","\b(\d*)virginity(\d*)\b","#FF3A21",1
5,"vulgar","\b(\d*)vulgar(\d*)\b","#FF3A21",1
5,"wives","\b(\d*)wives(\d*)\b","#FF3A21",1
5,"woman","\b(\d*)woman(\d*)\b","#FF3A21",1
5,"womanhood","\b(\d*)womanhood(\d*)\b","#FF3A21",1
5,"women","\b(\d*)women(\d*)\b","#FF3A21",1
6,"affordable water","\b(\d*)affordable water(\d*)\b","#26BDE2",1
6,"algae","\b(\d*)algae(\d*)\b","#26BDE2",1
6,"algae bloom","\b(\d*)algae bloom(\d*)\b","#26BDE2",1
6,"algal bloom","\b(\d*)algal bloom(\d*)\b","#26BDE2",1
6,"ammonia","\b(\d*)ammonia(\d*)\b","#26BDE2",1
6,"aquatic bacteria","\b(\d*)aquatic bacteria(\d*)\b","#26BDE2",1
6,"aqueduct","\b(\d*)aqueduct(\d*)\b","#26BDE2",1
6,"aquifer","\b(\d*)aquifer(\d*)\b","#26BDE2",1
6,"aquifers","\b(\d*)aquifers(\d*)\b","#26BDE2",1
6,"arsenic","\b(\d*)arsenic(\d*)\b","#26BDE2",1
6,"bacteria","\b(\d*)bacteria(\d*)\b","#26BDE2",1
6,"bacterial contamination","\b(\d*)bacterial contamination(\d*)\b","#26BDE2",1
6,"basin","\b(\d*)basin(\d*)\b","#26BDE2",1
6,"basins","\b(\d*)basins(\d*)\b","#26BDE2",1
6,"benzene","\b(\d*)benzene(\d*)\b","#26BDE2",1
6,"bisphenol","\b(\d*)bisphenol(\d*)\b","#26BDE2",1
6,"bottled water","\b(\d*)bottled water(\d*)\b","#26BDE2",1
6,"bpa","\b(\d*)bpa(\d*)\b","#26BDE2",1
6,"brine","\b(\d*)brine(\d*)\b","#26BDE2",1
6,"cadmium","\b(\d*)cadmium(\d*)\b","#26BDE2",1
6,"canal","\b(\d*)canal(\d*)\b","#26BDE2",1
6,"canals","\b(\d*)canals(\d*)\b","#26BDE2",1
6,"carcinogen","\b(\d*)carcinogen(\d*)\b","#26BDE2",1
6,"carcinogens","\b(\d*)carcinogens(\d*)\b","#26BDE2",1
6,"catchment","\b(\d*)catchment(\d*)\b","#26BDE2",1
6,"chloride","\b(\d*)chloride(\d*)\b","#26BDE2",1
6,"chlorine","\b(\d*)chlorine(\d*)\b","#26BDE2",1
6,"chromium","\b(\d*)chromium(\d*)\b","#26BDE2",1
6,"clean water","\b(\d*)clean water(\d*)\b","#26BDE2",1
6,"clean water act","\b(\d*)clean water act(\d*)\b","#26BDE2",1
6,"coal ash","\b(\d*)coal ash(\d*)\b","#26BDE2",1
6,"contaminant","\b(\d*)contaminant(\d*)\b","#26BDE2",1
6,"contaminants","\b(\d*)contaminants(\d*)\b","#26BDE2",1
6,"contaminate","\b(\d*)contaminate(\d*)\b","#26BDE2",1
6,"contaminated","\b(\d*)contaminated(\d*)\b","#26BDE2",1
6,"contaminating","\b(\d*)contaminating(\d*)\b","#26BDE2",1
6,"contamination","\b(\d*)contamination(\d*)\b","#26BDE2",1
6,"creek","\b(\d*)creek(\d*)\b","#26BDE2",1
6,"creeks","\b(\d*)creeks(\d*)\b","#26BDE2",1
6,"culvert","\b(\d*)culvert(\d*)\b","#26BDE2",1
6,"culverts","\b(\d*)culverts(\d*)\b","#26BDE2",1
6,"cyanide","\b(\d*)cyanide(\d*)\b","#26BDE2",1
6,"dam","\b(\d*)dam(\d*)\b","#26BDE2",1
6,"dams","\b(\d*)dams(\d*)\b","#26BDE2",1
6,"dead zone","\b(\d*)dead zone(\d*)\b","#26BDE2",1
6,"debris","\b(\d*)debris(\d*)\b","#26BDE2",1
6,"desalination","\b(\d*)desalination(\d*)\b","#26BDE2",1
6,"desalination plant","\b(\d*)desalination plant(\d*)\b","#26BDE2",1
6,"dioxin","\b(\d*)dioxin(\d*)\b","#26BDE2",1
6,"dioxins","\b(\d*)dioxins(\d*)\b","#26BDE2",1
6,"drainage","\b(\d*)drainage(\d*)\b","#26BDE2",1
6,"drains","\b(\d*)drains(\d*)\b","#26BDE2",1
6,"dredging","\b(\d*)dredging(\d*)\b","#26BDE2",1
6,"drinking","\b(\d*)drinking(\d*)\b","#26BDE2",1
6,"drinking water","\b(\d*)drinking water(\d*)\b","#26BDE2",1
6,"drip irrigation","\b(\d*)drip irrigation(\d*)\b","#26BDE2",1
6,"dumping","\b(\d*)dumping(\d*)\b","#26BDE2",1
6,"effluent","\b(\d*)effluent(\d*)\b","#26BDE2",1
6,"environmental issues","\b(\d*)environmental issues(\d*)\b","#26BDE2",1
6,"environmental problem","\b(\d*)environmental problem(\d*)\b","#26BDE2",1
6,"environmental problems","\b(\d*)environmental problems(\d*)\b","#26BDE2",1
6,"environmental protection","\b(\d*)environmental protection(\d*)\b","#26BDE2",1
6,"environmental quality","\b(\d*)environmental quality(\d*)\b","#26BDE2",1
6,"environmental studies","\b(\d*)environmental studies(\d*)\b","#26BDE2",1
6,"eutrophication","\b(\d*)eutrophication(\d*)\b","#26BDE2",1
6,"faucets","\b(\d*)faucets(\d*)\b","#26BDE2",1
6,"fertilizer","\b(\d*)fertilizer(\d*)\b","#26BDE2",1
6,"filtration","\b(\d*)filtration(\d*)\b","#26BDE2",1
6,"flood control","\b(\d*)flood control(\d*)\b","#26BDE2",1
6,"flooding","\b(\d*)flooding(\d*)\b","#26BDE2",1
6,"fluoride","\b(\d*)fluoride(\d*)\b","#26BDE2",1
6,"formaldehyde","\b(\d*)formaldehyde(\d*)\b","#26BDE2",1
6,"freshwater sanitation","\b(\d*)freshwater sanitation(\d*)\b","#26BDE2",1
6,"freshwater supply","\b(\d*)freshwater supply(\d*)\b","#26BDE2",1
6,"groundwater","\b(\d*)groundwater(\d*)\b","#26BDE2",1
6,"ground water","\b(\d*)ground water(\d*)\b","#26BDE2",1
6,"gutters","\b(\d*)gutters(\d*)\b","#26BDE2",1
6,"h2o","\b(\d*)h2o(\d*)\b","#26BDE2",1
6,"handwashing","\b(\d*)handwashing(\d*)\b","#26BDE2",1
6,"harmful chemicals","\b(\d*)harmful chemicals(\d*)\b","#26BDE2",1
6,"hazardous chemical","\b(\d*)hazardous chemical(\d*)\b","#26BDE2",1
6,"hazardous chemicals","\b(\d*)hazardous chemicals(\d*)\b","#26BDE2",1
6,"hazardous substance","\b(\d*)hazardous substance(\d*)\b","#26BDE2",1
6,"hazardous substances","\b(\d*)hazardous substances(\d*)\b","#26BDE2",1
6,"hazardous waste","\b(\d*)hazardous waste(\d*)\b","#26BDE2",1
6,"headwaters","\b(\d*)headwaters(\d*)\b","#26BDE2",1
6,"heavy metal","\b(\d*)heavy metal(\d*)\b","#26BDE2",1
6,"heavy metals","\b(\d*)heavy metals(\d*)\b","#26BDE2",1
6,"human waste","\b(\d*)human waste(\d*)\b","#26BDE2",1
6,"hydropower","\b(\d*)hydropower(\d*)\b","#26BDE2",1
6,"hygiene","\b(\d*)hygiene(\d*)\b","#26BDE2",1
6,"irrigate","\b(\d*)irrigate(\d*)\b","#26BDE2",1
6,"irrigated","\b(\d*)irrigated(\d*)\b","#26BDE2",1
6,"irrigation","\b(\d*)irrigation(\d*)\b","#26BDE2",1
6,"irrigators","\b(\d*)irrigators(\d*)\b","#26BDE2",1
6,"lagoon","\b(\d*)lagoon(\d*)\b","#26BDE2",1
6,"lagoons","\b(\d*)lagoons(\d*)\b","#26BDE2",1
6,"lake","\b(\d*)lake(\d*)\b","#26BDE2",1
6,"lakes","\b(\d*)lakes(\d*)\b","#26BDE2",1
6,"latrines","\b(\d*)latrines(\d*)\b","#26BDE2",1
6,"leaching","\b(\d*)leaching(\d*)\b","#26BDE2",1
6,"manholes","\b(\d*)manholes(\d*)\b","#26BDE2",1
6,"mercury","\b(\d*)mercury(\d*)\b","#26BDE2",1
6,"municipal water","\b(\d*)municipal water(\d*)\b","#26BDE2",1
6,"nitrate","\b(\d*)nitrate(\d*)\b","#26BDE2",1
6,"nitrates","\b(\d*)nitrates(\d*)\b","#26BDE2",1
6,"nitrogen","\b(\d*)nitrogen(\d*)\b","#26BDE2",1
6,"oil spill","\b(\d*)oil spill(\d*)\b","#26BDE2",1
6,"open defecation","\b(\d*)open defecation(\d*)\b","#26BDE2",1
6,"overflows","\b(\d*)overflows(\d*)\b","#26BDE2",1
6,"particulate matter","\b(\d*)particulate matter(\d*)\b","#26BDE2",1
6,"particulates","\b(\d*)particulates(\d*)\b","#26BDE2",1
6,"pcbs","\b(\d*)pcbs(\d*)\b","#26BDE2",1
6,"perchlorate","\b(\d*)perchlorate(\d*)\b","#26BDE2",1
6,"perfluorooctanoic acid","\b(\d*)perfluorooctanoic acid(\d*)\b","#26BDE2",1
6,"pesticide","\b(\d*)pesticide(\d*)\b","#26BDE2",1
6,"pesticides","\b(\d*)pesticides(\d*)\b","#26BDE2",1
6,"pfa","\b(\d*)pfa(\d*)\b","#26BDE2",1
6,"pfas","\b(\d*)pfas(\d*)\b","#26BDE2",1
6,"pfoa","\b(\d*)pfoa(\d*)\b","#26BDE2",1
6,"phosphorous","\b(\d*)phosphorous(\d*)\b","#26BDE2",1
6,"phosphorus","\b(\d*)phosphorus(\d*)\b","#26BDE2",1
6,"phthalates","\b(\d*)phthalates(\d*)\b","#26BDE2",1
6,"piping","\b(\d*)piping(\d*)\b","#26BDE2",1
6,"plumbing","\b(\d*)plumbing(\d*)\b","#26BDE2",1
6,"polluted water","\b(\d*)polluted water(\d*)\b","#26BDE2",1
6,"ponds","\b(\d*)ponds(\d*)\b","#26BDE2",1
6,"potable water","\b(\d*)potable water(\d*)\b","#26BDE2",1
6,"potentially harmful","\b(\d*)potentially harmful(\d*)\b","#26BDE2",1
6,"radon","\b(\d*)radon(\d*)\b","#26BDE2",1
6,"rainwater","\b(\d*)rainwater(\d*)\b","#26BDE2",1
6,"reservoir","\b(\d*)reservoir(\d*)\b","#26BDE2",1
6,"reservoirs","\b(\d*)reservoirs(\d*)\b","#26BDE2",1
6,"retaining walls","\b(\d*)retaining walls(\d*)\b","#26BDE2",1
6,"retention pond","\b(\d*)retention pond(\d*)\b","#26BDE2",1
6,"reverse osmosis","\b(\d*)reverse osmosis(\d*)\b","#26BDE2",1
6,"riparian","\b(\d*)riparian(\d*)\b","#26BDE2",1
6,"river basin","\b(\d*)river basin(\d*)\b","#26BDE2",1
6,"rivers","\b(\d*)rivers(\d*)\b","#26BDE2",1
6,"safe water","\b(\d*)safe water(\d*)\b","#26BDE2",1
6,"salinity","\b(\d*)salinity(\d*)\b","#26BDE2",1
6,"sanitary sewer","\b(\d*)sanitary sewer(\d*)\b","#26BDE2",1
6,"sanitation ladder","\b(\d*)sanitation ladder(\d*)\b","#26BDE2",1
6,"seawater","\b(\d*)seawater(\d*)\b","#26BDE2",1
6,"sediment","\b(\d*)sediment(\d*)\b","#26BDE2",1
6,"sediments","\b(\d*)sediments(\d*)\b","#26BDE2",1
6,"seepage","\b(\d*)seepage(\d*)\b","#26BDE2",1
6,"selenium","\b(\d*)selenium(\d*)\b","#26BDE2",1
6,"septic system","\b(\d*)septic system(\d*)\b","#26BDE2",1
6,"septic systems","\b(\d*)septic systems(\d*)\b","#26BDE2",1
6,"septic tank","\b(\d*)septic tank(\d*)\b","#26BDE2",1
6,"septic tanks","\b(\d*)septic tanks(\d*)\b","#26BDE2",1
6,"sewage","\b(\d*)sewage(\d*)\b","#26BDE2",1
6,"sewer","\b(\d*)sewer(\d*)\b","#26BDE2",1
6,"sewerage","\b(\d*)sewerage(\d*)\b","#26BDE2",1
6,"sewers","\b(\d*)sewers(\d*)\b","#26BDE2",1
6,"silt","\b(\d*)silt(\d*)\b","#26BDE2",1
6,"sinkholes","\b(\d*)sinkholes(\d*)\b","#26BDE2",1
6,"sludge","\b(\d*)sludge(\d*)\b","#26BDE2",1
6,"snowmelt","\b(\d*)snowmelt(\d*)\b","#26BDE2",1
6,"soil erosion","\b(\d*)soil erosion(\d*)\b","#26BDE2",1
6,"solvents","\b(\d*)solvents(\d*)\b","#26BDE2",1
6,"storm drain","\b(\d*)storm drain(\d*)\b","#26BDE2",1
6,"storm drains","\b(\d*)storm drains(\d*)\b","#26BDE2",1
6,"stormwater","\b(\d*)stormwater(\d*)\b","#26BDE2",1
6,"substances","\b(\d*)substances(\d*)\b","#26BDE2",1
6,"superfund site","\b(\d*)superfund site(\d*)\b","#26BDE2",1
6,"tailings","\b(\d*)tailings(\d*)\b","#26BDE2",1
6,"tce","\b(\d*)tce(\d*)\b","#26BDE2",1
6,"toilet","\b(\d*)toilet(\d*)\b","#26BDE2",1
6,"toxic chemicals","\b(\d*)toxic chemicals(\d*)\b","#26BDE2",1
6,"toxic substances","\b(\d*)toxic substances(\d*)\b","#26BDE2",1
6,"toxic water","\b(\d*)toxic water(\d*)\b","#26BDE2",1
6,"transboundary waters","\b(\d*)transboundary waters(\d*)\b","#26BDE2",1
6,"tributaries","\b(\d*)tributaries(\d*)\b","#26BDE2",1
6,"tributary","\b(\d*)tributary(\d*)\b","#26BDE2",1
6,"trichloroethylene","\b(\d*)trichloroethylene(\d*)\b","#26BDE2",1
6,"tritium","\b(\d*)tritium(\d*)\b","#26BDE2",1
6,"vocs","\b(\d*)vocs(\d*)\b","#26BDE2",1
6,"volatile organic compounds","\b(\d*)volatile organic compounds(\d*)\b","#26BDE2",1
6,"wash","\b(\d*)wash(\d*)\b","#26BDE2",1
6,"waste water","\b(\d*)waste water(\d*)\b","#26BDE2",1
6,"wastewater","\b(\d*)wastewater(\d*)\b","#26BDE2",1
6,"wastewater treatment","\b(\d*)wastewater treatment(\d*)\b","#26BDE2",1
6,"water access","\b(\d*)water access(\d*)\b","#26BDE2",1
6,"water accessibility","\b(\d*)water accessibility(\d*)\b","#26BDE2",1
6,"water and sanitation","\b(\d*)water and sanitation(\d*)\b","#26BDE2",1
6,"water availability","\b(\d*)water availability(\d*)\b","#26BDE2",1
6,"water conservation","\b(\d*)water conservation(\d*)\b","#26BDE2",1
6,"water efficiency","\b(\d*)water efficiency(\d*)\b","#26BDE2",1
6,"water harvesting","\b(\d*)water harvesting(\d*)\b","#26BDE2",1
6,"water impurities","\b(\d*)water impurities(\d*)\b","#26BDE2",1
6,"water mains","\b(\d*)water mains(\d*)\b","#26BDE2",1
6,"water management","\b(\d*)water management(\d*)\b","#26BDE2",1
6,"water pollutant","\b(\d*)water pollutant(\d*)\b","#26BDE2",1
6,"water pollutants","\b(\d*)water pollutants(\d*)\b","#26BDE2",1
6,"water pollution","\b(\d*)water pollution(\d*)\b","#26BDE2",1
6,"water purification","\b(\d*)water purification(\d*)\b","#26BDE2",1
6,"water quality","\b(\d*)water quality(\d*)\b","#26BDE2",1
6,"water reclamation","\b(\d*)water reclamation(\d*)\b","#26BDE2",1
6,"water recycling","\b(\d*)water recycling(\d*)\b","#26BDE2",1
6,"water resource","\b(\d*)water resource(\d*)\b","#26BDE2",1
6,"water resources","\b(\d*)water resources(\d*)\b","#26BDE2",1
6,"water reuse","\b(\d*)water reuse(\d*)\b","#26BDE2",1
6,"water sanitation","\b(\d*)water sanitation(\d*)\b","#26BDE2",1
6,"water scarcity","\b(\d*)water scarcity(\d*)\b","#26BDE2",1
6,"water storage tank","\b(\d*)water storage tank(\d*)\b","#26BDE2",1
6,"water storage tanks","\b(\d*)water storage tanks(\d*)\b","#26BDE2",1
6,"water stress","\b(\d*)water stress(\d*)\b","#26BDE2",1
6,"water supply","\b(\d*)water supply(\d*)\b","#26BDE2",1
6,"water toxin","\b(\d*)water toxin(\d*)\b","#26BDE2",1
6,"water toxins","\b(\d*)water toxins(\d*)\b","#26BDE2",1
6,"water treatment","\b(\d*)water treatment(\d*)\b","#26BDE2",1
