SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE.................,...............................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME....................................................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT........................................,.........................
37429,CNTV,IML-365,1,4,4,Future Cinema,,C,Y,10:00,12:50,W,17,SCI207,17,School of Cinematic Arts,UPC,20,1/13/2020,5/1/2020,Media Arts and Practice,
37430,CNTV,IML-385,1,4,4,Design Fiction and Speculativ,e Futures,CL,Y,10:00,12:50,T,8,SCI209,8,School of Cinematic Arts,UPC,20,1/13/2020,5/1/2020,Media Arts and Practice,
37435,CNTV,IML-400,1,4,4,Creative Coding for the Web,,CL,Y,13:00,15:50,H,6,SCI209,6,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37436,CNTV,IML-404,1,4,4,Tangible and Spatial Computin,g,CL,Y,16:00,18:50,M,10,SCI L113,10,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37437,CNTV,IML-419,1,4,4,Emotion in Digital Culture,,CL,Y,13:00,15:50,H,9,SCB101,9,School of Cinematic Arts,UPC,20,1/13/2020,5/1/2020,Media Arts and Practice,
37438,CNTV,IML-420,191,4,4,New Media for Social Change,,CL,Y,9:00,11:50,MTWHF,8,ONLINE,8,School of Cinematic Arts,UPC,15,5/18/2020,6/14/2020,Media Arts and Practice,
37443,CNTV,IML-436,1,4,4,Hypercinemas Studio,,CL,Y,13:00,15:50,M,9,RZC117,9,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37444,CNTV,IML-440,1,4,4,Interdisciplinary Honors Thes,is,CL,Y,16:00,17:50,T,5,SCI L104,5,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37446,CNTV,IML-444,1,2,2,Thesis Project II,,CL,Y,16:00,17:50,T,11,SCI L106,11,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37445,CNTV,IML-444,1,2,2,Thesis Project II,,CL,Y,16:00,17:50,T,14,SCI L105,14,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37448,CNTV,IML-454,1,4,4,Advanced Techniques of Spatia,l Representation,CL,Y,14:00,16:50,F,6,SCI L104,6,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37449,CNTV,IML-456,1,2,2,"Nature, Design and Media",,CL,Y,10:00,12:50,W,9,SCA259,9,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37452,CNTV,IML-475,1,2,2,Media Arts Research Lab,,CL,Y,10:00,12:50,M,12,SCI L105,12,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37454,CNTV,IML-477,1,4,4,Embodied Storytelling and Imm,ersive Docu-Narratives,CL,Y,13:00,15:50,T,18,SCI L105,18,School of Cinematic Arts,UPC,20,1/13/2020,5/1/2020,Media Arts and Practice,
37456,CNTV,IML-490,1,2,2,Directed Research,,C,Y,TBA,TBA,,2,OFFICE,2,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37458,CNTV,IML-490,1,1,1,Directed Research,,C,Y,TBA,TBA,,1,OFFICE,1,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37457,CNTV,IML-490,1,4,4,Directed Research,,C,Y,TBA,TBA,,0,OFFICE,0,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37466,CNTV,IML-521,37,2,2,Non-Fiction Cinematic Practic,e II,CL,Y,10:00,12:50,W,11,SCI L104,11,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37470,CNTV,IML-535,37,4,4,Tactical Media Strategies,,CL,Y,13:00,15:50,W,9,SCI L105,9,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37472,CNTV,IML-555,37,4,4,Digital Pedagogies,,CL,Y,16:00,18:50,T,4,SCI209,4,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37480,CNTV,IML-590,37,2,2,Directed Research,,C,Y,TBA,TBA,,3,OFFICE,3,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37481,CNTV,IML-590,37,4,4,Directed Research,,C,Y,TBA,TBA,,0,OFFICE,0,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37482,CNTV,IML-599,37,4,4,Special Topics,,CL,Y,16:00,18:50,W,14,SCI209,14,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37487,CNTV,IML-602,37,4,4,Practice of Media Arts,,CL,Y,18:00,20:50,H,3,SCI209,3,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37488,CNTV,IML-603,37,1,1,Media Arts and Practice Collo,quium/Professional Seminar,C,Y,10:00,11:50,F,7,SCI209,7,School of Cinematic Arts,UPC,15,1/13/2020,5/1/2020,Media Arts and Practice,
37495,CNTV,IML-794A,37,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,1,OFFICE,1,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37496,CNTV,IML-794B,37,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,2,OFFICE,2,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37497,CNTV,IML-794C,37,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,1,OFFICE,1,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37498,CNTV,IML-794D,37,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,3,OFFICE,3,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
37499,CNTV,IML-794Z,37,0,0,Doctoral Dissertation,,C,Y,TBA,TBA,,3,OFFICE,3,School of Cinematic Arts,UPC,5,1/13/2020,5/1/2020,Media Arts and Practice,
22356,DANC,DANC-105,1,4,4,Dance Science: Analysis of Da,nce Movement,C,Y,14:00,15:40,MW,31,A           ONLINE,31,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22357,DANC,DANC-107,1,2,2,World Perspective on Dance Pe,rformance,C,Y,16:00,17:40,H,7,KDC235,7,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22360,DANC,DANC-110,1,3,3,Dance Technique I,,C,Y,9:00,11:50,MTWHF,26,TBA,26,Glorya Kaufman School of Dance,UPC,26,1/13/2020,5/1/2020,Dance,
22362,DANC,DANC-120,1,2,2,Repertory and Performance I,,C,Y,14:00,16:50,MWF,26,KDC220,26,Glorya Kaufman School of Dance,UPC,26,1/13/2020,5/1/2020,Dance,
22363,DANC,DANC-120,1,0,0,Repertory and Performance I,,L,Y,17:30,20:30,F,26,KDC220,26,Glorya Kaufman School of Dance,UPC,26,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:00,16:00,S,,KDC220,,,,,,,,
22366,DANC,DANC-131,1,2,2,Improvisation and Composition,II: Introduction,C,Y,14:00,15:20,TH,26,KDC104,26,Glorya Kaufman School of Dance,UPC,26,1/13/2020,5/1/2020,Dance,
22361,DANC,DANC-170,1,2,2,Choreography and Performance,,CL,Y,12:00,13:20,MW,16,KDC105,16,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22368,DANC,DANC-171,1,1,1,Commercial Dance: Professiona,l Dance Preparation,C,Y,19:00,20:20,M,12,KDC106,12,Glorya Kaufman School of Dance,UPC,25,1/13/2020,5/1/2020,Dance,
22369,DANC,DANC-175,1,2,2,Choreography for the Screen,,C,Y,17:00,18:40,M,18,KDC104,18,Glorya Kaufman School of Dance,UPC,30,1/13/2020,5/1/2020,Dance,
22364,DANC,DANC-180,1,2,2,African Dance,,C,Y,12:00,13:50,F,9,KDC104,9,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22370,DANC,DANC-181A,1,2,2,Contemporary Dance,,C,N       Y,9:00,10:20,TH,20,KDC105,20,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22374,DANC,DANC-181B,1,2,2,Contemporary Dance,,C,Y,12:00,13:20,TH,14,KDC105,14,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22393,DANC,DANC-183A,1,2,2,Ballet,,C,Y,12:00,13:20,MW,28,KDC220,28,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22392,DANC,DANC-183A,1,2,2,Ballet,,C,Y,9:00,10:20,MW,19,KDC104,19,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22395,DANC,DANC-183B,1,2,2,Ballet,,C,N       Y,10:30,11:50,MW,20,KDC104,20,Glorya Kaufman School of Dance,UPC,21,1/13/2020,5/1/2020,Dance,
22390,DANC,DANC-183C,1,2,2,Ballet,,C,N       Y,10:30,11:50,TH,24,KDC105,24,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22396,DANC,DANC-183D,1,2,2,Ballet,,C,Y,14:00,15:20,TH,12,KDC105,12,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22402,DANC,DANC-184A,1,2,2,Jazz Dance,,C,Y,10:30,11:50,MW,23,KDC105,23,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22406,DANC,DANC-184B,1,2,2,Jazz Dance,,C,Y,9:00,10:20,TH,18,KDC104,18,Glorya Kaufman School of Dance,UPC,22,1/13/2020,5/1/2020,Dance,
22410,DANC,DANC-184C,1,2,2,Jazz Dance,,C,N       Y,12:00,13:20,MW,9,KDC104,9,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22417,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,11:00,12:50,F,28,KDC107,28,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22413,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,13:00,14:50,F,24,KDC107,24,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22418,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,12:00,13:20,TH,17,KDC106,17,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22414,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,12:00,13:20,MW,23,KDC107,23,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22416,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,13:30,14:50,MW,10,KDC107,10,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22421,DANC,DANC-185A,1,2,2,Hip Hop Dance,,C,Y,14:30,15:50,TH,21,KDC107,21,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22420,DANC,DANC-185B,1,2,2,Hip Hop Dance,,C,Y,12:00,13:20,TH,16,KDC107,16,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22425,DANC,DANC-187,1,2,2,Bollywood Dance,,C,Y,9:00,10:50,F,7,KDC107,7,Glorya Kaufman School of Dance,UPC,21,1/13/2020,5/1/2020,Dance,
22429,DANC,DANC-188A,1,2,2,International Style Ballroom,Dance,C,Y,16:00,17:50,T,25,KDC107,25,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22431,DANC,DANC-188A,1,2,2,International Style Ballroom,Dance,C,N       Y,17:30,18:50,MW,7,KDC107,7,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22428,DANC,DANC-188A,1,2,2,International Style Ballroom,Dance,C,Y,16:00,17:20,MW,14,KDC107,14,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22430,DANC,DANC-188A,1,2,2,International Style Ballroom,Dance,C,N       Y,16:00,17:50,H,23,KDC107,23,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22435,DANC,DANC-188B,1,2,2,International Style Ballroom,Dance,C,Y,18:00,19:20,TH,20,KDC107,20,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22445,DANC,DANC-189B,1,2,2,Tap Dance,,C,Y,10:30,11:50,TH,11,KDC106,11,Glorya Kaufman School of Dance,UPC,35,1/13/2020,5/1/2020,Dance,
22472,DANC,DANC-200,1,3,3,Dance Technique for Musical T,heatre,C,Y       Y,9:00,10:20,TH,14,KDC104,14,Glorya Kaufman School of Dance,UPC,14,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:30,11:50,MW,,KDC104,,,,,,,,
22471,DANC,DANC-200,1,0,0,Dance Technique for Musical T,heatre,L,Y,9:00,11:50,F,14,KDC241,14,Glorya Kaufman School of Dance,UPC,14,1/13/2020,5/1/2020,Dance,
22448,DANC,DANC-210,1,3,3,Dance Technique II,,C,Y,9:00,11:50,MTWHF,23,TBA,23,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22458,DANC,DANC-210,1,3,3,Dance Technique II,,C,N,TBA,TBA,,0,OFFICE,0,Glorya Kaufman School of Dance,UPC,14,1/13/2020,5/1/2020,Dance,
22470,DANC,DANC-218,1,2,2,Introduction to Dance for the,Camera: New Media and Editing,C,Y,14:00,15:20,TH,23,KDC236,23,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22476,DANC,DANC-220,1,2,2,Repertory and Performance II,,C,Y,14:00,16:50,MWF,22,KDC104,22,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22477,DANC,DANC-220,1,0,0,Repertory and Performance II,,L,Y,17:30,20:30,F,22,KDC104,22,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:00,16:00,S,,KDC104,,,,,,,,
22478,DANC,DANC-231,1,2,2,Improvisation and Composition,IV: Intermediate,C,Y,15:30,16:50,TH,23,KDC102,23,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22481,DANC,DANC-280,1,4,4,Introduction to Dance as an A,rt Form,C,N,9:00,9:50,MWF,0,,0,Glorya Kaufman School of Dance,,60,1/13/2020,5/1/2020,Dance,
22480,DANC,DANC-280,1,4,4,Introduction to Dance as an A,rt Form,C,Y,10:00,11:40,MW,20,KDC235,20,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22479,DANC,DANC-280,1,4,4,Introduction to Dance as an A,rt Form,C,Y,10:00,11:40,TH,51,KDC235,51,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22493,DANC,DANC-310,1,3,3,Dance Technique III,,C,Y,9:00,11:50,MW,5,TBA,5,Glorya Kaufman School of Dance,UPC,22,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:30,13:20,THF,,TBA,,,,,,,,
22495,DANC,DANC-310,1,3,3,Dance Technique III,,C,Y,10:30,13:20,MTWHF,2,TBA,2,Glorya Kaufman School of Dance,UPC,22,1/13/2020,5/1/2020,Dance,
22494,DANC,DANC-310,1,3,3,Dance Technique III,,C,Y,9:00,11:50,MW,15,TBA,15,Glorya Kaufman School of Dance,UPC,22,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:30,13:20,TH,,TBA,,,,,,,,
,,,,,,,,,,10:30,11:50,F,,TBA,,,,,,,,
22502,DANC,DANC-312,1,4,4,African American Dance,,C,Y,14:00,15:40,TH,44,KDC235,44,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22507,DANC,DANC-320,1,2,2,Repertory and Performance III,,C,Y,14:00,16:50,MWF,18,KDC105,18,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22508,DANC,DANC-320,1,0,0,Repertory and Performance III,,L,Y,17:30,20:30,F,18,KDC105,18,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:00,16:00,S,,KDC105,,,,,,,,
22513,DANC,DANC-333,1,4,4,Origins of Jazz Dance,,C,Y,16:00,17:40,MW,32,KDC235,32,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22517,DANC,DANC-342,1,4,4,International and Historical,Perspectives on Dance,C,Y,12:00,13:40,TH,29,KDC235,29,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22519,DANC,DANC-345,1,2,2,Artist in Residence,,C,Y,TBA,TBA,,0,OFFICE,0,Glorya Kaufman School of Dance,UPC,10,1/13/2020,5/1/2020,Dance,
22525,DANC,DANC-350,1,2,2,Advanced Composition,,C,Y,9:00,10:20,TH,8,KDC104,8,Glorya Kaufman School of Dance,UPC,25,1/13/2020,5/1/2020,Dance,
22520,DANC,DANC-355,1,1,1,Performance Lab,,C,Y,17:30,18:50,T,23,KDC104,23,Glorya Kaufman School of Dance,UPC,25,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,17:30,18:50,T,,KDC105,,,,,,,,
22539,DANC,DANC-362,1,2,2,Pilates Mat Training,,C,Y,9:00,10:20,MW,28,KDC106,28,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22533,DANC,DANC-362,1,2,2,Pilates Mat Training,,C,Y,9:00,10:20,TH,39,KDC106,39,Glorya Kaufman School of Dance,UPC,40,1/13/2020,5/1/2020,Dance,
22535,DANC,DANC-363,1,4,4,Dancing on the Screen,,C,Y,14:00,15:40,MW,38,KDC240,38,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22538,DANC,DANC-399,268,2,2,Maymester: Dance Capitals of,the World,C,Y,TBA,TBA,MTWHF,16,TBA,16,Glorya Kaufman School of Dance,UPC,20,5/18/2020,6/5/2020,Dance,
,,,,,,,,,,TBA,TBA,MTWHF,,TBA,,,,,,,,
22541,DANC,DANC-410,1,3,3,Dance Technique IV,,C,Y,10:30,13:20,MTWHF,9,TBA,9,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
22542,DANC,DANC-410,1,3,3,Dance Technique IV,,C,Y,9:00,11:50,MW,6,TBA,6,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:30,13:20,THF,,TBA,,,,,,,,
22545,DANC,DANC-420,1,2,2,Repertory and Performance IV,,C,Y,14:00,16:50,MWF,14,KDC102,14,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
22546,DANC,DANC-420,1,0,0,Repertory and Performance IV,,L,Y,17:30,20:30,F,14,KDC102,14,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
,,,,,,,,,,10:00,16:00,S,,KDC102,,,,,,,,
22564,DANC,DANC-470,1,2,2,Dance Leadership,,C,Y,14:00,15:50,T,23,KDC241,23,Glorya Kaufman School of Dance,UPC,23,1/13/2020,5/1/2020,Dance,
22572,DANC,DANC-485,1,1,1,Advanced Performance Studies:,Senior Project,C,Y,17:00,18:20,W,15,KDC240,15,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
22582,DANC,DANC-490,1,1,12,Directed Research,,C,Y,TBA,TBA,,9,OFFICE,9,Glorya Kaufman School of Dance,UPC,15,1/13/2020,5/1/2020,Dance,
22583,DANC,DANC-495,1,1,16,Dance Internship,,C,N       Y,TBA,TBA,,0,OFFICE,0,Glorya Kaufman School of Dance,UPC,5,1/13/2020,5/1/2020,Dance,
22585,DANC,DANC-499,1,1,1,Special Topics,,C,Y,18:00,19:20,H,6,KDC240,6,Glorya Kaufman School of Dance,UPC,60,1/13/2020,5/1/2020,Dance,
22584,DANC,DANC-499,1,1,1,Special Topics,,C,Y,17:00,18:20,M,10,KDC240,10,Glorya Kaufman School of Dance,UPC,20,1/13/2020,5/1/2020,Dance,
22605,DENT,ADNT-703A,9,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22608,DENT,ADNT-703B,369,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22606,DENT,ADNT-703D,10,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22609,DENT,ADNT-703E,370,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22607,DENT,ADNT-703H,30,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22611,DENT,ADNT-703I,394,2,2,Seminar: Combined Treatment P,lanning,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,15,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22613,DENT,ADNT-704C,23,1,1,Oral Biology,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22602,DENT,ADNT-706,27,2,2,Seminar: Diseases of Childhoo,d,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22603,DENT,ADNT-707,27,2,2,Behavior of the Child Patient,,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22600,DENT,ADNT-710,715,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22604,DENT,ADNT-710,27,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,UPC,15,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22601,DENT,ADNT-710,318,5,5,Internship: Dental Education,,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22615,DENT,ADNT-710,368,2,2,Internship: Dental Education,,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22612,DENT,ADNT-710,990,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,20,OFFICE,20,Ostrow School of Dentistry,UPC,30,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22610,DENT,ADNT-710,370,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22618,DENT,ADNT-710,27,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,UPC,15,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22614,DENT,ADNT-710,23,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22617,DENT,ADNT-710,324,0,0,Internship: Dental Education,,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,UPC,15,1/6/2020,4/10/2020,Advanced Dental Education Conjoint Program,
22652,DENT,AMED-524,7,2,2,Pain and Anxiety Control,,C,Y,,,,21,,21,Ostrow School of Dentistry,UPC,50,1/6/2020,4/10/2020,Anesthesia And Medicine,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TBA,TBA,,,OFFICE,,,,,,,,
24635,DENT,BITE-585,763,3,3,Biomaterial and Protocols,,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Biomedical Implants and Tissue Engineering,
12407,DENT,BKN-600,46,2,4,Sports Science Internship,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,HSC,12,1/13/2020,5/1/2020,Biokinesiology,
12404,DENT,BKN-610,46,2,2,Technology in Sport: Field As,sessment of Athlete Performance,CL,Y,13:00,15:00,H,8,CHP221,8,Ostrow School of Dentistry,HSC,15,1/13/2020,5/1/2020,Biokinesiology,
24613,DENT,BMDD-594A,975,2,2,Masters Thesis,,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,10,1/6/2020,4/10/2020,Biomaterials and Digital Dentistry,
22301,DENT,CBY-574,862,3,3,Statistical Methods in Bioexp,erimentation,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22303,DENT,CBY-576,862,3,3,Biochemical Aspects of Period,ontal Disease,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22317,DENT,CBY-582,862,3,3,Laboratory Methods,,CL,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,UPC,25,1/13/2020,5/1/2020,Craniofacial Biology,
22320,DENT,CBY-590,862,1,12,Directed Research,,C,Y,TBA,TBA,,15,OFFICE,15,Ostrow School of Dentistry,UPC,40,1/13/2020,5/1/2020,Craniofacial Biology,
22321,DENT,CBY-594A,862,2,2,Master's Thesis,,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22322,DENT,CBY-594B,862,2,2,Master's Thesis,,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22323,DENT,CBY-594Z,862,0,0,Master's Thesis,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22308,DENT,CBY-671,862,2,2,Epistemology and Ethos of Bio,science,C,Y,TBA,TBA,,2,OFFICE,2,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22324,DENT,CBY-790,862,1,12,Research,,C,Y,TBA,TBA,,11,OFFICE,11,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22325,DENT,CBY-794A,862,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22326,DENT,CBY-794B,862,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,2,OFFICE,2,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
22328,DENT,CBY-794D,862,2,2,Doctoral Dissertation,,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,UPC,30,1/13/2020,5/1/2020,Craniofacial Biology,
