SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE................................................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME...................................,.................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT.................................................................
24600,DENT,GPR-710A,562,1,1,Oral and Maxillofacial Surgery,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,General Practice Residency
24608,DENT,GPR-710D,739,1,1,Oral and Maxillofacial Surgery,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,6,5/4/2020,6/14/2020,General Practice Residency
24601,DENT,GPR-733A,562,0.5,0.5,Advanced and Maxillofacial Prosthodontics,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,General Practice Residency
24609,DENT,GPR-733D,739,0.5,0.5,Advanced and Maxillofacial Prosthodontics,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,6,5/4/2020,6/14/2020,General Practice Residency
23500,DENT,HBHV-310,7,1,1,Interactional Skills in Dental Hygiene,C,Y,TBA,TBA,,20,OFFICE,20,Ostrow School of Dentistry,,UPC,50,5/18/2020,8/7/2020,Human Behavior
24554,DENT,OFP-710,432,1,1,Knowledge Assessment,C,Y,TBA,TBA,,3,ONLINE,3,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain
24550,DENT,OFP-723,100,2,2,"Systems Physiology, Motor Disorders, and Sleep Apnea",C,Y,TBA,TBA,,3,ONLINE,3,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain
24553,DENT,OFP-730C,432,0.5,0.5,Case Portfolio Preparation,C,Y,TBA,TBA,,3,ONLINE,3,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain
24003,DENT,OFPM-701,366,1,1,"CPR, Blood and Air-Borne Infections and Common Emergencies for Dental Residents",C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,UPC,2,6/15/2020,8/7/2020,Orofacial Pain and Oral Medicine
24002,DENT,OFPM-702A,783,1,1,Soft Tissue Disease for Dental Residents,C,Y,TBA,TBA,,14,ONLINE,14,Ostrow School of Dentistry,,OFC,25,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24004,DENT,OFPM-702A,366,1,1,Soft Tissue Disease for Dental Residents,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,UPC,2,6/15/2020,8/7/2020,Orofacial Pain and Oral Medicine
24013,DENT,OFPM-702A,310,1,1,Soft Tissue Disease for Dental Residents,C,Y,TBA,TBA,,2,ONLINE,2,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24005,DENT,OFPM-704,366,1,1,"Bony Pathology, Radiology and Advanced Imaging for Dental Residents",C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,UPC,2,6/15/2020,8/7/2020,Orofacial Pain and Oral Medicine
24001,DENT,OFPM-704,783,1,1,"Bony Pathology, Radiology and Advanced Imaging for Dental Residents",C,Y,TBA,TBA,,12,ONLINE,12,Ostrow School of Dentistry,,OFC,25,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24012,DENT,OFPM-704,310,1,1,"Bony Pathology, Radiology and Advanced Imaging for Dental Residents",C,Y,TBA,TBA,,1,ONLINE,1,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24010,DENT,OFPM-710A,398,1,1,Knowledge Assessment for OFPOM Residents,C,Y,TBA,TBA,,7,ONLINE,7,Ostrow School of Dentistry,,OFC,22,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24014,DENT,OFPM-710A,315,1,1,Knowledge Assessment for OFPOM Residents,C,Y,TBA,TBA,,6,ONLINE,6,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24018,DENT,OFPM-710B,398,1,1,Knowledge Assessment for OFPOM Residents,C,Y,TBA,TBA,,13,ONLINE,13,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24006,DENT,OFPM-723,341,2,2,"Systems Physiology, Motor Disorders and Sleep Apnea for Dental Residents",C,Y,TBA,TBA,,2,OFFICE,2,Ostrow School of Dentistry,,UPC,2,5/4/2020,8/7/2020,Orofacial Pain and Oral Medicine
24000,DENT,OFPM-723,783,2,2,"Systems Physiology, Motor Disorders and Sleep Apnea for Dental Residents",C,Y,TBA,TBA,,12,ONLINE,12,Ostrow School of Dentistry,,OFC,25,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24015,DENT,OFPM-723,310,2,2,"Systems Physiology, Motor Disorders and Sleep Apnea for Dental Residents",C,Y,TBA,TBA,,0,ONLINE,0,Ostrow School of Dentistry,,OFC,20,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24007,DENT,OFPM-728,367,2,2,Case Presentations by OFP-OM Residents,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,UPC,2,5/4/2020,6/14/2020,Orofacial Pain and Oral Medicine
24039,DENT,OFPM-729D,398,0.5,0.5,Capstone Project for OFPOM Residents,C,Y,TBA,TBA,,5,ONLINE,5,Ostrow School of Dentistry,,OFC,5,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24040,DENT,OFPM-729D,398,0.5,0.5,Capstone Project for OFPOM Residents,C,Y,TBA,TBA,,8,ONLINE,8,Ostrow School of Dentistry,,OFC,60,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24042,DENT,OFPM-730D,398,0.5,0.5,Case Portfolio Preparation by Online OFPOM Residents,C,Y,TBA,TBA,,1,ONLINE,1,Ostrow School of Dentistry,,OFC,1,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24041,DENT,OFPM-730E,398,0.5,0.5,Case Portfolio Preparation by Online OFPOM Residents,C,Y,TBA,TBA,,12,ONLINE,12,Ostrow School of Dentistry,,OFC,60,5/20/2020,8/11/2020,Orofacial Pain and Oral Medicine
24110,DENT,OPER-702A,388,3,3,Advanced Dental Morphology for Esthetic Restorations,CL,Y,TBA,TBA,,3,OFFICE,3,Ostrow School of Dentistry,,UPC,5,6/15/2020,8/7/2020,Operative Dentistry
24104,DENT,OPER-704C,715,1,1,Operative Dentistry and Biomaterials Literature Review,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,10,5/4/2020,8/7/2020,Operative Dentistry
24107,DENT,OPER-704F,318,1,1,Operative Dentistry and Biomaterials Literature Review,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Operative Dentistry
24111,DENT,OPER-715A,388,2,2,Applied Adhesion Sciences,CL,Y,TBA,TBA,,3,OFFICE,3,Ostrow School of Dentistry,,UPC,5,6/15/2020,8/7/2020,Operative Dentistry
24102,DENT,OPER-725A,388,1,1,Cariology,C,Y,TBA,TBA,,3,OFFICE,3,Ostrow School of Dentistry,,UPC,5,6/15/2020,8/7/2020,Operative Dentistry
24103,DENT,OPER-780A,388,2,2,Treatment Planning in Operative Dentistry,C,Y,TBA,TBA,,3,OFFICE,3,Ostrow School of Dentistry,,UPC,5,6/15/2020,8/7/2020,Operative Dentistry
24105,DENT,OPER-780D,715,2,2,Treatment Planning in Operative Dentistry,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Operative Dentistry
24108,DENT,OPER-780H,318,2,2,Treatment Planning in Operative Dentistry,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Operative Dentistry
24106,DENT,OPER-795C,715,2,2,Clinic: Advanced Operative Dentistry,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Operative Dentistry
24109,DENT,OPER-795F,318,3,3,Clinic: Advanced Operative Dentistry,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Operative Dentistry
24571,DENT,OPR-701,100,1,1,Bone Pathology and Oral and Maxillofacial,C,Y,TBA,TBA,,8,ONLINE,8,Ostrow School of Dentistry,,OFC,10,5/20/2020,8/11/2020,Oral Pathology and Radiology
,,,,,,Radiology,,,,,,,,,,,,,,,
24572,DENT,OPR-702,100,1,1,Principles and Practice of Oral Medicine,C,Y,TBA,TBA,,8,ONLINE,8,Ostrow School of Dentistry,,OFC,10,5/20/2020,8/11/2020,Oral Pathology and Radiology
24573,DENT,OPR-703,100,1,1,General and Systemic Human Pathology,C,Y,TBA,TBA,,8,ONLINE,8,Ostrow School of Dentistry,,OFC,10,5/20/2020,8/11/2020,Oral Pathology and Radiology
24577,DENT,OPR-730B,432,0.5,0.5,Case Portfolio Preparation,C,Y,TBA,TBA,,3,ONLINE,3,Ostrow School of Dentistry,,OFC,10,5/20/2020,8/11/2020,Oral Pathology and Radiology
24576,DENT,OPR-732,432,1,1,Knowledge Assessment,C,Y,TBA,TBA,,3,ONLINE,3,Ostrow School of Dentistry,,OFC,10,5/20/2020,8/11/2020,Oral Pathology and Radiology
24164,DENT,ORTH-674,32,2,2,Clinical and Molecular Bone Biology,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,5/4/2020,8/7/2020,Orthodontics
24162,DENT,ORTH-701A,24,4,4,Cephalometrics: Growth and Development,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,6/15/2020,8/7/2020,Orthodontics
24165,DENT,ORTH-703A,24,0,0,Seminar: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,6/15/2020,8/7/2020,Orthodontics
24154,DENT,ORTH-703C,32,3,3,Seminar: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Orthodontics
24150,DENT,ORTH-703F,324,2,2,Seminar: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Orthodontics
24155,DENT,ORTH-704B,324,2,2,Seminar: Orthodontics in Theory and Practice,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,5/4/2020,8/7/2020,Orthodontics
24151,DENT,ORTH-705C,324,2,2,Seminar: Advanced Orthodontics II,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Orthodontics
24159,DENT,ORTH-706,32,0,0,Surgical Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,5/4/2020,8/7/2020,Orthodontics
24160,DENT,ORTH-708,24,2,2,Information Technology in Orthodontic Practice,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,6/15/2020,8/7/2020,Orthodontics
24161,DENT,ORTH-721,24,0,0,Biomechanics and Orthodontic Technique,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,6/15/2020,8/7/2020,Orthodontics
24158,DENT,ORTH-751A,24,0,0,Clinic: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,10,6/15/2020,8/7/2020,Orthodontics
24163,DENT,ORTH-751C,32,5,5,Clinic: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Orthodontics
24153,DENT,ORTH-751F,324,5,5,Clinic: Advanced Orthodontics,C,Y,TBA,TBA,,6,OFFICE,6,Ostrow School of Dentistry,,UPC,6,5/4/2020,8/7/2020,Orthodontics
47929,DENT,OT-406,498,2,2,"Foundations: Creativity, Craft and Activity Analysis",CL,Y,13:30,16:30,TWHF,127,ONLINE,127,Ostrow School of Dentistry,,HSC,129,6/17/2020,8/7/2020,Occupational Science and Occupational Therapy
47811,DENT,OT-490,984,1,8,Directed Research,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47791,DENT,OT-534,404,2,2,Health Promotion and Wellness,C,Y,13:00,15:30,W,138,ONLINE,138,Ostrow School of Dentistry,,HSC,139,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47997,DENT,OT-537,404,4,4,Occupation-Centered Programs for the Community,C,Y,9:00,11:30,WF,46,ONLINE,46,Ostrow School of Dentistry,,HSC,47,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47998,DENT,OT-537,404,4,4,Occupation-Centered Programs for the Community,C,Y,9:00,11:30,WF,44,ONLINE,44,Ostrow School of Dentistry,,HSC,47,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47999,DENT,OT-537,404,4,4,Occupation-Centered Programs for the Community,C,Y,9:00,11:30,WF,42,ONLINE,42,Ostrow School of Dentistry,,HSC,47,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47995,DENT,OT-538,404,2,2,Current Issues in Practice: Adulthood and Aging,C,Y,13:00,15:30,T,137,ONLINE,137,Ostrow School of Dentistry,,HSC,139,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47910,DENT,OT-545,404,2,2,Advanced Seminar in Occupational Science,C,Y,9:00,11:30,T,32,ONLINE,32,Ostrow School of Dentistry,,HSC,36,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47912,DENT,OT-545,404,2,2,Advanced Seminar in Occupational Science,C,Y,9:00,11:30,T,35,ONLINE,35,Ostrow School of Dentistry,,HSC,36,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47911,DENT,OT-545,404,2,2,Advanced Seminar in Occupational Science,C,Y,9:00,11:30,T,30,ONLINE,30,Ostrow School of Dentistry,,HSC,36,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47913,DENT,OT-545,404,2,2,Advanced Seminar in Occupational Science,C,Y,9:00,11:30,T,34,ONLINE,34,Ostrow School of Dentistry,,UPC,36,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47835,DENT,OT-564,404,4,4,Sensory Processing and Sensory Integration,C,Y,9:00,13:30,H,50,ONLINE,50,Ostrow School of Dentistry,,HSC,139,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47926,DENT,OT-578,404,4,4,Therapeutic Communication: Facilitating Change in Clients,C,N,9:00,13:30,H,0,OFFICE,0,Ostrow School of Dentistry,,HSC,139,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47927,DENT,OT-578,404,4,4,Therapeutic Communication: Facilitating Change in Clients,CD,Y,9:00,13:30,H,38,ONLINE,38,Ostrow School of Dentistry,,HSC,139,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
47769,DENT,OT-586,469,2,2,Fieldwork with Seminar,C,Y,TBA,TBA,,2,OFFICE,2,Ostrow School of Dentistry,,HSC,50,5/29/2020,8/28/2020,Occupational Science and Occupational Therapy
47768,DENT,OT-586,959,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,HSC,50,6/8/2020,9/4/2020,Occupational Science and Occupational Therapy
47781,DENT,OT-586,468,2,2,Fieldwork with Seminar,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,50,5/25/2020,8/21/2020,Occupational Science and Occupational Therapy
47775,DENT,OT-586,273,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,12,OFFICE,12,Ostrow School of Dentistry,,HSC,50,5/18/2020,8/14/2020,Occupational Science and Occupational Therapy
47779,DENT,OT-586,273,2,2,Fieldwork with Seminar,C,Y,TBA,TBA,,69,OFFICE,69,Ostrow School of Dentistry,,HSC,140,5/18/2020,8/14/2020,Occupational Science and Occupational Therapy
47771,DENT,OT-586,468,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,27,OFFICE,27,Ostrow School of Dentistry,,HSC,50,5/25/2020,8/21/2020,Occupational Science and Occupational Therapy
47777,DENT,OT-586,452,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,HSC,50,6/1/2020,8/28/2020,Occupational Science and Occupational Therapy
47776,DENT,OT-586,468,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,27,OFFICE,27,Ostrow School of Dentistry,,HSC,50,5/25/2020,8/21/2020,Occupational Science and Occupational Therapy
47772,DENT,OT-586,452,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,2,OFFICE,2,Ostrow School of Dentistry,,HSC,50,6/1/2020,8/28/2020,Occupational Science and Occupational Therapy
47778,DENT,OT-586,452,2,2,Fieldwork with Seminar,C,Y,TBA,TBA,,22,OFFICE,22,Ostrow School of Dentistry,,HSC,100,6/1/2020,8/28/2020,Occupational Science and Occupational Therapy
47770,DENT,OT-586,273,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,,HSC,50,5/18/2020,8/14/2020,Occupational Science and Occupational Therapy
47780,DENT,OT-586,468,1,2,Fieldwork with Seminar,C,N,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,,UPC,50,5/25/2020,8/21/2020,Occupational Science and Occupational Therapy
47782,DENT,OT-586,700,1,1,Fieldwork with Seminar,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,HSC,5,6/15/2020,10/9/2020,Occupational Science and Occupational Therapy
47853,DENT,OT-590,984,1,12,Directed Research,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47855,DENT,OT-590,984,1,12,Directed Research,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47854,DENT,OT-590,984,1,12,Directed Research,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47852,DENT,OT-590,984,1,12,Directed Research,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47856,DENT,OT-590,984,1,12,Directed Research,C,Y,TBA,TBA,,1,OFFICE,1,Ostrow School of Dentistry,,HSC,5,6/15/2020,8/7/2020,Occupational Science and Occupational Therapy
47905,DENT,OT-661,206,2,2,Grant Writing for Occupational Science,C,Y,13:00,15:20,T,3,ONLINE,3,Ostrow School of Dentistry,,HSC,10,5/18/2020,8/7/2020,Occupational Science and Occupational Therapy
48045,DENT,OT-686,206,6,12,Residency,C,Y,TBA,TBA,,14,OFFICE,14,Ostrow School of Dentistry,,HSC,15,5/18/2020,8/7/2020,Occupational Science and Occupational Therapy
47892,DENT,OT-686,206,6,12,Residency,C,Y,TBA,TBA,,68,OFFICE,68,Ostrow School of Dentistry,,HSC,80,5/18/2020,8/7/2020,Occupational Science and Occupational Therapy
48046,DENT,OT-686,206,6,12,Residency,C,Y,TBA,TBA,,0,OFFICE,0,Ostrow School of Dentistry,,HSC,15,5/18/2020,8/7/2020,Occupational Science and Occupational Therapy
48047,DENT,OT-699,404,6,6,Special Topics,C,Y,17:00,19:20,TWH,7,ONLINE,7,Ostrow School of Dentistry,,HSC,15,5/25/2020,8/7/2020,Occupational Science and Occupational Therapy
24228,DENT,PEDO-310,7,1,1,Principles of Dentistry for Children,C,Y,TBA,TBA,,0,,0,Ostrow School of Dentistry,,UPC,50,5/18/2020,8/7/2020,Pediatric Dentistry
24219,DENT,PEDO-701A,24,0,0,Seminar: Advanced Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24208,DENT,PEDO-701B,27,8,8,Seminar: Advanced Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24220,DENT,PEDO-703A,24,0,0,Interceptive Orthodontics,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24209,DENT,PEDO-703C,27,2,2,Interceptive Orthodontics,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24200,DENT,PEDO-703E,11,4,4,Interceptive Orthodontics,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24201,DENT,PEDO-705,11,2,2,Pediatric Diseases,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24226,DENT,PEDO-706,27,2,2,Dental Care for Pediatric Patients with Disabilities,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,10,5/4/2020,8/7/2020,Pediatric Dentistry
24202,DENT,PEDO-707,11,5,5,Seminar: Cleft Palate Rehabilitation,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24211,DENT,PEDO-707,27,0,0,Seminar: Cleft Palate Rehabilitation,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24203,DENT,PEDO-708,11,1,1,Practice Management,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24221,DENT,PEDO-709,24,1,1,Conscious Sedation in Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24212,DENT,PEDO-721,27,2,2,Pediatric Physical Evaluation,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24222,DENT,PEDO-761A,24,0,0,Clinic: Advanced Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24213,DENT,PEDO-761C,27,4,4,Clinic: Advanced Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24225,DENT,PEDO-771A,27,0,0,Clinic: Hospital Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24204,DENT,PEDO-771C,11,5,5,Clinic: Hospital Pediatric Dentistry,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24223,DENT,PEDO-772A,24,0,0,Clinic: Interceptive Orthodontics,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24215,DENT,PEDO-772C,27,2,2,Clinic: Interceptive Orthodontics,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24205,DENT,PEDO-772E,11,2,2,Clinic: Interceptive Orthodontics,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24206,DENT,PEDO-773,11,2,2,Hospital Pediatric Clinics,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24227,DENT,PEDO-773,27,0,0,Hospital Pediatric Clinics,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24217,DENT,PEDO-774,27,9,9,Clinical Genetics in Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24218,DENT,PEDO-790A,27,5,5,Directed Research: Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,5/4/2020,8/7/2020,Pediatric Dentistry
24224,DENT,PEDO-790A,24,0,0,Directed Research: Pediatric Dentistry,C,Y,TBA,TBA,,10,OFFICE,10,Ostrow School of Dentistry,,UPC,15,6/15/2020,8/7/2020,Pediatric Dentistry
24207,DENT,PEDO-790B,11,5,5,Directed Research: Pediatric Dentistry,C,Y,TBA,TBA,,9,OFFICE,9,Ostrow School of Dentistry,,UPC,10,5/4/2020,6/14/2020,Pediatric Dentistry
24255,DENT,PERI-415,7,1,1,Basic Periodontal Therapy,C,Y,TBA,TBA,,20,OFFICE,20,Ostrow School of Dentistry,,UPC,50,5/18/2020,8/7/2020,Periodontics
24257,DENT,PERI-701A,369,2,2,Seminar: Review of Current Periodontal Literature,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24253,DENT,PERI-701B,370,3,3,Seminar: Review of Current Periodontal Literature,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24261,DENT,PERI-704A,24,0,0,Seminar: Periodontal Therapy,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,6/15/2020,8/7/2020,Periodontics
24258,DENT,PERI-704C,369,2,2,Seminar: Periodontal Therapy,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24254,DENT,PERI-704F,370,2,2,Seminar: Periodontal Therapy,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24250,DENT,PERI-704J,394,2,2,Seminar: Periodontal Therapy,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,6/14/2020,Periodontics
24259,DENT,PERI-713C,369,2,2,Treatment Planning in Periodontics,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24264,DENT,PERI-713F,370,2,2,Treatment Planning in Periodontics,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,8/7/2020,Periodontics
24251,DENT,PERI-713J,394,2,2,Treatment Planning in Periodontics,C,Y,TBA,TBA,,4,OFFICE,4,Ostrow School of Dentistry,,UPC,4,5/4/2020,6/14/2020,Periodontics
24262,DENT,PERI-750,24,0,0,Advanced Periodontal Instrumentation,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,6/15/2020,8/7/2020,Periodontics
24263,DENT,PERI-761A,24,0,0,Clinic: Advanced Periodontics,C,Y,TBA,TBA,,5,OFFICE,5,Ostrow School of Dentistry,,UPC,6,6/15/2020,8/7/2020,Periodontics
