"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"ARCH-540","Topics in Media for Landscape Architecture","F18",11470,"Topics in Media for Landscape Architecture - Exploration of emerging techniques for landscape architecture study, presentation and documentation; topics may vary each semester; may be repeated for credit when subject matter is different.","ARCH",1,"AY19"
"ARCH-541A","Landscape Architecture Design","F18",11223,"Landscape Architecture Design - Projects on urban sites with emphasis on cultural and ecological;purpose and on urban place and form; use of traditional and;digital media.","ARCH",2,"AY19"
"ARCH-542A","Landscape Architecture Design","F18",11291,"Landscape Architecture Design - Project strategies for urban infrastructure repair and;intervention, phasing, and design of initial catalytic projects.;;;","ARCH",2,"AY19"
"ARCH-546","Topics in Landscape Architecture: Issues and Practices","F18",11233,"Topics in Landscape Architecture: Issues and Practices - A broad range of developing urban landscape conditions and issues, both domestic and global, are given focused attention.","ARCH",1,"AY19"
"ARCH-549","Fundamentals of Heritage Conservation","F18",11295,"Fundamentals of Heritage Conservation - Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies.","ARCH",1,"AY19"
"ARCH-552","Introduction to Historic Site Documentation","F18",11310,"Introduction to Historic Site Documentation - Survey of basic guidelines and standards for documentation in;historic preservation, including cultural resource surveys,;historic structures reports and Historic American Building Survey;and Historic American Engineering Record recordation.","ARCH",1,"AY19"
"ARCH-553","History of American Architecture and Urbanism","F18",11312,"History of American Architecture and Urbanism - History of American architecture and urbanism from prehistory to World War II examined in relation to European influences and indigenous developments.","ARCH",1,"AY19"
"ARCH-554","Heritage Conservation Practicum Advanced Documentation","F18",11311,"Heritage Conservation Practicum Advanced Documentation - Heritage conservation practicum utilizing in-depth documentation methodology to explore the historic built environment of greater Los Angeles. Topics will vary from year to year; may be repeated for credit when subject matter is different.","ARCH",1,"AY19"
"ARCH-556","Readings in Heritage Conservation Theory","F18",11369,"Readings in Heritage Conservation Theory - Trans-disciplinary intensive reading and discussion course related to issues in contemporary heritage conservation.","ARCH",1,"AY19"
"ARCH-557","Sustainable Conservation of the Historic Built Environment","F18",11363,"Sustainable Conservation of the Historic Built Environment - Analysis of the intersection between green building and historic resources with an emphasis on stewardship and sustainability.","ARCH",1,"AY19"
"ARCH-558","Fundamentals of Place-Making","F18",11368,"Fundamentals of Place-Making - Concepts and strategies for urban design and place-making for heritage conservation as revealed by place-making exercises, site visits, and case studies.","ARCH",1,"AY19"
"ARCH-560","A History of Architectural Theory: 1400-1914","F18",11560,"A History of Architectural Theory: 1400-1914 - A seminar on architectural history from Alberti to Scott, reviewing primary texts and subsequent criticisms.","ARCH",1,"AY19"
"ARCH-561","Urbanism Themes and Case Studies","F18",11482,"Urbanism Themes and Case Studies - Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city.","ARCH",1,"AY19"
"ARCH-562","Architecture Themes and Case Studies","F18",11480,"Architecture Themes and Case Studies - Architectural themes and case studies focusing on the the design and development of architecture, from the industrial city to today.","ARCH",1,"AY19"
"ARCH-565","Global History of Landscape Architecture","F18",11260,"Global History of Landscape Architecture - Understanding of the global history of landscape design in relation to social, political, religious, environmental and aesthetic principles; current design theory, projects and their historical references are critically reviewed and analyzed.","ARCH",1,"AY19"
"ARCH-566","Cross Cultural Topics in Landscape Architecture History","F18",11370,"Cross Cultural Topics in Landscape Architecture History - Comparative analysis and appreciation of landscape architecture as;a manifestation of nature, society, and design. Topics and world;regions vary from year to year; may be repeated for credit when;subject matter is different.","ARCH",2,"AY19"
"ARCH-575A","Systems","F18",11574,"Systems - Application of the scientific principles governing the thermal environment and human physiology to contemporary issues of environmentally responsive building energy concepts and systems. Recommended preparation ARCH 505aL.","ARCH",1,"AY19"
"ARCH-577","Lighting Design","F18",11360,"Lighting Design - The physics, technical knowledge, professional knowledge, design, and documentation processes used in architectural lighting design, including first principles, manual calculations and computer simulations..","ARCH",2,"AY19"
"ARCH-580","Field Studies","F18",11359,"Field Studies - Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings.","ARCH",2,"AY19"
"ARCH-581","Techniques in Digital Fabrication","F18",11352,"Techniques in Digital Fabrication - A practical introduction to digital fabrication. Covered topics include 3D surface milling, thermoforming, materials, casting and shop technology as applied to repeatable surfaces in architecture.","ARCH",1,"AY19"
"ARCH-590","Directed Research","F18",11294,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","ARCH",11,"AY19"
"ARCH-605A","Graduate Architecture Design II","F18",11328,"Graduate Architecture Design II - a: Principles of structural (seismic/wind and gravity), HVAC, building envelope, access/egress, building service systems; and sustainable strategies critically integrated through tectonic performative goals. . Prerequisite: ARCH-505b. Open only to Architecture majors.","ARCH",1,"AY19"
"ARCH-635","Landscape Construction: Assembly and Documentation","F18",11253,"Landscape Construction: Assembly and Documentation - Learn and practice the process by which a landscape design is assembled through materials systems and design documentation.","ARCH",1,"AY19"
"ARCH-642","Landscape Architecture Design","F18",11304,"Landscape Architecture Design - Fully integrated landscape place design; reclamation sites at;significant urban or natural locations.","ARCH",2,"AY19"
"ARCH-691Z","Heritage Conservation Thesis Preparation and Thesis","F18",11335,"Heritage Conservation Thesis Preparation and Thesis - Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation. Credit on acceptance of thesis. Registration restricted to Master of Heritage Conservation and Historic Preservation students who have satisfactorily completed 12 hours of graduate course work and have permission of the Program Director. Graded IP/CR/NC.","ARCH",1,"AY19"
"ARCH-692A","Building Science Thesis","F18",11336,"Building Science Thesis - Research and thesis for the Master of Building Science degree. Credit on acceptance of thesis. Graded IP/CR/NC.","ARCH",1,"AY19"
"ARCH-698A","MLArch Thesis","F18",11306,"MLArch Thesis - Directed research option for the MLArch degree.","ARCH",2,"AY19"
"ARCH-705","Advanced Graduate Architecture Design- Topics","F18",11329,"Advanced Graduate Architecture Design- Topics - Advanced topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors.","ARCH",1,"AY19"
"ARCH-793A","Architecture Directed Design Research Option I","F18",11327,"Architecture Directed Design Research Option I - Directed Design Research option for graduate level architecture degree. Credit on acceptance of research project. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors. Graded IP/CR/NC.","ARCH",1,"AY19"
"ART-105","Art and Design Studio I","F18",33796,"Art and Design Studio I - Introduction to the fundamental elements in art making, design creation and thinking, including key principles of process and critical analysis.","ART",3,"AY19"
"ART-110","Drawing for Art and Design","F18",33844,"Drawing for Art and Design - An introduction to drawing, both skill and perception oriented, as the basic tool for all the visual arts and design.","ART",4,"AY19"
"ART-120","Painting I","F18",33879,"Painting I - Practical introduction to oil and acrylic pigments, painting equipment, processes, and media. Primary experience in: color, composition and perception through representational and abstract painting.","ART",2,"AY19"
"ART-130","Ceramics","F18",33361,"Ceramics - Practical and theoretical exploration of the nature of surface, form, volume and mass as fundamental elements of clay sculpture and the ceramic object.","ART",2,"AY19"
"ART-140","Sculpture I","F18",33889,"Sculpture I - Practical and theoretical introduction to sculpture as dimensional manipulation. Primary exploration of form, mass, gravity, surface, structure and associative recognition in three-dimensional art.","ART",1,"AY19"
"ART-141","Creating and Understanding Visuals","F18",33425,"Creating and Understanding Visuals - Lecture-studio course on the theory and history behind contemporary art, design, and visual communication; students also create work, informed by ideas from the lecture.","ART",2,"AY19"
"ART-142","Modeling and Mold Making","F18",33890,"Modeling and Mold Making - Introduction to plaster mold making using clay and wax for both ceramics and sculpture. Exploration of various casting materials.","ART",1,"AY19"
"ART-150","Introduction to Photography","F18",33870,"Introduction to Photography - Introduction to the practice of photographic image-making within fine arts. Emphasis on developing technical skills in relation to personal vision. Work in black and white.","ART",3,"AY19"
"ART-151","Digital Photography","F18",33861,"Digital Photography - An introductory course exploring the processes and practices of digital capture, imaging and printing, from web-based image posting to large-scale printing.","ART",3,"AY19"
"ART-210","Drawing II","F18",33855,"Drawing II - Drawing methods and concepts, with emphasis on observing and rendering the human form and anatomy. Continued acquisition of skills, with compositional, gestural, and interpretive elements.","ART",1,"AY19"
"ART-220","Painting II","F18",33882,"Painting II - Continuation of practical and theoretical skills introduced in Painting I. Color in personal expression, perception, and content; cultural subjects/objects and symbols signifying a personal language.","ART",1,"AY19"
"ART-230","Wheel Throwing","F18",33364,"Wheel Throwing - An introductory course using wheel throwing techniques for ceramics to explore a variety of forms through three-dimensional exercises.","ART",2,"AY19"
"ART-242","Metal","F18",33892,"Metal - Introduction to metal in fine art. Emphasis on technical proficiencies and effective solutions working in a variety of metals.","ART",1,"AY19"
"ART-250","Photography II","F18",33875,"Photography II - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",2,"AY19"
"ART-260","Video and Time-based Media","F18",33865,"Video and Time-based Media - An introductory course exploring contemporary processes and practices of video experimentation including the camera, desktop production, and editing. Experimentation with multiple modes of execution, presentation, and distribution.","ART",1,"AY19"
"ART-280","Studio Critique I","F18",33800,"Studio Critique I - Interdisciplinary forum where students develop research skills, learn how to best articulate their artistic production, discuss materials related to their research interests, and critique the work of their peers.","ART",2,"AY19"
"ART-312","Comics Project","F18",33852,"Comics Project - All aspects of comics will be covered, from writing and composition to inking and marketing through the production of an individual 15-page comic creation.","ART",1,"AY19"
"ART-320","Advanced Painting","F18",33883,"Advanced Painting - Directed examination of aesthetic concepts; investigation into personal ideas related to the development of a creative visual language in painting.","ART",1,"AY19"
"ART-340","Advanced Sculpture","F18",33894,"Advanced Sculpture - Directed examination of three-dimensional aesthetic concepts; development of an individual creative vision.","ART",1,"AY19"
"ART-350","Advanced Photography","F18",33799,"Advanced Photography - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",2,"AY19"
"ART-362","Ideas in Intermedia","F18",33868,"Ideas in Intermedia - An examination of the impact of digital media on contemporary culture, with attention to a particular, changing topic each semester.","ART",1,"AY19"
"ART-370","Printmaking","F18",33885,"Printmaking - Introductory course in various printmaking techniques; necessary skills and inherent expressive qualities of different printmaking methods are explored.","ART",2,"AY19"
"ART-418","Independent Studies in Studio Arts","F18",33791,"Independent Studies in Studio Arts - Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.","ART",4,"AY19"
"ART-419","Professional Internship in the Arts","F18",33794,"Professional Internship in the Arts - An experiential/academic opportunity in a museum, gallery, community cultural center, or related facility. Lectures, seminars, written analysis, and working internship.","ART",1,"AY19"
"ART-420","Topics in Advanced Painting","F18",33884,"Topics in Advanced Painting - Directed painting with continued emphasis on personal choices regarding appropriation of conceptual images and arrangement, material processes, scale, number of paintings. Ongoing critical response to painting.","ART",1,"AY19"
"ART-450","Topics in Advanced Photography","F18",33878,"Topics in Advanced Photography - In-depth exploration of photographic and artistic concepts as they apply to the articulation of personal work.","ART",1,"AY19"
"ART-470","Topics in Advanced Printmaking","F18",33887,"Topics in Advanced Printmaking - Directed examination of specific printmaking media in relation to personal aesthetic goals and expressive concepts.","ART",1,"AY19"
"ART-484","Contemporary Issues in Art","F18",33869,"Contemporary Issues in Art - An advanced studio and discussion course aims to expand a students relationship to, and understanding of, contemporary artistic dissemination, discourse, and display via a series of rotating topics.","ART",1,"AY19"
"ART-515","Visiting Artist and Scholar Seminar","F18",33312,"Visiting Artist and Scholar Seminar - Lecture and discussion course in the professional practice of art featuring formal presentations by visiting artists and scholars. (Duplicates credit in FA 515)","ART",1,"AY19"
"ART-520","Individual Studies","F18",33336,"Individual Studies - Investigation of creative problems through various media. Course may be repeated. (Duplicates credit in former FA 520)","ART",2,"AY19"
"ART-535","Group Critique","F18",33311,"Group Critique - Presentation and critique which builds students' skills in presenting and contextualizing their artwork for peer review; analytic discussion regarding directions in contemporary art.","ART",1,"AY19"
"ASCJ-100","The Changing World of Communication and Journalism","F18",21909,"The Changing World of Communication and Journalism - Survey of major themes in media and communication; exploring what it means to be a professional in the fields of communication, journalism, and public relations.","ASCJ",1,"AY19"
"ASCJ-200","Navigating Media and News in the Digital Age","F18",21910,"Navigating Media and News in the Digital Age - Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand, employ, enjoy and help shape our media landscape.","ASCJ",11,"AY19"
"ASCJ-210","Contours of Change in Media and Communication","F18",21920,"Contours of Change in Media and Communication - Provides an introduction to cultivating a curious, critical, and proactive approach to the challenges of social change. Students will be encouraged to develop an expansive and critical definition and understanding of change as it relates to the role of media and communication in producing and responding to political and cultural transformations that shape our status as citizens and our ideas of citizenship.","ASCJ",5,"AY19"
"ASCJ-420","Annenberg Collaboratory","F18",21930,"Annenberg Collaboratory - Collaborative, cutting-edge, experimental, experiential, interdisciplinary, results-based classes taught in new ways and places. Recommended Preparation: ASCJ-220.","ASCJ",1,"AY19"
"ASTE-101","Introduction to Astronautics","F18",29100,"Introduction to Astronautics - Gateway to the Astronautical Engineering major. Introduction to;space, space exploration and the space business. Elements of;orbits, spacecraft systems, rocket propulsion, and;communications. Laboratory: introduction to graphics, computation;and simulation.","ASTE",2,"AY19"
"ASTE-301A","Thermal and Statistical Systems","F18",29107,"Thermal and Statistical Systems - Thermodynamics and statistical mechanics. Kinetics of atoms,;molecules, and photons. Compressible fluid dynamics.","ASTE",1,"AY19"
"ASTE-330","Introduction to Spacecraft Systems and the Space Environment","F18",29110,"Introduction to Spacecraft Systems and the Space Environment - Spacecraft systems: attitude determination and control, power, thermal, command and data handling, telecommunication, structures and mechanisms, propulsion. Space environment: atmosphere, gravity gradients, radiation. Prerequisites: ASTE 280 and PHYS 153.","ASTE",1,"AY19"
"ASTE-470","Spacecraft Propulsion","F18",29117,"Spacecraft Propulsion - Introduction to rocket engineering. Space missions and thrust;requirements. Compressible gas dynamics. Propellant chemistry and;thermodynamics. Liquid-and-solid-fueled rockets. Nuclear and;electric propulsion. Senior or graduate standing.;","ASTE",2,"AY19"
"ASTE-491","Team Projects II","F18",29123,"Team Projects II - Participation in ASTE undergraduate student team projects.;Intended for students with prior project experience. Departmental;approval.","ASTE",3,"AY19"
"ASTE-520","Spacecraft System Design","F18",29132,"Spacecraft System Design - System components; vehicle structure, propulsion systems, flight;dynamics, thermal control, power systems, telecommunication.;Interfaces and tradeoffs between these components. Testing, system;reliability, and integration.;","ASTE",2,"AY19"
"ASTE-524","Human Spaceflight","F18",29122,"Human Spaceflight - Engineering, technologies, and systems for human spaceflight. Life support, space environments, crew accommodations. Mission operations, safety. Astrodynamics, launch and space vehicles, space stations, planetary bases.","ASTE",2,"AY19"
"ASTE-527","Space Exploration Architectures Concept Synthesis Studio","F18",29134,"Space Exploration Architectures Concept Synthesis Studio - Programmatic/conceptual design synthesis/choice creation methods;for complex space missions. Aerospace system;engineering/architecting tools to create innovative projects.;Evaluated by faculty/industry/NASA experts. Graduate standing in;engineering or science. Recommended preparation: ASTE-520 or;experience in space industry","ASTE",2,"AY19"
"ASTE-535","Space Environments and Spacecraft Interactions","F18",29135,"Space Environments and Spacecraft Interactions - Space environments and interactions with space systems. Vacuum,;neutral and ionized species, plasma, radiation, micrometeoroids.;Phenomena important for spacecraft operations.","ASTE",2,"AY19"
"ASTE-546","Computational Plasma Dynamics","F18",29150,"Computational Plasma Dynamics - Plasma simulation techniques: particle-in-cell (PIC); PIC with Monte Carlo; computational electromagnetics; computational magnetohydrodynamics. Parallelization. Applications in engineering and space plasma physics. Prerequisite: ASTE 505a.","ASTE",1,"AY19"
"ASTE-553","Systems for Remote Sensing from Space","F18",29139,"Systems for Remote Sensing from Space - The operations and applications of instruments which produce;images of ground scene or probe the atmosphere from space.;Graduate standing in engineering or physics.;","ASTE",2,"AY19"
"ASTE-556","Spacecraft Structural Dynamics","F18",29141,"Spacecraft Structural Dynamics - Applied analytical methods (vibrations of single and multi degree;of freedom systems, finite element modeling, spacecraft;applications); requirements definition process; analytical cycles;;and design verfication. Graduate standing in engineering or;science.","ASTE",2,"AY19"
"ASTE-577","Entry and Landing Systems for Planetary Surface Exploration","F18",28482,"Entry and Landing Systems for Planetary Surface Exploration - Multi-disciplinary engineering theory, simulation techniques, and unique technologies for landing robotic and human space vehicles on the surface of planets and moons.","ASTE",2,"AY19"
"ASTE-580","Orbital Mechanics I","F18",29145,"Orbital Mechanics I - Physical principles; two-body and central force motion; trajectory;correction maneuvers; position and velocity in conic orbits;;Lambert's problem; celestial mechanics; orbital perturbations.","ASTE",2,"AY19"
"ASTR-100","The Universe","F18",50800,"The Universe - Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.","ASTR",25,"AY19"
"ASTR-104","Special Laboratory","F18",50820,"Special Laboratory - Laboratory component for ASTR 100Lxg for transfer students with;equivalent lecture credit from another institution. For transfer;students only. Departmental approval. Graded CR/NC.","ASTR",1,"AY19"
"ASTR-200","Life in the Universe","F18",50830,"Life in the Universe - Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth.","ASTR",5,"AY19"
"ASTR-450","Stellar Astrophysics","F18",50894,"Stellar Astrophysics - Observation and theory of stellar atmospheres and stellar interiors. Theory of stellar evolution. Physical and astronomical significance of the end states of stellar evolution. Prerequisite: PHYS-153L or PHYS-163L.","ASTR",1,"AY19"
"BAEP-423","Management of Small Businesses","F18",14372,"Management of Small Businesses - Strategic, organizational, financial, and human issues facing the small business. (Duplicates credit in BAEP 310, BAEP 450, BAEP 451, BUAD 301)","BAEP",3,"AY19"
"BAEP-450","Fundamentals of Entrepreneurship","F18",14370,"Fundamentals of Entrepreneurship - Starting and managing one's own business: developing a viable concept, organizing the enterprise, market and financial planning, and controlling the organization. (Duplicates credit in BAEP 310, BAEP 423, BAEP 451, BUAD 301)","BAEP",3,"AY19"
"BAEP-451","The Management of New Enterprises","F18",14376,"The Management of New Enterprises - Development of analytical and conceptual skills in entrepreneurship and venture management. (Duplicates credit in BAEP 310, BAEP 423, BAEP 450, BUAD 301)","BAEP",6,"AY19"
"BAEP-452","Feasibility Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feasibility Analysis","F18",14381,"Feasibility Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feasibility Analysis - Students develop, analyze, and validate entrepreneurial concepts (including marketing, operational, and financial considerations) using customer feedback and risk assessment to conclude worthiness to pursue. Prerequisite: BAEP 310 or BAEP 423 or BAEP 450 or BAEP 451 or BUAD 301.","BAEP",3,"AY19"
"BAEP-453","Venture Management","F18",14383,"Venture Management - Design and application of organization structures and systems in management of new ventures.","BAEP",1,"AY19"
"BAEP-460","Seminar in Entrepreneurship","F18",14385,"Seminar in Entrepreneurship - Perspectives into the art and science of entrepreneurship under the guidance of a master instructor. Specific topics vary.","BAEP",3,"AY19"
"BAEP-465","Digital Playbook for Entrepreneurs: Creating a Tech Startup","F18",14389,"Digital Playbook for Entrepreneurs: Creating a Tech Startup - Learn to use digital tools and technologies, such as social media, mobile, cloud computing, and e-commerce, to start and grow entrepreneurial ventures.","BAEP",2,"AY19"
"BAEP-469","Growth Hacking: Scaling Startups","F18",14391,"Growth Hacking: Scaling Startups - Accelerate the growth of an entrepreneurial business with applied analytics tools and methods.","BAEP",1,"AY19"
"BAEP-474","The Entrepreneur's Guide to Intellectual Property","F18",14402,"The Entrepreneur's Guide to Intellectual Property - The fundamentals of intellectual property -- its value, its basic workings, and its role in entrepreneurship, business in general, science, the arts, and the professions.","BAEP",1,"AY19"
"BAEP-475","Entertainment Entrepreneurship","F18",14395,"Entertainment Entrepreneurship - Explore the current entrepreneurial trends and opportunities in the entertainment industry and uncover the key success factors for entrepreneurs in this industry.","BAEP",2,"AY19"
"BAEP-480","Entrepreneurial Family Business","F18",14390,"Entrepreneurial Family Business - Explores the dynamics of family and privately held businesses. Exploring generational and extended family issues, opportunities and obstacles faced in today's environment.","BAEP",1,"AY19"
"BAEP-491","Introduction to Social Entrepreneurship","F18",14393,"Introduction to Social Entrepreneurship - Analysis of social enterprise models from micro-finance to job development. Analysis of basic issues regarding the difference between socially responsible companies, for-profit, and non-profit-run enterprises","BAEP",1,"AY19"
"BAEP-551","Introduction to New Ventures","F18",14408,"Introduction to New Ventures - Study and development of analytical and conceptual skills in the management of new enterprises and new ventures within large organizations. Duplicates credit in BAEP 549, BAEP 550, GSBA 535, and GSBA 550ab.","BAEP",1,"AY19"
"BAEP-552","Cases in Feasibility Analysis","F18",14414,"Cases in Feasibility Analysis - Study of analytical techniques used to evaluate business concepts and new business development. Corequisite: BAEP 549 or BAEP 550 or BAEP 551 or GSBA 550ab or GSBA 586. Online registration open only to graduate business and accounting students. (Duplicates credit in BAEP 566)","BAEP",2,"AY19"
"BAEP-553","Cases in New Venture Management","F18",14401,"Cases in New Venture Management - Cases and readings expose students to the challenges of developing long-range strategies for entrepreneurial ventures. Case work emphasizes developing new industries, growth through strategic alliances, and issues involved in the long-term strategic positioning of emerging companies.","BAEP",3,"AY19"
"BAEP-556","Technology Feasibility","F18",14418,"Technology Feasibility - Learn critical thinking and analytical skills they need to evaluate, value, and manage technology as intellectual property. Understand the technology commercialization process, use data mining and assessment techniques for patent databases, and study the unique business issues facing high technology start-ups. Online registration open only to graduate business and accounting students.","BAEP",1,"AY19"
"BAEP-558","The Entrepreneurial Advisor: Problem Solving for;Early-Stage Companies","F18",14412,"The Entrepreneurial Advisor: Problem Solving for;Early-Stage Companies - Experiential course designed to develop skills in framing and;solving complex problems in young companies. Apply skills to real;ventures participating in course projects.","BAEP",1,"AY19"
"BAEP-559","Investing in New Ventures","F18",14420,"Investing in New Ventures - Focus on the entrepreneurial skill set applied to new venture opportunities. Taught from the business plan reader's point of view; focus on selecting opportunities, structuring the relationship, adding value and realizing the value of that investment. Online registration open only to graduate business and accounting students.","BAEP",1,"AY19"
"BAEP-566","Cases in Feasibility Analysis for Social Ventures","F18",14426,"Cases in Feasibility Analysis for Social Ventures - Study of analytical techniques used to evaluate business concepts with a specific focus on the development of a new social venture. Corequisite: BAEP 591. (Duplicates credit in BAEP 552.)","BAEP",1,"AY19"
"BAEP-571","Social Innovation Design","F18",14424,"Social Innovation Design - Use innovative problem-solving approaches to design radically affordable solutions to challenges faced by under-resourced communities. Engage in early-stage market and rapid prototyping.","BAEP",1,"AY19"
"BAEP-593","Independent Research in Business Entrepreneurship","F18",14446,"Independent Research in Business Entrepreneurship - Independent research beyond normal course offerings. Proposal, research and written report/paper required.","BAEP",2,"AY19"
"BIOC-573","Optimal Research Presentations","F18",40361,"Optimal Research Presentations - Lectures by peers; formal critique; prepare and present own research to faculty and peer audiences.","BIOC",1,"AY19"
"BIOC-575","Predictive and Prognostic Biomarkers in Cancer Treatment","F18",40360,"Predictive and Prognostic Biomarkers in Cancer Treatment - Exploration of how appropriate biomarkers can predict response to cancer therapy, tumor recurrence after surgery, rapid detection of tumor response and overall prognosis. Recommended Preparation: INTD 571 and a basic understanding of molecular biology.","BIOC",1,"AY19"
"BIOC-581","Toolbox for Biochemistry and Molecular Biology","F18",40401,"Toolbox for Biochemistry and Molecular Biology - Explores the principles and applications of traditional and state-of-the-art methods in molecular biology and biochemistry with live demonstrations of techniques when feasible.","BIOC",2,"AY19"
"BIOC-590","Directed Research","F18",40365,"Directed Research - Research leading to the master of science degree. Maximum units which may be applied to the degree will be determined by the department. Graded CR/NC.;","BIOC",1,"AY19"
"BISC-101","Cellular and Molecular Biology","F18",13102,"Cellular and Molecular Biology - Cellular and molecular biology with examples related to human biology and diseases. Fundamental life processes examined at the genetic, cellular and molecular levels.","BISC",4,"AY19"
"BISC-102","Humans and Their Environment","F18",13000,"Humans and Their Environment - An examination of the physical and biological laws that influence agriculture, pollution, population dynamics (including humans), climate, biodiversity and ecosystem structure and function. Not available for major credit.","BISC",10,"AY19"
"BISC-104","How the Body Works","F18",13001,"How the Body Works - Structure and function of the human body, including the role of organ systems, tissues, and cells in normal function. Malfunctions resulting from disease, substance abuse and lifestyle. Not available for major credit.","BISC",10,"AY19"
"BISC-120","General Biology: Organismal Biology and Evolution","F18",13003,"General Biology: Organismal Biology and Evolution - In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","BISC",48,"AY19"
"BISC-121","Advanced General Biology: Organismal Biology and Evolution","F18",13012,"Advanced General Biology: Organismal Biology and Evolution - Equivalent to 120Lg, but taught at a higher level for exceptionally well-prepared students. Admission to the course by departmental approval only.","BISC",9,"AY19"
"BISC-150","The Nature of Human Health and Disease","F18",13007,"The Nature of Human Health and Disease - The human organism; the nature of inherited and acquired diseases;the biological and societal basis for the AIDS epidemic; therapy,drug design and the future. Not available for major credit.","BISC",10,"AY19"
"BISC-193","Introduction to Research I","F18",13008,"Introduction to Research I - A series of lectures and discussions at which faculty of the department introduce their research activities to students entering biology and related majors.","BISC",1,"AY19"
"BISC-220","General Biology: Cell Biology and Physiology","F18",13022,"General Biology: Cell Biology and Physiology - In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.","BISC",7,"AY19"
"BISC-230","The Biology of the Brain","F18",13250,"The Biology of the Brain - The structure and function of the mammalian brain including the role of the brain in regulating behavior, both in normal and diseased states; in relation to mind; and in comparison with machine forms of intelligence.","BISC",4,"AY19"
"BISC-300","Introduction to Microbiology","F18",13017,"Introduction to Microbiology - Comparative approach to bacteria, Archaea and viruses; their structure, life cycles, geochemical activity, ecology and nutrition. Fundamentals of metabolism and microbial genetics.","BISC",4,"AY19"
"BISC-305","Introduction to Statistics for Biologists","F18",13032,"Introduction to Statistics for Biologists - Statistical methods in biological science and medicine, including populations and samples, random sampling, confidence intervals, paired samples and regression.","BISC",3,"AY19"
"BISC-315","Introduction to Ecology","F18",13299,"Introduction to Ecology - Organism-environment interactions; dynamics of populations,;communities, and ecosystems; evolutionary forces. Lecture, 3;hours; laboratory, 3 hours.","BISC",3,"AY19"
"BISC-320","Molecular Biology","F18",13019,"Molecular Biology - Structure and synthesis of nucleic acids and proteins; molecular biology of prokaryotes and eukaryotes; genetics.","BISC",24,"AY19"
"BISC-325","Genetics","F18",13340,"Genetics - Transmission genetics and genotype/phenotype; mapping methods; complex traits; genetics of human disease and population genetics.","BISC",11,"AY19"
"BISC-330","Biochemistry","F18",13330,"Biochemistry - Basic biochemical principles; classes of molecules - structure and function; cellular energetics.","BISC",6,"AY19"
"BISC-403","Advanced Molecular Biology","F18",13028,"Advanced Molecular Biology - Molecular mechanisms and control of DNA replication, DNA repair,;recombination, gene expression, cell growth, and development in;prokaryotic and eukaryotic organisms, from bacteria to humans.;Recommended preparation: BISC 313 or BISC 325","BISC",3,"AY19"
"BISC-421","Neurobiology","F18",13033,"Neurobiology - Structure, function, and development of nervous systems; neural integration and mechanisms of behavior; organization and operation of brains.","BISC",11,"AY19"
"BISC-438","Nutritional Biochemistry","F18",13438,"Nutritional Biochemistry - Metabolism of carbohydrates, proteins, fats. Biochemical basis of nutritions impact on metabolic functions, including vitamins, minerals and biologically active non-nutrients; medical aspects of nutrition.","BISC",1,"AY19"
"BISC-444","Practical Analysis of Biological Data in R","F18",13444,"Practical Analysis of Biological Data in R - Instruction in the open-source statistical program environment R to analyze biological data; manipulation of large datasets and customization of statistical tests using simulations.","BISC",1,"AY19"
"BISC-450","Principles of Immunology","F18",13450,"Principles of Immunology - Immune processes, humoral and cellular; immunoglobulins; antibody;formation; antigen-antibody interactions; immune dyscrasias;;transplantation and tumor immunology; basic hematology and;immuno-hematology. Lecture, 3 hours; laboratory, 3 hours.","BISC",3,"AY19"
