"course_title","semester","course","course_num","course_desc","department","N.Sections"
"ARCH-541A","F18","Landscape Architecture Design",11223,"Landscape Architecture Design - Projects on urban sites with emphasis on cultural and ecological;purpose and on urban place and form; use of traditional and;digital media.","ARCH",2
"ARCH-541B","SP19","Landscape Architecture Design",11223,"Landscape Architecture Design - Projects in urban settings with emphasis on landscape continuities;as well as development of integrative schematic proposals and;detailed open space design.","ARCH",1
"ARCH-542A","F18","Landscape Architecture Design",11291,"Landscape Architecture Design - Project strategies for urban infrastructure repair and;intervention, phasing, and design of initial catalytic projects.;;;","ARCH",2
"ARCH-542B","SP19","Landscape Architecture Design",11442,"Landscape Architecture Design - Projects for the public realm with emphasis on urbanity and;connectivity, place and meaning.;;","ARCH",2
"ARCH-545","SP19","Urban Landscape: Contemporary History and Prospect",11242,"Urban Landscape: Contemporary History and Prospect - Explores contemporary landscape architecture propositions and projects in the context of cities. The exploration methodology includes the study of epochal projects and theoretical texts organized by central themes of nature and culture.","ARCH",1
"ARCH-546","F18","Topics in Landscape Architecture: Issues and Practices",11233,"Topics in Landscape Architecture: Issues and Practices - A broad range of developing urban landscape conditions and issues, both domestic and global, are given focused attention.","ARCH",1
"ARCH-546","SP19","Topics in Landscape Architecture: Issues and Practices",11249,"Topics in Landscape Architecture: Issues and Practices - A broad range of developing urban landscape conditions and issues, both domestic and global, are given focused attention.","ARCH",1
"ARCH-548","SP19","Media for Landscape Architecture: 3D Design",11247,"Media for Landscape Architecture: 3D Design - Developing and communicating landscape architecture design intent using visualization tools for three-dimensional studies.","ARCH",1
"ARCH-549","SU18","Fundamentals of Heritage Conservation",11266,"Fundamentals of Heritage Conservation - Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies.","ARCH",1
"ARCH-549","F18","Fundamentals of Heritage Conservation",11295,"Fundamentals of Heritage Conservation - Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies.","ARCH",1
"ARCH-550","SP19","Heritage Conservation Policy and Planning",11226,"Heritage Conservation Policy and Planning - Conservation practice within an economic, political, and cultural context looking at the regulatory environment, public advocacy and policy, real estate development, heritage tourism, environmental sustainability, cultural diversity, and interpretation. Recommended Preparation: ARCH-549.","ARCH",1
"ARCH-551","SP19","Conservation Methods and Materials",11446,"Conservation Methods and Materials - Concepts and techniques for building conservation including identification of treatments, recordation and research, material properties and behavior, building forensics, and project implementation. Recommended preparation: ARCH-549.","ARCH",1
"ARCH-552","F18","Introduction to Historic Site Documentation",11310,"Introduction to Historic Site Documentation - Survey of basic guidelines and standards for documentation in;historic preservation, including cultural resource surveys,;historic structures reports and Historic American Building Survey;and Historic American Engineering Record recordation.","ARCH",1
"ARCH-553","F18","History of American Architecture and Urbanism",11312,"History of American Architecture and Urbanism - History of American architecture and urbanism from prehistory to World War II examined in relation to European influences and indigenous developments.","ARCH",1
"ARCH-554","F18","Heritage Conservation Practicum Advanced Documentation",11311,"Heritage Conservation Practicum Advanced Documentation - Heritage conservation practicum utilizing in-depth documentation methodology to explore the historic built environment of greater Los Angeles. Topics will vary from year to year; may be repeated for credit when subject matter is different.","ARCH",1
"ARCH-554","SP19","Heritage Conservation Practicum Advanced Documentation",11357,"Heritage Conservation Practicum Advanced Documentation - Heritage conservation practicum utilizing in-depth documentation methodology to explore the historic built environment of greater Los Angeles. Topics will vary from year to year; may be repeated for credit when subject matter is different.","ARCH",1
"ARCH-555","SP19","Global Perspectives in Heritage Conservation",11349,"Global Perspectives in Heritage Conservation - In-depth analysis of international heritage conservation practice with a focus on a single country, continent, or world region outside the United States. Topics will vary from year to year; may be repeated for credit when subject matter is different.","ARCH",1
"ARCH-556","F18","Readings in Heritage Conservation Theory",11369,"Readings in Heritage Conservation Theory - Trans-disciplinary intensive reading and discussion course related to issues in contemporary heritage conservation.","ARCH",1
"ARCH-557","F18","Sustainable Conservation of the Historic Built Environment",11363,"Sustainable Conservation of the Historic Built Environment - Analysis of the intersection between green building and historic resources with an emphasis on stewardship and sustainability.","ARCH",1
"ARCH-558","F18","Fundamentals of Place-Making",11368,"Fundamentals of Place-Making - Concepts and strategies for urban design and place-making for heritage conservation as revealed by place-making exercises, site visits, and case studies.","ARCH",1
"ARCH-560","F18","A History of Architectural Theory: 1400-1914",11560,"A History of Architectural Theory: 1400-1914 - A seminar on architectural history from Alberti to Scott, reviewing primary texts and subsequent criticisms.","ARCH",1
"ARCH-561","F18","Urbanism Themes and Case Studies",11482,"Urbanism Themes and Case Studies - Examines urbanism through case studies in theory and design to understand the impacts of globalization, technology, and sustainability on the contemporary city.","ARCH",1
"ARCH-562","F18","Architecture Themes and Case Studies",11480,"Architecture Themes and Case Studies - Architectural themes and case studies focusing on the the design and development of architecture, from the industrial city to today.","ARCH",1
"ARCH-563","SP19","Contemporary Architectural Theory",11240,"Contemporary Architectural Theory - Investigates, compares, and critiques modern and contemporary theories of the designed and built environment by focusing on key figures, movements, and texts.","ARCH",1
"ARCH-564","SP19","Descriptive and Computational Architectural Geometry",11239,"Descriptive and Computational Architectural Geometry - Introduction to the history, methods, and cases of descriptive and computational geometry impacting representational, modeling, and historically significant paradigms of architectural design. Introduces a range of geometric first principles, technologies and techniques through contemporary design tools.","ARCH",1
"ARCH-565","F18","Global History of Landscape Architecture",11260,"Global History of Landscape Architecture - Understanding of the global history of landscape design in relation to social, political, religious, environmental and aesthetic principles; current design theory, projects and their historical references are critically reviewed and analyzed.","ARCH",1
"ARCH-566","F18","Cross Cultural Topics in Landscape Architecture History",11370,"Cross Cultural Topics in Landscape Architecture History - Comparative analysis and appreciation of landscape architecture as;a manifestation of nature, society, and design. Topics and world;regions vary from year to year; may be repeated for credit when;subject matter is different.","ARCH",2
"ARCH-566","SP19","Cross Cultural Topics in Landscape Architecture History",11455,"Cross Cultural Topics in Landscape Architecture History - Comparative analysis and appreciation of landscape architecture as;a manifestation of nature, society, and design. Topics and world;regions vary from year to year; may be repeated for credit when;subject matter is different.","ARCH",1
"ARCH-573","SP19","Seismic Design",11291,"Seismic Design - Theory, design methodology and practice of how seismicity affects architecture and structural system selection required for robust earthquake performance and seismic sustainability.","ARCH",1
"ARCH-574","SP19","Parametric Design",11289,"Parametric Design - An in depth and critical look into the reasons and uses for parametric design and its relationship to contemporary form, fabrication, and construction of the built environment.","ARCH",1
"ARCH-575A","F18","Systems",11574,"Systems - Application of the scientific principles governing the thermal environment and human physiology to contemporary issues of environmentally responsive building energy concepts and systems. Recommended preparation ARCH 505aL.","ARCH",1
"ARCH-575B","SP19","Systems",11287,"Systems - The fundamental scientific principles governing light and sound in the built environment will be examined in the context of human physiological, psychological and biological needs.","ARCH",1
"ARCH-577","F18","Lighting Design",11360,"Lighting Design - The physics, technical knowledge, professional knowledge, design, and documentation processes used in architectural lighting design, including first principles, manual calculations and computer simulations..","ARCH",2
"ARCH-577","SP19","Lighting Design",11358,"Lighting Design - The physics, technical knowledge, professional knowledge, design, and documentation processes used in architectural lighting design, including first principles, manual calculations and computer simulations..","ARCH",2
"ARCH-579","SP19","Sustainable Building and Environment using LEED Metrics",11362,"Sustainable Building and Environment using LEED Metrics - Fundamental knowledge of sustainable building concepts, current environmental design building rating systems, building performance and diagnostics metrics, as well as reference standards related to sustainable design.","ARCH",1
"ARCH-580","SU18","Field Studies",11207,"Field Studies - Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings.","ARCH",2
"ARCH-580","F18","Field Studies",11359,"Field Studies - Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings.","ARCH",2
"ARCH-581","F18","Techniques in Digital Fabrication",11352,"Techniques in Digital Fabrication - A practical introduction to digital fabrication. Covered topics include 3D surface milling, thermoforming, materials, casting and shop technology as applied to repeatable surfaces in architecture.","ARCH",1
"ARCH-581","SP19","Techniques in Digital Fabrication",11450,"Techniques in Digital Fabrication - A practical introduction to digital fabrication. Covered topics include 3D surface milling, thermoforming, materials, casting and shop technology as applied to repeatable surfaces in architecture.","ARCH",1
"ARCH-586","SP19","City Cine: Visuality, Media and Urban Experience",11586,"City Cine: Visuality, Media and Urban Experience - Explores the relationship between urban experience and visual media (from the photographic, to the filmic, to the digital) from circa 1880 to the present.","ARCH",1
"ARCH-588","SP19","Interactive Architecture: Computing and the;Physical World",11516,"Interactive Architecture: Computing and the;Physical World - Provides hands-on prototyping experience with environmental sensing, actuation, and embedded computing technologies.","ARCH",1
"ARCH-590","F18","Directed Research",11294,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","ARCH",11
"ARCH-590","SP19","Directed Research",11203,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","ARCH",13
"ARCH-605A","F18","Graduate Architecture Design II",11328,"Graduate Architecture Design II - a: Principles of structural (seismic/wind and gravity), HVAC, building envelope, access/egress, building service systems; and sustainable strategies critically integrated through tectonic performative goals. . Prerequisite: ARCH-505b. Open only to Architecture majors.","ARCH",1
"ARCH-605B","SP19","Graduate Architecture Design- Comprehensive",11331,"Graduate Architecture Design- Comprehensive - b. Comprehensive project emphasizing the interaction between general principles and local sites, building technologies and total building design. Open only to Architecture majors.","ARCH",1
"ARCH-606","SU18","Advanced Architectural Theory",11290,"Advanced Architectural Theory - Interrogates the architectural and cultural landscape of our contemporary cities through a combination of lectures and seminars on theories of place, identity, aesthetics, and technology.","ARCH",1
"ARCH-607","SU18","Advanced Computation",11291,"Advanced Computation - Introduction to a range of new technologies and techniques examining their technical and theoretical implications including advanced computational design techniques and geospatial design tools.","ARCH",1
"ARCH-608","SU18","Urban Theory: Los Angeles Case Study",11292,"Urban Theory: Los Angeles Case Study - Critically investigates the urban condition of Los Angeles through lectures, readings, and field visits. Aims to heighten awareness of the entwinement of environment, culture, architecture and the contemporary city.","ARCH",1
"ARCH-609","SU18","Advanced Fabrication",11293,"Advanced Fabrication - Introduction to a range of new technologies and techniques examining technical and theoretical implications including a range of digital fabrication technologies, robotics and film-making techniques.","ARCH",1
"ARCH-609","SP19","Advanced Fabrication",11463,"Advanced Fabrication - Introduction to a range of new technologies and techniques examining technical and theoretical implications including a range of digital fabrication technologies, robotics and film-making techniques.","ARCH",1
"ARCH-611","SP19","Advanced Building Systems Integration",11500,"Advanced Building Systems Integration - Design criteria development, material and construction process;methods, occupancy based load profiles, performance/material;life-cycle-mandates, durability for advanced building systems;including integrity in sustainable urban systems.","ARCH",1
"ARCH-613","SP19","Seminar: Structures Research",11502,"Seminar: Structures Research - An overview of research topics in building structures; detailed;investigation of selected major issues.","ARCH",1
"ARCH-615","SP19","Seminar: Environmental Systems Research",11504,"Seminar: Environmental Systems Research - A detailed examination of current issues in the thermal,;acoustical and radiant environment; recent developments in;criteria, systems, controls, design tools and simulations; an;understanding of the relationships between environmental factors,;economics, and architectural goals.;","ARCH",1
"ARCH-635","F18","Landscape Construction: Assembly and Documentation",11253,"Landscape Construction: Assembly and Documentation - Learn and practice the process by which a landscape design is assembled through materials systems and design documentation.","ARCH",1
"ARCH-642","F18","Landscape Architecture Design",11304,"Landscape Architecture Design - Fully integrated landscape place design; reclamation sites at;significant urban or natural locations.","ARCH",2
"ARCH-691A","SP19","Heritage Conservation Thesis Preparation and Thesis",11521,"Heritage Conservation Thesis Preparation and Thesis - Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation.","ARCH",1
"ARCH-691B","SP19","Heritage Conservation Thesis Preparation and Thesis",11520,"Heritage Conservation Thesis Preparation and Thesis - Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation.","ARCH",1
"ARCH-691Z","F18","Heritage Conservation Thesis Preparation and Thesis",11335,"Heritage Conservation Thesis Preparation and Thesis - Introduction to, and exploration of, topics leading to the development of a thesis prospectus and directed research towards the completion of the master's thesis in heritage conservation. Credit on acceptance of thesis. Registration restricted to Master of Heritage Conservation and Historic Preservation students who have satisfactorily completed 12 hours of graduate course work and have permission of the Program Director. Graded IP/CR/NC.","ARCH",1
"ARCH-692A","F18","Building Science Thesis",11336,"Building Science Thesis - Research and thesis for the Master of Building Science degree. Credit on acceptance of thesis. Graded IP/CR/NC.","ARCH",1
"ARCH-692B","SP19","Building Science Thesis",11526,"Building Science Thesis - Research and thesis for the Master of Building Science degree.","ARCH",1
"ARCH-694","SP19","Research Publication Methods for Building Science",11458,"Research Publication Methods for Building Science - Technical documentation, graphic representation, and verbal presentation for writing and presenting journal articles and conference presentations in building science.","ARCH",1
"ARCH-698A","F18","MLArch Thesis",11306,"MLArch Thesis - Directed research option for the MLArch degree.","ARCH",2
"ARCH-698B","SP19","MLArch Thesis",11233,"MLArch Thesis - Directed research option for the MLArch degree.","ARCH",2
"ARCH-702","SU18","Advanced Graduate Architecture Design- Themes",11294,"Advanced Graduate Architecture Design- Themes - Advanced thematic topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern.","ARCH",1
"ARCH-705","SU18","Advanced Graduate Architecture Design- Topics",11212,"Advanced Graduate Architecture Design- Topics - Advanced topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors.","ARCH",3
"ARCH-705","F18","Advanced Graduate Architecture Design- Topics",11329,"Advanced Graduate Architecture Design- Topics - Advanced topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors.","ARCH",1
"ARCH-793A","F18","Architecture Directed Design Research Option I",11327,"Architecture Directed Design Research Option I - Directed Design Research option for graduate level architecture degree. Credit on acceptance of research project. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors. Graded IP/CR/NC.","ARCH",1
"ARCH-793B","SP19","Architecture Directed Design Research Option I",11398,"Architecture Directed Design Research Option I - Directed Design Research option for graduate level architecture degree. Credit on acceptance of research project. Open only to Architecture majors. Graded IP/CR/NC.","ARCH",1
"ART-105","F18","Art and Design Studio I",33796,"Art and Design Studio I - Introduction to the fundamental elements in art making, design creation and thinking, including key principles of process and critical analysis.","ART",3
"ART-105","SP19","Art and Design Studio I",33796,"Art and Design Studio I - Introduction to the fundamental elements in art making, design creation and thinking, including key principles of process and critical analysis.","ART",1
"ART-106","SP19","Art and Design Studio II",33798,"Art and Design Studio II - Introduction to the fundamental elements in art making, design creation and thinking, including the key principles of process and critical analysis.","ART",2
"ART-110","F18","Drawing for Art and Design",33844,"Drawing for Art and Design - An introduction to drawing, both skill and perception oriented, as the basic tool for all the visual arts and design.","ART",4
"ART-110","SP19","Drawing for Art and Design",33844,"Drawing for Art and Design - An introduction to drawing, both skill and perception oriented, as the basic tool for all the visual arts and design.","ART",4
"ART-120","F18","Painting I",33879,"Painting I - Practical introduction to oil and acrylic pigments, painting equipment, processes, and media. Primary experience in: color, composition and perception through representational and abstract painting.","ART",2
"ART-120","SP19","Painting I",33879,"Painting I - Practical introduction to oil and acrylic pigments, painting equipment, processes, and media. Primary experience in: color, composition and perception through representational and abstract painting.","ART",2
"ART-130","F18","Ceramics",33361,"Ceramics - Practical and theoretical exploration of the nature of surface, form, volume and mass as fundamental elements of clay sculpture and the ceramic object.","ART",2
"ART-130","SP19","Ceramics",33362,"Ceramics - Practical and theoretical exploration of the nature of surface, form, volume and mass as fundamental elements of clay sculpture and the ceramic object.","ART",2
"ART-140","F18","Sculpture I",33889,"Sculpture I - Practical and theoretical introduction to sculpture as dimensional manipulation. Primary exploration of form, mass, gravity, surface, structure and associative recognition in three-dimensional art.","ART",1
"ART-140","SP19","Sculpture I",33888,"Sculpture I - Practical and theoretical introduction to sculpture as dimensional manipulation. Primary exploration of form, mass, gravity, surface, structure and associative recognition in three-dimensional art.","ART",2
"ART-141","F18","Creating and Understanding Visuals",33425,"Creating and Understanding Visuals - Lecture-studio course on the theory and history behind contemporary art, design, and visual communication; students also create work, informed by ideas from the lecture.","ART",2
"ART-141","SP19","Creating and Understanding Visuals",33425,"Creating and Understanding Visuals - Lecture-studio course on the theory and history behind contemporary art, design, and visual communication; students also create work, informed by ideas from the lecture.","ART",2
"ART-142","F18","Modeling and Mold Making",33890,"Modeling and Mold Making - Introduction to plaster mold making using clay and wax for both ceramics and sculpture. Exploration of various casting materials.","ART",1
"ART-142","SP19","Modeling and Mold Making",33890,"Modeling and Mold Making - Introduction to plaster mold making using clay and wax for both ceramics and sculpture. Exploration of various casting materials.","ART",1
"ART-150","F18","Introduction to Photography",33870,"Introduction to Photography - Introduction to the practice of photographic image-making within fine arts. Emphasis on developing technical skills in relation to personal vision. Work in black and white.","ART",3
"ART-150","SP19","Introduction to Photography",33870,"Introduction to Photography - Introduction to the practice of photographic image-making within fine arts. Emphasis on developing technical skills in relation to personal vision. Work in black and white.","ART",3
"ART-151","F18","Digital Photography",33861,"Digital Photography - An introductory course exploring the processes and practices of digital capture, imaging and printing, from web-based image posting to large-scale printing.","ART",3
"ART-151","SP19","Digital Photography",33861,"Digital Photography - An introductory course exploring the processes and practices of digital capture, imaging and printing, from web-based image posting to large-scale printing.","ART",4
"ART-210","F18","Drawing II",33855,"Drawing II - Drawing methods and concepts, with emphasis on observing and rendering the human form and anatomy. Continued acquisition of skills, with compositional, gestural, and interpretive elements.","ART",1
"ART-210","SP19","Drawing II",33855,"Drawing II - Drawing methods and concepts, with emphasis on observing and rendering the human form and anatomy. Continued acquisition of skills, with compositional, gestural, and interpretive elements.","ART",1
"ART-220","F18","Painting II",33882,"Painting II - Continuation of practical and theoretical skills introduced in Painting I. Color in personal expression, perception, and content; cultural subjects/objects and symbols signifying a personal language.","ART",1
"ART-220","SP19","Painting II",33882,"Painting II - Continuation of practical and theoretical skills introduced in Painting I. Color in personal expression, perception, and content; cultural subjects/objects and symbols signifying a personal language.","ART",1
"ART-230","F18","Wheel Throwing",33364,"Wheel Throwing - An introductory course using wheel throwing techniques for ceramics to explore a variety of forms through three-dimensional exercises.","ART",2
"ART-230","SP19","Wheel Throwing",33364,"Wheel Throwing - An introductory course using wheel throwing techniques for ceramics to explore a variety of forms through three-dimensional exercises.","ART",2
"ART-242","F18","Metal",33892,"Metal - Introduction to metal in fine art. Emphasis on technical proficiencies and effective solutions working in a variety of metals.","ART",1
"ART-242","SP19","Metal",33892,"Metal - Introduction to metal in fine art. Emphasis on technical proficiencies and effective solutions working in a variety of metals.","ART",1
"ART-250","F18","Photography II",33875,"Photography II - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",2
"ART-250","SP19","Photography II",33875,"Photography II - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",1
"ART-260","F18","Video and Time-based Media",33865,"Video and Time-based Media - An introductory course exploring contemporary processes and practices of video experimentation including the camera, desktop production, and editing. Experimentation with multiple modes of execution, presentation, and distribution.","ART",1
"ART-260","SP19","Video and Time-based Media",33865,"Video and Time-based Media - An introductory course exploring contemporary processes and practices of video experimentation including the camera, desktop production, and editing. Experimentation with multiple modes of execution, presentation, and distribution.","ART",2
"ART-280","F18","Studio Critique I",33800,"Studio Critique I - Interdisciplinary forum where students develop research skills, learn how to best articulate their artistic production, discuss materials related to their research interests, and critique the work of their peers.","ART",2
"ART-280","SP19","Studio Critique I",33800,"Studio Critique I - Interdisciplinary forum where students develop research skills, learn how to best articulate their artistic production, discuss materials related to their research interests, and critique the work of their peers.","ART",2
"ART-311","SP19","Anatomical Drawing from Life",33851,"Anatomical Drawing from Life - An advanced, concentrated study of the human figure; expands on skills depicting and visualizing the human form.","ART",1
"ART-312","F18","Comics Project",33852,"Comics Project - All aspects of comics will be covered, from writing and composition to inking and marketing through the production of an individual 15-page comic creation.","ART",1
"ART-312","SP19","Comics Project",33852,"Comics Project - All aspects of comics will be covered, from writing and composition to inking and marketing through the production of an individual 15-page comic creation.","ART",1
"ART-320","F18","Advanced Painting",33883,"Advanced Painting - Directed examination of aesthetic concepts; investigation into personal ideas related to the development of a creative visual language in painting.","ART",1
"ART-320","SP19","Advanced Painting",33883,"Advanced Painting - Directed examination of aesthetic concepts; investigation into personal ideas related to the development of a creative visual language in painting.","ART",1
"ART-330","SP19","Advanced Ceramics",33366,"Advanced Ceramics - Directed examination of aesthetic concepts and investigation into personal ideas as they relate to the development of a creative visual language in ceramics.","ART",1
"ART-331","SP19","Clay and Glazes",33368,"Clay and Glazes - A foundation in the formulation of clay bodies and glaze materials through lectures and studio exercises to suit specific needs with the artist in mind.","ART",1
"ART-340","F18","Advanced Sculpture",33894,"Advanced Sculpture - Directed examination of three-dimensional aesthetic concepts; development of an individual creative vision.","ART",1
"ART-350","F18","Advanced Photography",33799,"Advanced Photography - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",2
"ART-350","SP19","Advanced Photography",33877,"Advanced Photography - Continued examination of the conceptual, technical, aesthetic and historical tools necessary for a well-informed deliberate art practice with an emphasis on color photography. Work is in digital or analog.","ART",1
"ART-362","F18","Ideas in Intermedia",33868,"Ideas in Intermedia - An examination of the impact of digital media on contemporary culture, with attention to a particular, changing topic each semester.","ART",1
"ART-362","SP19","Ideas in Intermedia",33868,"Ideas in Intermedia - An examination of the impact of digital media on contemporary culture, with attention to a particular, changing topic each semester.","ART",1
"ART-370","F18","Printmaking",33885,"Printmaking - Introductory course in various printmaking techniques; necessary skills and inherent expressive qualities of different printmaking methods are explored.","ART",2
"ART-370","SP19","Printmaking",33885,"Printmaking - Introductory course in various printmaking techniques; necessary skills and inherent expressive qualities of different printmaking methods are explored.","ART",2
"ART-418","F18","Independent Studies in Studio Arts",33791,"Independent Studies in Studio Arts - Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.","ART",4
"ART-418","SP19","Independent Studies in Studio Arts",33793,"Independent Studies in Studio Arts - Independent research of specific topics under the direction of a faculty member. Administrative and faculty approval required.","ART",4
"ART-419","SU18","Professional Internship in the Arts",33292,"Professional Internship in the Arts - An experiential/academic opportunity in a museum, gallery, community cultural center, or related facility. Lectures, seminars, written analysis, and working internship.","ART",1
"ART-419","F18","Professional Internship in the Arts",33794,"Professional Internship in the Arts - An experiential/academic opportunity in a museum, gallery, community cultural center, or related facility. Lectures, seminars, written analysis, and working internship.","ART",1
"ART-419","SP19","Professional Internship in the Arts",33794,"Professional Internship in the Arts - An experiential/academic opportunity in a museum, gallery, community cultural center, or related facility. Lectures, seminars, written analysis, and working internship.","ART",1
"ART-420","F18","Topics in Advanced Painting",33884,"Topics in Advanced Painting - Directed painting with continued emphasis on personal choices regarding appropriation of conceptual images and arrangement, material processes, scale, number of paintings. Ongoing critical response to painting.","ART",1
"ART-420","SP19","Topics in Advanced Painting",33884,"Topics in Advanced Painting - Directed painting with continued emphasis on personal choices regarding appropriation of conceptual images and arrangement, material processes, scale, number of paintings. Ongoing critical response to painting.","ART",1
"ART-430","SP19","Topics in Advanced Ceramics",33367,"Topics in Advanced Ceramics - Continued directed examination of aesthetic concepts and investigation into personal ideas as they relate to the development of a creative visual language in ceramics.","ART",1
"ART-440","SP19","Topics in Advanced Sculpture",33895,"Topics in Advanced Sculpture - Individual direction of the study of aesthetic issues in sculpture; investigation of an individual creative vision.","ART",1
"ART-450","F18","Topics in Advanced Photography",33878,"Topics in Advanced Photography - In-depth exploration of photographic and artistic concepts as they apply to the articulation of personal work.","ART",1
"ART-470","F18","Topics in Advanced Printmaking",33887,"Topics in Advanced Printmaking - Directed examination of specific printmaking media in relation to personal aesthetic goals and expressive concepts.","ART",1
"ART-470","SP19","Topics in Advanced Printmaking",33887,"Topics in Advanced Printmaking - Directed examination of specific printmaking media in relation to personal aesthetic goals and expressive concepts.","ART",1
"ART-484","F18","Contemporary Issues in Art",33869,"Contemporary Issues in Art - An advanced studio and discussion course aims to expand a students relationship to, and understanding of, contemporary artistic dissemination, discourse, and display via a series of rotating topics.","ART",1
"ART-485","SP19","Studio Capstone",33503,"Studio Capstone - A faculty-mentored course supporting advanced conceptual exploration and the development of an ambitious, self-defined series or body of work, culminating in an exhibition.","ART",1
"ART-515","F18","Visiting Artist and Scholar Seminar",33312,"Visiting Artist and Scholar Seminar - Lecture and discussion course in the professional practice of art featuring formal presentations by visiting artists and scholars. (Duplicates credit in FA 515)","ART",1
"ART-515","SP19","Visiting Artist and Scholar Seminar",33312,"Visiting Artist and Scholar Seminar - Lecture and discussion course in the professional practice of art featuring formal presentations by visiting artists and scholars. (Duplicates credit in FA 515)","ART",2
"ART-520","F18","Individual Studies",33336,"Individual Studies - Investigation of creative problems through various media. Course may be repeated. (Duplicates credit in former FA 520)","ART",2
"ART-520","SP19","Individual Studies",33336,"Individual Studies - Investigation of creative problems through various media. Course may be repeated. (Duplicates credit in former FA 520)","ART",2
"ART-530","SU18","Global Art Seminar: the Globalization of Art and Culture",33326,"Global Art Seminar: the Globalization of Art and Culture - An examination of the emergence of the idea of globalism through the lens of art practice and theory.","ART",1
"ART-535","F18","Group Critique",33311,"Group Critique - Presentation and critique which builds students' skills in presenting and contextualizing their artwork for peer review; analytic discussion regarding directions in contemporary art.","ART",1
"ART-535","SP19","Group Critique",33311,"Group Critique - Presentation and critique which builds students' skills in presenting and contextualizing their artwork for peer review; analytic discussion regarding directions in contemporary art.","ART",1
"ASCJ-100","F18","The Changing World of Communication and Journalism",21909,"The Changing World of Communication and Journalism - Survey of major themes in media and communication; exploring what it means to be a professional in the fields of communication, journalism, and public relations.","ASCJ",1
"ASCJ-200","F18","Navigating Media and News in the Digital Age",21910,"Navigating Media and News in the Digital Age - Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand, employ, enjoy and help shape our media landscape.","ASCJ",11
"ASCJ-200","SP19","Navigating Media and News in the Digital Age",21910,"Navigating Media and News in the Digital Age - Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand, employ, enjoy and help shape our media landscape.","ASCJ",10
"ASCJ-210","F18","Contours of Change in Media and Communication",21920,"Contours of Change in Media and Communication - Provides an introduction to cultivating a curious, critical, and proactive approach to the challenges of social change. Students will be encouraged to develop an expansive and critical definition and understanding of change as it relates to the role of media and communication in producing and responding to political and cultural transformations that shape our status as citizens and our ideas of citizenship.","ASCJ",5
"ASCJ-210","SP19","Contours of Change in Media and Communication",21920,"Contours of Change in Media and Communication - Provides an introduction to cultivating a curious, critical, and proactive approach to the challenges of social change. Students will be encouraged to develop an expansive and critical definition and understanding of change as it relates to the role of media and communication in producing and responding to political and cultural transformations that shape our status as citizens and our ideas of citizenship.","ASCJ",3
"ASCJ-420","F18","Annenberg Collaboratory",21930,"Annenberg Collaboratory - Collaborative, cutting-edge, experimental, experiential, interdisciplinary, results-based classes taught in new ways and places. Recommended Preparation: ASCJ-220.","ASCJ",1
"ASCJ-420","SP19","Annenberg Collaboratory",21951,"Annenberg Collaboratory - Collaborative, cutting-edge, experimental, experiential, interdisciplinary, results-based classes taught in new ways and places. Recommended Preparation: ASCJ-220.","ASCJ",4
"ASTE-101","F18","Introduction to Astronautics",29100,"Introduction to Astronautics - Gateway to the Astronautical Engineering major. Introduction to;space, space exploration and the space business. Elements of;orbits, spacecraft systems, rocket propulsion, and;communications. Laboratory: introduction to graphics, computation;and simulation.","ASTE",2
