SECTION    ,SCHOOL    ,COURSE_CODE.    ,SESSION    ,MIN_UNITS    ,MAX_UNITS    ,COURSE_TITLE................................................................................................................................................................................................................................................................................................    ,MODE    ,Link    ,PUBLISH?    ,START_TIME    ,END_TIME    ,DAYS..    ,TOTAL_ENR    ,MODALITY    ,INSTRUCTOR_NAME.........................    ,ASSIGNED_ROOM    ,TOTAL_ENR    ,COURSE_DESCRIPTION..........................................................................................................................................................................................................................................................................................    ,DEPT.OWNER.NAME....................................................................................
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Matorin, David",,,,
21056,ANSC      ,JOUR-528        ,773,3,3,Summer Digital Journalism Immersion                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,9:00,12:00,MTWHF     ,13,A           ,"Lee, May, H.                                ",ONLINE           ,13,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.                                                                                                           ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Kwong, Daniella, Elizabeth",,,,
21052,ANSC      ,JOUR-528        ,773,3,3,Summer Digital Journalism Immersion                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,9:00,12:00,MTWHF     ,15,B           ,"Mittelstaedt, Alan, Michael                 ",ANN406           ,15,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.                                                                                                           ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Kazarian, Sandra, H.",,,,
21054,ANSC      ,JOUR-528        ,773,3,3,Summer Digital Journalism Immersion                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,9:00,12:00,MTWHF     ,15,B           ,"Fogarty, Heather, John                      ",ANN409ABC        ,15,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.                                                                                                           ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Pierce, Barbara, Hyde",,,,
21050,ANSC      ,JOUR-528        ,773,3,3,Summer Digital Journalism Immersion                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,9:00,12:00,MTWHF     ,16,B           ,"Pecot-Hebert, Lisa                          ",ANN404           ,16,"A journalism immersion experience that orients and familiarizes students with the best practices and standards of cutting-edge multimedia, multi-platform fact gathering, reporting and storytelling.                                                                                                           ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Fabian Romero, Esmeralda",,,,
21023,ANSC      ,JOUR-546        ,773,2,2,"News, Numbers and Introduction to Data Journalism                                                                                                                                                                                                                                                               ",C       ,        ,Y           ,18:00,21:40,M         ,19,A           ,"Whitney, Kelly, Goff                        ",ONLINE           ,19,An overview of the basic quantitative analysis tools and techniques essential to give perspective to a journalistic story or to put it in context.                                                                                                                                                              ,Annenberg School for Communication and Journalism
21020,ANSC      ,JOUR-546        ,773,2,2,"News, Numbers and Introduction to Data Journalism                                                                                                                                                                                                                                                               ",C       ,        ,Y           ,18:00,21:40,T         ,19,A           ,"Medzerian, David                            ",ONLINE           ,19,An overview of the basic quantitative analysis tools and techniques essential to give perspective to a journalistic story or to put it in context.                                                                                                                                                              ,Annenberg School for Communication and Journalism
21022,ANSC      ,JOUR-546        ,773,2,2,"News, Numbers and Introduction to Data Journalism                                                                                                                                                                                                                                                               ",C       ,        ,Y           ,18:00,21:40,H         ,18,A           ,"Poston, Ben                                 ",ONLINE           ,18,An overview of the basic quantitative analysis tools and techniques essential to give perspective to a journalistic story or to put it in context.                                                                                                                                                              ,Annenberg School for Communication and Journalism
21030,ANSC      ,JOUR-552        ,138,2,2,Television Reporting and Production                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,14:00,16:05,MW        ,8,A           ,"Kazarian, Sandra, H.                        ",ONLINE           ,8,"Writing, reporting and producing content for video and digital platforms; similarities and differences between media; application of audio-visual and digital equipment.                                                                                                                                        ",Annenberg School for Communication and Journalism
21035,ANSC      ,JOUR-560        ,773,2,2,Seminar in Mass Communication Law                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,13:00,16:40,T         ,18,A           ,"Kotler, Jonathan                            ",ONLINE           ,18,"Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists.                                                                                                                                              ",Annenberg School for Communication and Journalism
21037,ANSC      ,JOUR-560        ,773,2,2,Seminar in Mass Communication Law                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,13:00,16:40,H         ,16,A           ,"Seager, Susan, Elizabeth                    ",ONLINE           ,16,"Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists.                                                                                                                                              ",Annenberg School for Communication and Journalism
21033,ANSC      ,JOUR-560        ,773,2,2,Seminar in Mass Communication Law                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,13:00,16:40,H         ,16,A           ,"Gavigan, Susan                              ",ONLINE           ,16,"Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists.                                                                                                                                              ",Annenberg School for Communication and Journalism
21036,ANSC      ,JOUR-560        ,773,2,2,Seminar in Mass Communication Law                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,13:00,16:40,W         ,18,A           ,"Kotler, Jonathan                            ",ONLINE           ,18,"Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists.                                                                                                                                              ",Annenberg School for Communication and Journalism
21034,ANSC      ,JOUR-560        ,773,2,2,Seminar in Mass Communication Law                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,13:00,16:40,M         ,15,A           ,"Gavigan, Susan                              ",ONLINE           ,15,"Analysis of major elements of mass communication law, legal issues in contemporary mass communication, and the impact of legal trends on professional journalists.                                                                                                                                              ",Annenberg School for Communication and Journalism
21039,ANSC      ,JOUR-571        ,138,3,3,21st Century Sports Storytelling                                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,10:00,13:10,TH        ,6,A           ,"Parker, Robert, Lee                         ",ONLINE           ,6,"Seminar in how to report and write sports: news, previews, profiles, features, columns.                                                                                                                                                                                                                         ",Annenberg School for Communication and Journalism
21132,ANSC      ,JOUR-579        ,51,1,2,Journalism Internship                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Pape, Eric                                  ",OFFICE           ,1,"Field experience in journalism, public relations, or related field.                                                                                                                                                                                                                                             ",Annenberg School for Communication and Journalism
21130,ANSC      ,JOUR-579        ,59,1,1,Journalism Internship                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,A           ,"Pape, Eric                                  ",ONLINE           ,4,"Field experience in journalism, public relations, or related field.                                                                                                                                                                                                                                             ",Annenberg School for Communication and Journalism
21131,ANSC      ,JOUR-579        ,51,1,1,Journalism Internship                                                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,A           ,"Pape, Eric                                  ",ONLINE           ,2,"Field experience in journalism, public relations, or related field.                                                                                                                                                                                                                                             ",Annenberg School for Communication and Journalism
21138,ANSC      ,JOUR-590        ,138,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Mittelstaedt, Alan, Michael                 ",OFFICE           ,1, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21137,ANSC      ,JOUR-590        ,955,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,4,            ,"Seidenberg, Willa                           ",OFFICE           ,4, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Gonzales, Vince",,,,
21139,ANSC      ,JOUR-590        ,57,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21444,ANSC      ,JOUR-590        ,773,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21144,ANSC      ,JOUR-590        ,53,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,            ,"Plocek, Keith                               ",OFFICE           ,2, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21140,ANSC      ,JOUR-590        ,50,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Hernandez, Robert                           ",OFFICE           ,1, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21142,ANSC      ,JOUR-590        ,51,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21141,ANSC      ,JOUR-590        ,50,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Richardson, Allissa                         ",OFFICE           ,1, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21143,ANSC      ,JOUR-590        ,59,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0, Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.                                                                                                                                                                    ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21174,ANSC      ,JOUR-594A       ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Tolan, Sandy                                ",OFFICE           ,1, Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21173,ANSC      ,JOUR-594A       ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Seidenberg, Willa                           ",OFFICE           ,0, Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21178,ANSC      ,JOUR-594B       ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Tolan, Sandy                                ",OFFICE           ,0, Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21177,ANSC      ,JOUR-594B       ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Seidenberg, Willa                           ",OFFICE           ,0, Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21180,ANSC      ,JOUR-594Z       ,59,0,0,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,2,            ,"Seidenberg, Willa                           ",OFFICE           ,2,Credit on acceptance of thesis. Graded IP/CR/NC.                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21181,ANSC      ,JOUR-594Z       ,59,0,0,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,"Tolan, Sandy                                ",OFFICE           ,0,Credit on acceptance of thesis. Graded IP/CR/NC.                                                                                                                                                                                                                                                                ,Annenberg School for Communication and Journalism
,,,,,,,,,,,,,,,,,,,
21621,ANSC      ,JOUR-598        ,138,4,4,Journalism Capstone Project                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,9:00,11:50,MWF       ,11,A           ,"Bellantoni, Christina                       ",ONLINE           ,11,"Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.                                                                                                                                                      ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Pecot-Hebert, Lisa",,,,
21044,ANSC      ,PR-428          ,57,4,4,"Social, Legal and Ethical Foundations of Public                                                                                                                                                                                                                                                                 ",C       ,        ,Y           ,18:00,20:30,MW        ,6,A           ,"Jackson, Laura, Min                         ",ONLINE           ,6,"Covers the complex intersection of legal standards and regulations, ethical practices and decision making, and social responsibilities for public relations/strategic communication practitioners.                                                                                                              ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,Relations,,,,,,,,,,,,,
21042,ANSC      ,PR-429          ,57,4,4,Business and Economic Foundations of Public Relations                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,14:00,16:30,MW        ,2,A           ,"Stamper, David                              ",ONLINE           ,2,Relationship between public relations/strategic communication and other organizational disciplines; understanding business goals and objectives; economic literacy; financial/investor relations; how PR/communication agencies are built and managed.                                                          ,Annenberg School for Communication and Journalism
21040,ANSC      ,PR-463          ,57,4,4,"Strategic Public Relations Research, Analysis                                                                                                                                                                                                                                                                   ",C       ,        ,Y           ,18:00,20:30,TH        ,7,A           ,"Quast, Dave                                 ",ONLINE           ,7,"Identification of key strategic insights that drive successful communication campaigns, based on research techniques including surveys, content evaluation and social media monitoring.                                                                                                                         ",Annenberg School for Communication and Journalism
           ,          ,                ,           ,             ,             ,and Insights,,,,,,,,,,,,,
21047,ANSC      ,PR-490          ,51,1,8,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Individual research and readings. Not available for graduate credit.                                                                                                                                                                                                                                            ,Annenberg School for Communication and Journalism
21046,ANSC      ,PR-490          ,50,1,8,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Individual research and readings. Not available for graduate credit.                                                                                                                                                                                                                                            ,Annenberg School for Communication and Journalism
21062,ANSC      ,PR-536          ,57,3,3,"Digital, Social and Mass Media Public Relations Strategies                                                                                                                                                                                                                                                      ",C       ,        ,Y           ,18:00,21:45,M         ,14,A           ,"Leveque, Matthew, K                         ",ONLINE           ,14,Analysis of shifting media environment; development and execution of multi-platform campaigns based on organizational goals and audience characteristics.                                                                                                                                                       ,Annenberg School for Communication and Journalism
21061,ANSC      ,PR-539          ,57,3,3,Lifestyle Public Relations Audience Engagement                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,18:00,21:45,H         ,7,A           ,"Lynch, Brenda, Eileen                       ",ONLINE           ,7,Examines engagement/activation as well as the nuances of lifestyle practitioner. Dissects segments such as towns and neighborhoods; race/ethnicity by cultural practices/nuances.                                                                                                                               ,Annenberg School for Communication and Journalism
21193,ANSC      ,PR-561          ,169,4,4,Principles of Public Relations                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,TBA           ,TBA         ,          ,23,A           ,"Jackson, Laura, Min                         ",ONLINE           ,23,"Practical and theoretical survey of the public relations profession as it is currently practiced, providing a social/contextual backdrop for further study of the field.                                                                                                                                        ",Annenberg School for Communication and Journalism
21148,ANSC      ,PR-590          ,57,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Annenberg School for Communication and Journalism
21146,ANSC      ,PR-590          ,50,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Cook, Fred                                  ",OFFICE           ,1,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Annenberg School for Communication and Journalism
21149,ANSC      ,PR-590          ,57,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Annenberg School for Communication and Journalism
21145,ANSC      ,PR-590          ,59,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Annenberg School for Communication and Journalism
21147,ANSC      ,PR-590          ,51,1,12,Directed Research                                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.                                                                                                                                                                                   ,Annenberg School for Communication and Journalism
21175,ANSC      ,PR-594A         ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Floto, Jennifer, Dayle                      ",OFFICE           ,1,Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                 ,Annenberg School for Communication and Journalism
21179,ANSC      ,PR-594B         ,59,2,2,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                 ,Annenberg School for Communication and Journalism
21182,ANSC      ,PR-594Z         ,59,0,0,Master's Thesis                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,TBA           ,TBA         ,          ,0,            ,                                            ,OFFICE           ,0,Credit on acceptance of thesis.                                                                                                                                                                                                                                                                                 ,Annenberg School for Communication and Journalism
